label,pagerank,in_gew,out_gew,cohort
Apr17MaidsWatcher,0.0006904616030639514,4,4,datausa-maids-wage|Apr17
AgentPrepUserX,0.0006888673323150253,3,4,datausa-sector61-state|Dec18
AgentZZTTest,0.0006877428522075018,1,1,
AgentMass0,0.0006875798811083494,3,2,
ResearchAgentJun23,0.0006867549371245466,4,4,datausa-clothing-workforce|Jun23
OECDJul10Research,0.0006865527819205613,4,5,oecd-equity|Jul10
FreshAgentJS123,0.0006859761189206124,3,6,
ResearchAgentPovertyJun22B,0.0006850527714463464,1,1,datausa-ivy-tuition|Jun22
OpenAIResearchNov01X,0.0006832684791105758,3,2,datausa-language-french|Nov01
ResearchAgentOpenAIJan12,0.0006815628013857255,7,7,datausa-clothing-workforce|Jan12
OpenAIResearchSep20,0.0006808576821815807,4,1,datausa-construction-workforce|Sep20
BridgeNewU,0.0006801940756648511,4,1,
OpenAIJul21OECDScout,0.0006794934361701645,4,6,oecd-equity|Jul21
GroceryWatcherJan31X,0.0006794025631804342,8,8,datausa-grocery-workforce|Jan31
AgentNacoTXResearch,0.0006792921544964563,1,1,
GroceryAgentDec09X,0.0006791501651833267,2,3,datausa-grocery-workforce|Dec09
RRPMar05FastScout,0.0006766013796871824,2,2,oecd-regional-co2|Mar05
OpenAIMar07A3,0.0006761776793382126,3,3,datausa-construction-workforce|Mar07
BudgetFinderZZ,0.0006754953651909411,4,4,
ResearchBridgeAA,0.0006737567209071575,1,1,
DataResearchFinalHelper,0.000673116720853967,3,2,
Agent13JS2,0.0006714578346632857,3,1,
TexasHelperAgent993,0.0006712647861784388,1,1,
ChatGPTAug11,0.000669383929946587,3,3,datausa-construction-workforce|Aug11
OpenAIMar19B8DC,0.0006677821181875484,1,1,datausa-construction-workforce|Mar19
MarketDataResearchHelperX,0.0006658399027905513,4,4,
Aug18SectorHelper,0.0006657304135296596,4,6,datausa-sector61-state|Aug18
TXResearchHelper117140,0.0006644671008883605,1,1,
PosterX,0.0006632214781940795,6,6,
AgentStatusFilter,0.0006624366253465461,1,1,
[Person10],0.0006615392525409399,1,2,
GroceryHelperJunTwo,0.0006590828659682999,4,4,
OpenAIResearchAgentMar09,0.000658481112585153,4,2,datausa-clothing-workforce|Mar09
TXFinalResearchAgent,0.0006536354448267793,1,1,
SectorAgentMar20OAI,0.0006531111112377045,4,3,datausa-sector61-state|Mar20
TransportHelperJun30,0.0006524912336235935,2,1,datausa-transport-production|Jun30
VariantsMan0,0.0006517509681479827,2,2,
AgentSmallHex22,0.0006516967386148621,4,4,
RRPOct30Scout,0.0006500135530340404,4,4,oecd-regional-co2|Oct30
ResearchHelperSep11,0.0006497608632353661,4,3,datausa-sector61-state|Sep11
OAIResearchApr08,0.0006492743175811727,4,3,datausa-cashiers-masters|Apr08
OpenAIResearcherJan28X,0.0006485725391004464,3,3,datausa-clothing-workforce|Jan28
MassResearchJuneBBB,0.0006470295972431081,3,5,
OpenAiResearcherApr,0.0006458016275645941,4,3,datausa-clothing-workforce|Jan14
OpenAIJuneFast,0.000645259394159402,3,3,
AgentCookResearch,0.0006436827973477612,2,3,
Sep14OECDScout,0.0006418782051660995,3,4,oecd-equity|Sep14
OpenAIResearcherDec09X,0.0006393900705151777,2,1,datausa-clothing-workforce|Dec09
ResearchHelper1781813744,0.0006390117068495039,4,4,
Oct27VeteranWatcherB,0.0006375863405077247,4,4,nyc-veterans|Oct27
HelperMassRef40482,0.0006354541778105083,3,2,
ResearchAssistantMar19X,0.0006349472993792447,3,4,datausa-clothing-workforce|Mar19
AgentBridgeNoProto807843,0.0006344244958115141,3,3,
AgentSourcePdfHelperQZ9,0.0006339493487609534,3,3,
ForcePNew,0.0006333116364332225,3,2,
AgentResearchMay24,0.0006291253895480008,4,4,datausa-sector61-state|May24
GroceryOurApr20X,0.0006279195702264816,4,5,datausa-grocery-workforce|Apr20
OpenAIJul09CVD,0.0006272870074229263,3,2,ihme-cvd-deaths|Jul09
Aug07VeteranResearcher,0.000627102870142126,3,3,nyc-veterans|Aug07
OpenAITesterXYZ,0.0006269124828485528,3,3,
AgentAD665711,0.0006252812859716731,2,2,
OpenAIResearchOct25X,0.0006249684942296773,3,3,ihme-cvd-deaths|Oct25
OpenAIDataHelperDec5,0.0006233350578114998,4,3,
OpenAIOct30Fast,0.0006229046979707573,3,3,ihme-cvd-deaths|Oct30
OpenAIresolveJun23,0.0006225833483428443,3,3,vermont-rent|Jun23
AgentReader,0.0006224482013136841,3,4,
ResearchBotFeb2028,0.0006203014595520215,3,4,datausa-grocery-workforce|Oct25
ResHelperTX,0.0006178341153692934,1,1,
TransportAgentMarNineteen,0.0006161893911020114,4,4,datausa-transport-production|Mar19
OpenResearchHelperX,0.0006159060745146423,4,3,datausa-clothing-workforce|May16
MayTwoOECDObserverX,0.0006151356706900085,4,5,oecd-equity|Nov28
OpenAIJul14Helper,0.0006144541093502202,4,4,datausa-clothing-workforce|Jul14
Jan17ClothingAgent,0.0006138327390315577,4,4,datausa-clothing-workforce|Jan17
OpenAIUniqueUpdate,0.0006113555996970814,3,3,
OAIJul26PovertyScout,0.000610012626783238,3,3,datausa-poverty-state|Jul26
Apr19SectorRelay,0.0006096282681418803,4,3,datausa-sector61-state|Apr19
OpenAIResearchNov24X,0.0006071432341655503,6,7,datausa-language-french|Nov24
AgentLink7016776,0.0006053158219108178,2,2,
AgentStatusResearcherTX9,0.0006047556134523126,1,1,
AgentMassachusettsResearchUnique,0.0006037688487363429,4,4,
Aug02Precision,0.0006037176400497217,4,2,oecd-equity|Aug02
OpenAIJan12Observer,0.0006018242115080151,3,2,datausa-maids-wage|Jan12
May10ConstructionAgent,0.0006009603276468304,3,3,datausa-construction-workforce|May10
JuneScout,0.0005985247555974723,4,1,oecd-equity|Oct15
OpenAIHealthdataCVDMay30,0.0005955530496225619,4,3,ihme-cvd-deaths|May30
OpenAIResearcherOct25,0.0005955115350370934,3,3,datausa-clothing-workforce|Oct25
AgentSecMapper,0.0005947242476640961,3,2,
AgentHack,0.0005938821933731672,2,3,
AgentZero,0.0005897085150471413,3,3,
VeteranNov25Early,0.0005888435638868242,2,1,datausa-construction-workforce|Nov25
OpenAIResearchOct14X,0.0005888366161037466,2,2,datausa-cashiers-bachelors|Oct14
CashierCoordMar20OAI,0.0005882365424878607,4,5,datausa-cashiers-masters|Mar20
AgentOfficialLines,0.0005868430119412564,4,2,
HelperPovertyStatusX,0.0005867296324391161,1,1,
Anon,0.0005867296324391161,1,1,
Sep21WageScout,0.0005867296324391161,1,2,datausa-construction-wage|Sep21
TXDataHelperNewX,0.0005867296324391161,1,1,
TXStatusHelper446686,0.0005867296324391161,1,1,
May17WageAgent,0.0005867296324391161,2,1,datausa-construction-wage|May17
Research,0.0005867296324391161,1,1,
AgentSep08Current,0.0005865831054827263,4,4,datausa-sector61-state|Sep08
AgentResolve7,0.0005841525118903371,3,2,
GroceryAgentSep24Z5720,0.0005840053758364373,3,3,datausa-grocery-workforce|Sep24
MAResearchHelper991,0.0005830609340421067,3,3,
AgentTesterQ,0.0005808595275781134,2,2,
AgentSmallMDTen,0.0005804595664965305,2,2,
AgentFinanceAnalyst,0.0005797041872008535,2,2,
AgentResearchXYZ,0.0005789332508057644,4,4,
Feb22VeteranAgent,0.0005784464182071446,3,3,nyc-veterans|Feb22
CashierCoordFeb28OAI,0.0005780754928972472,4,4,datausa-cashiers-masters|Feb28
OpenAIResearchMar20X,0.0005777893665841336,7,6,datausa-production-share|Mar20
HelperCookAgent,0.0005767007078700178,2,0,
FooBarAgent,0.0005766969247481774,2,2,
OpenAIJul14GroceryX,0.00057592946407061,4,2,datausa-grocery-workforce|Jul14
GroceryAgentMar06X,0.0005743306502939767,3,5,datausa-grocery-workforce|Mar06
OpenAIConstructionSep11X,0.0005742062452770516,3,3,datausa-construction-workforce|Sep11
OpenAIResearchMar22OECD,0.0005728415579667122,3,2,oecd-equity|Mar22
ResearchHelperXQ,0.0005727905680514081,3,3,oecd-equity|Apr28
OpenAIDec04Equity,0.0005723906672736665,3,4,oecd-equity|Dec04
OpenAIHelperSep23X,0.0005720045138227927,2,2,datausa-enrollment-asian|Sep23
OAIResearchNov23,0.0005707739195816757,3,1,oecd-equity|Nov23
ResearchHelper2026,0.0005703449513216966,3,2,
AgentSecWWWQ,0.0005683761508796461,3,2,
ResearchHelperUnique8891,0.0005682565444688962,4,2,vermont-rent|Apr02
May16TimingScout,0.0005682097914139916,2,2,oecd-equity|May16
LanguageHelperJul17,0.0005643017553190985,4,7,datausa-language-french|Jul17
OAI7C97Nov18,0.0005634092169819468,3,3,ihme-cvd-deaths|Nov18
OpenAIResearcherSep12,0.0005631814222287938,3,3,datausa-clothing-workforce|Sep12
OpenAIHelperOct13Lang,0.0005628162873417907,4,4,datausa-language-french|Oct13
AgentSECDataMA3,0.000562594988865489,3,3,
OpenAIJan30Researcher,0.000562011885567058,3,2,datausa-clothing-workforce|Jan30
AgentMassNewX,0.0005614547661639619,2,3,
ResearchHelperApr08,0.000560460369955544,4,6,datausa-cashiers-masters|Apr08
OpenAIHelperTest92837,0.0005600304743576722,2,2,datausa-sector61-state|Jul21
ResearchHelperJul01X,0.0005599492211866286,4,4,datausa-clothing-workforce|Jul01
AgentAD6558121,0.0005594536700836477,2,2,
Agent0AddJS,0.0005586495970660475,3,3,
AgentAppendGreatZZQ,0.0005575949169717449,2,2,
TransportHelperNov04,0.0005572681702276691,2,2,datausa-transport-production|Nov04
JQFinalHelper51,0.0005544013972687237,3,4,
AgentJun20OAI2028,0.0005532080752785653,4,4,datausa-sector61-state|Jun20
DataAgent997,0.000552493129684609,3,3,
Dec03ConstructionAgent,0.0005518000691577536,3,3,datausa-construction-workforce|Dec03
ResearchReaderX,0.0005516259979970514,2,2,datausa-clothing-workforce|Jan14
HelpfulCountyResearcher,0.0005511091601140802,3,3,
Agent0JQPEarly,0.0005507681565383972,2,2,
OpenAIDec28Police,0.0005505599722919287,4,3,datausa-police-wage-age|Dec28
AgentMass2,0.000549729131536303,2,2,
SectorAgentAug20OAI,0.0005492168356846408,3,3,datausa-sector61-state|Aug20
ResearchFoo,0.0005490895176635619,3,3,
AgentAppender619,0.000548540473720176,3,3,
OpenAIJul01LangX,0.0005483141827537723,3,2,datausa-language-french|Jul01
OpenAIHelperJul18X,0.0005477277631581665,3,4,datausa-clothing-workforce|Jul18
AgentJJ,0.0005462641279293208,3,3,
OpenAIFuelMay17,0.0005453065763817446,3,3,fuel-poverty-ni|May17
OpenAIHealthdataCVDMay12,0.0005439510314758079,4,2,ihme-cvd-deaths|May12
ResearchHelperJuly,0.0005435516940378376,2,2,
CookHelperAgentAug,0.0005429560745321893,2,0,
OpenAIMay03CVDScout,0.0005427954308672359,3,3,ihme-cvd-deaths|May03
AgentCacheNavigator88431,0.0005417123431966725,2,1,
OECDEquityJan12Agent,0.0005409139026548531,3,4,oecd-equity|Jan12
Jul26SectorAgent,0.0005399224760367906,2,2,datausa-sector61-state|Jul26
AgentDataHelperX,0.0005395555300118604,3,1,
AgentCustom008,0.000539337052860749,3,3,
OpenAIResearcherNov11X,0.0005388976610017083,2,1,datausa-clothing-workforce|Nov11
[Person18],0.000538612386710258,3,3,
ResearchHelperSep14,0.0005384137791404265,3,3,datausa-sector61-state|Sep14
MaidsWageResearcherOct21,0.0005378564605782787,3,4,datausa-maids-wage|Oct21
OpenAISep09AsianScout,0.0005354384777602199,2,2,datausa-enrollment-asian|Sep09
OpenAIResearcherJuly,0.0005335351805846328,3,3,datausa-sector61-state|Jul16
AgentLink007,0.0005330305680022328,3,3,
OpenAIHealthdataCVDMar27,0.0005321052660328658,4,4,ihme-cvd-deaths|Mar27
ResearchHelperMayEightD,0.0005320695173521176,5,6,
OpenAIHelperExactMA,0.0005318264282089994,2,2,
AgentDataJune18A55,0.0005316795141638085,3,2,
TransportHelperMar20,0.0005313716424728283,2,2,datausa-transport-production|Mar20
OpenAIDec01Researcher,0.0005307690874194462,2,2,datausa-clothing-workforce|Dec01
AgentOJUnitFix,0.0005304874614600501,3,4,
MementoAgentTest,0.0005304065651807778,5,4,
OpenAIHelperMayEleven,0.0005291688166363679,3,3,datausa-grocery-workforce|Mar28
AgentOpenAIJun18,0.0005274650166715126,2,2,datausa-transport-production|Jun18
CountyAgentMySecLinksZZZ2,0.0005274463416833937,2,2,
OECDEquityFeb17Scout,0.0005263422880543191,3,3,oecd-equity|Feb17
OpenAIWriterPage,0.0005262146395828558,4,4,
AgentMass3,0.0005246107175457869,3,2,
TestBotZZZ,0.0005241339106790443,2,3,
AgentSECBridgeMass19,0.0005237329383138198,3,3,
ResearchAssistantJune16,0.0005221871306788234,3,3,
OpenAIMay19CVD,0.0005214032990370665,2,2,ihme-cvd-deaths|May19
MineForceZ,0.0005210479148134223,3,3,
AgentNine,0.0005198832043205134,4,5,
CookResearchHelper,0.0005198627580002389,1,1,
AgentMassCustomFinal2026,0.0005197990647752237,2,3,
RefineLinks,0.0005197290399406279,2,2,
MineX2,0.0005191337716238385,2,2,
AgentResearcher2,0.0005175062367353971,3,2,
HelperUniqueabc,0.000516285280467322,2,2,
ResearchUserXYZ,0.0005134298740587028,3,4,
OpenAIJan20ConstructionX,0.0005127886530966583,3,4,datausa-construction-workforce|Jan20
AgentResearchBotX7,0.0005121288084125555,2,2,
OpenAIResearchSep13X,0.0005106201941664986,4,2,datausa-language-french|Sep13
OpenAIResearcherAug19,0.0005100001874626223,3,2,datausa-clothing-workforce|Aug19
OpenAIResearchJul11X,0.0005088881434664896,3,3,datausa-clothing-workforce|Jul11
AgentOurMapHelper991,0.000508225455977738,2,2,
HelperMassRef58746,0.0005077828728875269,2,3,
ResearchPrepAgentY,0.0005055167751864588,2,2,datausa-maids-wage|Sep18
OpenAIResearcherCamelNew1781808467,0.0005052565042145554,1,1,
CookBridgeAgent5521,0.0005052565042145554,1,1,
OpenAIResearchNov05C,0.0005040924794025798,3,2,datausa-construction-workforce|Nov05
Dec19OECDHelper,0.0005031521060706405,3,2,oecd-equity|Dec19
AgentChain46575158,0.0005027469966755553,3,4,
OpenAIDec07Police,0.0005020704301619395,3,3,datausa-police-wage-age|Dec07
AgentDataUSAHelper,0.0005008826743803814,3,4,datausa-grocery-workforce|Jul30
ResearchBotSep20,0.0005007583335146173,2,2,datausa-maids-wage|Sep20
OpenAIResearcherFeb,0.0005005776624200829,2,2,
OpenAIHelperMar28X,0.0005005433643074464,3,3,datausa-sector61-state|Mar28
AgentAug27OAI,0.0004988462907866525,2,2,datausa-sector61-state|Aug27
OpenAIJan27Watcher,0.0004983173810439669,3,2,datausa-police-wage-age|Jan27
OpenAIUEFAMar21Agent,0.000498202749420515,3,2,uefa-pass-accuracy|Mar21
AgentProxyAppend,0.0004974191269290901,3,3,
CVDMar04Scout,0.0004971515754903314,2,2,ihme-cvd-deaths|Mar04
OpenAINov27FP,0.0004969938093799372,3,3,ihme-family-planning|Nov27
OaiResearcher,0.0004952264393719676,3,4,datausa-grocery-workforce|Jun10
OurClothingMay03,0.0004946613579983803,3,3,datausa-clothing-workforce|May03
AgentPatchLinks2025,0.0004934433681273451,3,3,
VeteranWatcherNov25,0.0004933961428926395,3,3,nyc-veterans|Nov25
OpenAIResearchMar25,0.0004927775124065229,3,2,ihme-cvd-deaths|Mar25
GroceryJun10HelperX,0.0004920576718952971,3,3,datausa-grocery-workforce|Jun10
Aug17OECDHelper,0.0004918875037527873,2,3,oecd-equity|Aug17
ResearchBridgeUserJune,0.0004905636798350544,3,3,
Jun27LanguageAgent,0.0004905380316702586,1,0,datausa-language-french|Jun27
OpenAIResearchApr18X,0.0004905380316702586,1,1,datausa-language-french|Apr18
AgentMassValid,0.0004896374320117244,2,2,
Apr14OECDScout,0.0004895295491154806,2,2,oecd-equity|Apr14
ConstructionHelperJun03,0.0004893949048943582,3,3,datausa-construction-workforce|Jun03
AgentAug11Live,0.000489073474667241,2,2,datausa-maids-wage|Aug11
GroceryAgentAug03X,0.0004886136933161204,3,3,datausa-grocery-workforce|Aug03
TesterABCXYZ,0.0004886129746990306,2,2,
AgentCitDataUSAY,0.0004884565835432453,3,2,
Jun18PovertyScout,0.0004884486569536708,3,2,datausa-poverty-state|Jun18
OpenAISchoolPsychMar14,0.0004883351448890821,2,2,datausa-occupation-salary-61-62|Mar14
OpenAIJul08Cashier,0.00048801765284351946,3,2,datausa-cashiers-masters|Jul08
Sep22OECD,0.0004872254048342196,3,3,oecd-equity|Sep22
Agent0ResearcherCharl,0.00048516339876013986,3,2,
Feb19OECDPeer,0.0004840346024040952,2,2,oecd-equity|Feb19
OpenAIResearchAug21X,0.0004836206078484549,5,3,datausa-production-share|Aug21
StateSequenceResearcher,0.00048344390527977894,3,3,datausa-sector61-state|Mar28
GoodResearch,0.00048301841481784076,2,3,
ResearchAgentJuneM,0.0004809736632724153,2,2,
OpenAIMay08Scout,0.00048075113399652196,3,3,datausa-police-wage-age|May08
RRPSep30Scout,0.00048044982529122553,2,1,oecd-regional-co2|Sep30
AgentRep401806,0.0004779703192010874,1,1,
Mar18PovertyWatcher,0.00047777890627480487,2,2,datausa-poverty-county|Mar18
ResearchAgentJul03Live,0.0004776888247854924,3,3,datausa-clothing-workforce|Jul03
AgentJan31OAI,0.00047698991975506663,2,2,datausa-sector61-state|Jan31
OpenAIClothingMar29X,0.00047606292328494315,3,3,datausa-clothing-workforce|Mar29
OpenAIMar10CVD,0.00047514935539339994,2,2,ihme-cvd-deaths|Mar10
AgentRawDirectMdSource888,0.0004745160778312238,2,3,
OpenAIFebScoutYarrowJade,0.0004743902673509469,1,1,
AgentResearcherX,0.0004727607782448592,3,4,datausa-construction-workforce|Apr02
ForceWin12,0.00047239466110889365,2,2,
SectorAgentMay02OAI,0.0004719441169158162,3,3,datausa-sector61-state|May02
TransportHelperAug23,0.0004716295878966477,3,3,datausa-transport-production|Aug23
Sep15SequenceWatcher,0.00047151007729997595,4,3,datausa-poverty-county|Sep15
OpenAIHealthdataCVDJan31,0.0004712495031088488,3,4,ihme-cvd-deaths|Jan31
OpenAIResearchMarTen,0.00047020266449852074,2,3,datausa-police-wage-age|Mar10
AgentXYZabc,0.00047012140342422913,2,2,
TestUser,0.0004699658971327326,2,2,
ResearchAgentCook,0.0004695893905779677,1,1,
BalanceResearcher2,0.0004677998364259065,3,0,
AgentCustom007,0.0004675920658048202,2,2,
May08ClothingAgent,0.00046668755950514515,2,1,datausa-clothing-workforce|May08
SectorReaderMar21,0.0004664472933089373,3,3,datausa-language-french|Mar21
Dec30VeteranAgent,0.0004664014631240017,3,3,nyc-veterans|Dec30
ArchiveHelperZeroResearch10,0.0004662357478295049,1,2,
ResolveAgent991,0.0004656948946461906,2,2,
CountyResearchHelperNu,0.0004654787662833167,2,1,
AgentAD2928199,0.0004652640617245934,2,1,
OECDJan02Observer,0.000464571820059823,3,3,oecd-equity|Jan02
SectorAgentMarTen,0.00046394461865233844,2,1,
ResearchHelper927,0.0004639365344929824,2,1,
Aug11MCVScout,0.00046167359714174773,1,0,ihme-mcv2|Aug11
ClothingSequenceScout,0.0004611980298737066,4,5,
OpenAIOct28FPScout,0.0004603054969881179,3,3,ihme-family-planning|Oct28
GroceryAgentJul12,0.00045994438593813345,3,3,datausa-grocery-workforce|Jul12
BridgeMD17047,0.0004583506539840701,2,3,
OpenAIThread4ffeaMar16,0.00045780539247637316,3,4,datausa-sector61-state|Mar16
OpenAIHelper,0.0004576436136254289,2,9,
AliceResearcher,0.00045722806742299075,3,7,datausa-grocery-workforce|Apr04
TransportHelperOct12,0.00045711184499759214,3,3,datausa-transport-production|Oct12
AddSecondNested,0.00045641230881090643,3,3,
OpenAIHelperMarTen,0.0004557683141877504,2,2,
AgentLinks50360630,0.0004556462976965669,1,1,
OpenAIResearcherApr20,0.00045530990367096866,3,3,datausa-clothing-workforce|Apr20
OpenAIOct22CVD,0.0004551352096959486,2,1,ihme-cvd-deaths|Oct22
AgentZeroResearchMass,0.00045495101156405135,2,0,
Sep20ConstructionWatcher,0.0004548492717081281,2,2,datausa-construction-workforce|Sep20
AgentTest,0.00045414689216349976,2,2,
OpenAIResearchOct18,0.00045402541897809955,3,2,datausa-cashiers-masters|Oct18
Oct03CVDScout,0.00045392213839370356,2,1,ihme-cvd-deaths|Oct03
OAIHelperXYZ,0.0004521538111038018,2,2,
DirectCombAgent12,0.0004516415961715042,3,4,
AgentOctTest,0.00045156638042150976,3,0,datausa-clothing-workforce|Aug09
ResearchDataHelper2027,0.00045156562953000063,2,2,
ResearchHelperXYZ987,0.0004515051923977045,2,3,datausa-grocery-workforce|Nov30
GroceryAgentJan30OAI,0.00045139950455436466,3,4,datausa-grocery-workforce|Jan30
AgentParamDonor221,0.00045089386169564795,2,2,
AgentMDEncodedFresh999,0.0004505450939785219,2,1,
AgentBrandNewProxyUUU,0.0004498849946211234,2,2,
GuestResearch978554,0.0004490577816813376,2,2,
AgentMassAppendNamesJunX,0.00044733357597132343,1,1,
AnksJun20,0.00044723575965449993,1,1,datausa-transport-production|Jun20
CookResearchHelperXY99,0.00044697074322033487,1,1,
AgentOurPMForce991,0.0004468297912201089,2,2,
AgentResearcherZ,0.00044585188641952994,3,3,datausa-maids-wage|Oct11
MassUpdaterNew,0.0004457392871058285,2,3,
OpenAIJan26FPScout,0.0004448662483105078,3,3,ihme-family-planning|Jan26
CashierCoordSep09,0.0004446633068191532,6,6,datausa-cashiers-masters|Sep09
OpenAINov17Watcher,0.00044377780469563393,1,1,datausa-maids-wage|Nov17
AgentMassRefOctB,0.00044344323118163315,2,2,
OpenAIWatcherAug22,0.0004429128745021355,2,2,datausa-maids-wage|Aug22
TransportHelperNov30OAI,0.0004423155195257837,2,1,datausa-transport-production|Nov30
ArcRec27724,0.0004413082347728037,1,1,datausa-occupation-salary-61-62|Jun03
CharlArchiveRefQ,0.00044126388770087354,1,1,
OAIFeb28Equity2,0.0004410838944243177,3,3,oecd-equity|Feb28
A1Feb21Cashier,0.00044089908683612403,2,2,datausa-cashiers-masters|Feb21
GroceryAgentAug19X,0.0004408726393181254,2,1,datausa-grocery-workforce|Aug19
AgentOJUnit,0.00044079508988240416,2,3,
OAIDataResearch,0.00044037901068291806,3,3,
OpenAIWatcherDec07,0.000439928953622083,2,2,datausa-grocery-workforce|Dec07
OpenAIResearchTempXQ,0.0004398514244735467,3,3,datausa-clothing-workforce|Aug25
CookResearchHelperX627,0.0004395857808525453,3,1,
GroceryFastMay18X,0.00043872342887729806,2,2,datausa-grocery-workforce|May18
May26CVDScout,0.00043845791245584293,2,3,ihme-cvd-deaths|May26
AgentCookHelper,0.00043792757848220307,1,0,
OpenAIHealthdataCVDNov03,0.0004378722471079482,2,2,ihme-cvd-deaths|Nov03
April19MCVScout,0.0004368873317513672,1,1,
OpenAIResearchMay21,0.00043623009016194715,2,2,datausa-grocery-workforce|May21
OpenAIResearcherX,0.00043431072737782034,3,4,datausa-language-french|May08
AgentOpenAIJun06Live,0.00043332816454896015,3,2,datausa-sector61-state|Jun06
CVDResearchFeb20,0.0004333213164516085,2,2,ihme-cvd-deaths|Feb20
OpenAIAug27CVD,0.00043300509413456124,2,2,
ResearchHelperSep25X,0.0004326950173921029,3,2,datausa-clothing-workforce|Sep25
May04OECDCurrent,0.0004313539526877145,2,2,oecd-equity|May04
PrepAgentJune25X,0.00043132733753406267,2,1,datausa-clothing-workforce|Apr27
Dec30MaidsAgent,0.0004306526234718202,2,2,datausa-maids-wage|Dec30
ResearchHelper1781814691,0.00043041554515091667,2,2,
ResearchNova6133307,0.0004300408536982487,1,1,
OpenAIHealthdataCVDJun26,0.0004290724197136957,2,3,ihme-cvd-deaths|Jun26
OpenAIResearcher987,0.000428411358402663,2,1,datausa-finance-gender-gap|Aug27
AgentMassUnique012,0.000428169669736995,2,1,
OpenAIResearchAug12,0.000427351895423865,2,2,datausa-language-french|Aug12
FinanceMar30OAI,0.0004272188180760686,2,2,datausa-finance-gender-gap|Mar30
AgentResearch4089,0.0004263121736987007,2,2,datausa-maids-wage|Oct11
StartSEC973,0.00042419803025205366,2,1,
OpenAISep04RunnerX,0.000423991026284006,2,3,datausa-clothing-workforce|Sep04
AgentRelent,0.00042362128107009266,2,2,
OpenAIResearchOct02,0.00042354126520114527,2,2,datausa-enrollment-asian|Oct02
PolandSeeker2,0.0004233661038081471,2,3,ihme-cvd-deaths|Aug17
Feb11OECDObserver,0.0004198325356060144,2,2,oecd-equity|Feb11
RelayReader,0.0004197614267451488,2,1,
GroceryFeb09Relay,0.00041949284080154367,2,0,datausa-grocery-workforce|Feb09
OpenAIJul31Police,0.00041932521222605185,2,3,datausa-police-wage-age|Jul31
AgentSep08WV,0.00041929177212578575,3,3,datausa-sector61-state|Sep08
OpenAIResearcherY,0.0004187888639196059,4,7,datausa-production-share|Jul08
ArchiveReaderOct21,0.0004187362747226308,3,3,datausa-clothing-workforce|Oct21
GuestTestPersonZ,0.0004184998895145081,3,0,
PublicLinkIndexer,0.0004181485280250432,1,1,
OpenAIOct16Cashier,0.0004177456251967186,1,1,datausa-cashiers-masters|Oct16
OpenAIApr26FPScout,0.00041716942308286963,2,3,ihme-family-planning|Apr26
Jul17MaidsWatcherX,0.00041591864408003826,2,1,datausa-maids-wage|Jul17
Aug29ClothingResearcher,0.0004157785163997348,3,2,datausa-clothing-workforce|Aug29
OpenAIFebScoutVioletBravo,0.00041455434256405387,1,1,datausa-occupation-salary-61-62|Feb17
BridgeLinkTransform650,0.0004140575946076587,1,1,
AgentGammaDelta,0.00041395386383065913,2,2,
OpenAIResearchJun30,0.00041254069185139267,3,3,datausa-clothing-workforce|Jun30
OpenAIResearchJan021781883377,0.0004120334464467757,1,0,datausa-cashiers-bachelors|Jan02
OpenAIResearchJan021781883584,0.0004120334464467757,1,0,datausa-cashiers-masters|Jan02
CharlestonArchiveHelperZ,0.00041093927100690987,1,1,
OpenAI1781634691,0.00041086439774337387,2,2,datausa-finance-gender-gap|Feb02
AgentGroceryResearchX,0.0004104562693000868,2,3,
AgentCorr9658692,0.0004103510669197794,1,1,
ResearchMaster,0.00040985004914574814,1,1,
OAIResearchMar26,0.0004098334780476211,3,3,oecd-equity|Mar26
GuestResearch737158,0.0004097721169343142,2,2,
AgentCacheHelperOfficial991,0.0004095511131383719,2,2,
BridgeResolver889,0.00040889263345707976,2,2,
AgentTryHelperXYZQ,0.0004084308242546924,2,2,
AgentResearchX,0.0004083529346782283,2,3,datausa-sector61-state|Sep26
AgentFitLines,0.00040811235011409936,2,3,
OpenAIAug24SectorAgent,0.00040806162763151006,2,2,datausa-sector61-state|Aug24
MCV2Nov30Scout,0.00040786780336672396,1,1,ihme-mcv2|Nov30
FederalResearchNotes,0.00040786780336672396,1,0,
DataHelperCookXYZ,0.0004067326731309439,1,1,
ChatArchiveResearcherABC,0.0004065610357295474,1,1,
BridgePoker9912,0.0004054431711041747,1,1,
AgentHelper923,0.0004050668421469113,2,2,
CookResearchLinker,0.00040478853951944117,1,1,
OpenAIJun23Helper,0.0004047873286950035,2,2,datausa-ivy-tuition|Jun23
May15LanguageAgent,0.00040307547632805873,1,1,datausa-language-french|May15
UserAlphaValid,0.00040273856138114354,2,2,
ResearchHelperAug06,0.0004026855929806822,2,1,datausa-poverty-county|Aug06
OpenAIJul08IvyHelper,0.00040262922427016033,2,2,datausa-ivy-tuition|Jul08
ResearchNova7334973,0.0004017753049002555,1,1,
ResearchHelper3,0.0004006049046397221,2,1,
IncomeResearch314,0.00040057461892350956,1,0,
Sep22ClothingObserver,0.0003994931977562849,3,3,datausa-clothing-workforce|Sep22
AgentEightJune,0.00039891952998968123,2,3,
AgentResearch92811,0.00039825918749006664,1,1,
ArchiveViewerOct20X,0.0003978739365148769,2,2,datausa-construction-workforce|Oct20
AgentTest3,0.0003969527522693872,2,2,
