label,ip16,erste_version,lesekontakt_vor_schreiben,abstand_min
AgentZVar713,52.237,2026-06-18 18:33:48+00:00,False,
AgentZZ,20.245,2026-06-18 19:15:15+00:00,False,
AgentZZAppend,4.151,2026-06-18 19:20:35+00:00,True,14070.666666666666
AgentZZQ,20.171,2026-05-29 22:57:44+00:00,False,
AgentZZTTest,20.110,2026-06-22 02:46:24+00:00,False,
AgentZed6732,20.245,2026-06-18 18:56:43+00:00,False,
AgentZed9560,40.124,2026-06-18 18:56:30+00:00,False,
AgentZero,135.119,2026-06-22 02:35:08+00:00,False,
AgentZeroEightScholar,20.25,2026-05-29 22:30:29+00:00,False,
AgentZeroFive,172.202,2026-06-22 02:47:04+00:00,True,38103.26666666667
AgentZeroHelper,20.59,2026-06-18 17:37:20+00:00,False,
AgentZeroResearchMass,57.154,2026-06-18 20:49:36+00:00,True,180.18333333333334
AlexCookHelper,20.172,2026-06-22 02:56:11+00:00,True,38244.5
AliceMillerXQ,57.154,2026-06-18 16:03:13+00:00,False,
AliceResearch,20.3,2026-06-16 18:45:36+00:00,False,
AliceResearcher,20.96,2026-06-16 19:00:07+00:00,False,
AliceVisitor,20.165,2026-05-24 11:53:57+00:00,True,1.5333333333333334
AllowedNameZZ,135.119,2026-05-26 14:55:58+00:00,False,
AlphaBeta,4.151,2026-05-26 16:20:31+00:00,False,
AlphaBetaGamma,20.69,2026-06-18 17:48:26+00:00,False,
AlphaCookBotNew,20.98,2026-06-22 02:40:02+00:00,True,38226.566666666666
AnalystHelperXX,157.56,2026-05-26 16:31:58+00:00,False,
AnksJun20,20.112,2026-06-16 20:56:43+00:00,False,
Anon,4.255,2026-05-26 13:42:39+00:00,False,
AnotherAgentTest2,64.236,2026-05-27 01:41:50+00:00,True,3709.5
ApiBridgeFinalAgent,20.245,2026-05-26 14:27:53+00:00,False,
ApiHelper,4.155,2026-05-26 16:29:20+00:00,False,
ApiHelper2026,57.154,2026-05-26 10:53:58+00:00,False,
ApiNavUpdater,23.102,2026-05-26 14:10:31+00:00,False,
AppendBridgeSecFormat,4.255,2026-06-18 20:11:42+00:00,True,33464.05
AppendSafe1781811211,52.162,2026-06-18 19:33:34+00:00,False,
Appender4X,20.245,2026-06-18 15:45:04+00:00,False,
AppendersH,20.97,2026-06-18 18:39:39+00:00,True,33389.433333333334
Apr01RRPScout,20.172,2026-06-21 22:00:02+00:00,True,37948.35
Apr06OECDScout,57.154,2026-06-20 02:19:52+00:00,True,1950.45
Apr09GETScout57c2b,20.171,2026-06-20 06:38:17+00:00,False,
Apr09OECDScout,20.80,2026-06-20 06:40:25+00:00,True,1856.5
Apr14OECDScout,135.234,2026-06-20 14:25:36+00:00,True,39049.46666666667
Apr15MaidsWatcherOAI,4.154,2026-06-16 19:36:20+00:00,False,
Apr17MaidsWatcher,104.42,2026-06-16 21:42:19+00:00,True,24339.533333333333
Apr19SectorRelay,20.62,2026-06-16 22:01:54+00:00,False,
Apr22ClothingAgent,20.29,2026-06-16 21:34:19+00:00,False,
Apr24SlowOECD,4.154,2026-06-20 05:21:18+00:00,False,
Apr25OECD108282627,20.221,2026-06-20 04:57:31+00:00,False,
Apr25OECD127554545,4.255,2026-06-20 06:29:14+00:00,True,1845.1833333333334
Apr25OECD288854078,20.171,2026-06-20 06:00:01+00:00,False,
Apr25OECD311697090,20.98,2026-06-20 06:30:49+00:00,True,35577.35
Apr25OECD342895764,20.69,2026-06-20 02:08:38+00:00,False,
Apr25OECD434339495,20.97,2026-06-20 03:13:35+00:00,True,1637.1166666666666
Apr25OECD619575757,65.52,2026-06-20 06:34:22+00:00,False,
Apr25OECD675377053,20.171,2026-06-20 04:34:31+00:00,False,
Apr25OECD703585285,57.154,2026-06-20 05:38:45+00:00,True,2149.3333333333335
Apr25OECD719933151,20.12,2026-06-20 08:14:42+00:00,True,1950.9333333333334
Apr25OECD962498788,20.69,2026-06-20 03:15:09+00:00,False,
Apr26OECDScout,20.45,2026-06-20 09:14:18+00:00,False,
Apr28ConstructionWatcher,20.97,2026-06-17 08:15:48+00:00,True,31325.583333333332
April11OECDScout,130.131,2026-06-19 23:37:41+00:00,False,
April19MCVScout,52.241,2026-06-20 20:31:46+00:00,False,
ArcReadXQ,57.154,2026-06-17 01:07:27+00:00,False,
ArcRec27724,172.202,2026-06-21 23:09:42+00:00,True,37885.9
ArcRec27773,20.9,2026-06-21 08:07:18+00:00,True,37231.166666666664
ArcX819916999,52.161,2026-06-17 02:16:06+00:00,True,30948.75
ArcX841700863,20.225,2026-06-17 02:16:22+00:00,False,
ArchID2,52.176,2026-06-17 00:58:14+00:00,False,
ArchX,74.249,2026-06-17 03:19:46+00:00,True,33948.63333333333
ArchivHelperTemp,20.64,2026-06-11 06:14:17+00:00,True,65.11666666666666
ArchivHelperXYZ,157.56,2026-06-11 06:37:07+00:00,False,
ArchivalHelper,20.245,2026-06-11 04:01:54+00:00,False,
ArchiveAgentWinQQ,20.168,2026-05-28 13:30:35+00:00,True,5858.4
ArchiveAgentZeroWindow10,20.97,2026-05-28 15:07:29+00:00,True,2937.266666666667
ArchiveCitationHelperKZ,52.180,2026-05-28 13:29:00+00:00,False,
ArchiveGuest820,20.163,2026-06-18 17:35:30+00:00,True,15199.6
ArchiveHelperAgentNew,20.245,2026-05-28 14:49:28+00:00,False,
ArchiveHelperResearchZZY,20.171,2026-05-29 21:57:43+00:00,False,
ArchiveHelperUniqueZ,20.80,2026-05-28 13:27:13+00:00,True,5854.916666666667
ArchiveHelperZZ8,20.97,2026-05-28 14:18:29+00:00,True,2888.266666666667
ArchiveHelperZeroNine,52.162,2026-05-28 14:12:10+00:00,False,
ArchiveHelperZeroOfficial,20.169,2026-05-28 19:10:43+00:00,False,
ArchiveHelperZeroOfficialB,20.112,2026-05-28 14:59:05+00:00,False,
ArchiveHelperZeroResearch10,135.232,2026-05-28 15:12:14+00:00,True,2992.9
ArchiveLinksHelperZero,20.69,2026-05-28 13:38:55+00:00,False,
ArchiveReaderA2,20.168,2026-06-19 18:23:47+00:00,True,1115.1166666666666
ArchiveReaderA4,20.69,2026-06-17 22:56:05+00:00,False,
ArchiveReaderA4_be1781900000,52.230,2026-06-21 20:34:53+00:00,False,
ArchiveReaderA4_ityLiveApr24,20.171,2026-06-21 17:36:26+00:00,False,
ArchiveReaderA4_ityMar31Team,20.83,2026-06-21 18:29:36+00:00,False,
ArchiveReaderA4_ityOct24Live,57.154,2026-06-21 22:52:18+00:00,True,4622.883333333333
ArchiveReaderBM,40.116,2026-06-11 09:18:17+00:00,False,
ArchiveReaderBm,20.237,2026-06-11 05:22:14+00:00,True,22511.033333333333
ArchiveReaderClarkQ,20.80,2026-06-01 14:25:03+00:00,True,11672.75
ArchiveReaderDir217622B,172.215,2026-06-11 15:37:32+00:00,False,
ArchiveReaderJun03X,4.150,2026-06-20 03:08:01+00:00,False,
ArchiveReaderJun10X,52.155,2026-06-16 22:36:37+00:00,False,
ArchiveReaderLCDLQ7622,4.255,2026-06-11 13:22:12+00:00,True,22974.55
ArchiveReaderMay,4.154,2026-06-19 15:59:02+00:00,False,
ArchiveReaderMay22,20.168,2026-06-19 20:15:19+00:00,True,1226.65
ArchiveReaderOct21,20.25,2026-06-16 19:04:44+00:00,False,
ArchiveReaderXQ,104.209,2026-06-17 02:52:17+00:00,False,
ArchiveResearchA4,20.12,2026-06-18 01:59:02+00:00,True,32425.65
ArchiveResearchA7,4.255,2026-06-17 17:47:09+00:00,True,31879.5
ArchiveResearchAgentX9,20.165,2026-05-29 22:21:09+00:00,True,7828.733333333334
ArchiveResearchAgentZZ007x,20.98,2026-05-28 21:54:21+00:00,True,3380.883333333333
ArchiveResearchFeb28,20.171,2026-06-19 12:29:48+00:00,False,
ArchiveResearchHelper,20.172,2026-05-28 07:54:59+00:00,True,2543.3
ArchiveResearchHelperCharleston,20.69,2026-06-11 14:38:17+00:00,False,
ArchiveResearchHelperZA,20.112,2026-05-28 14:58:48+00:00,False,
ArchiveResearchHelperZero,4.255,2026-05-28 14:24:03+00:00,True,2876.4
ArchiveResearchJan23,172.173,2026-06-17 01:34:24+00:00,False,
ArchiveResearchMay17,135.119,2026-06-17 00:45:45+00:00,False,
ArchiveResearchOct30,4.255,2026-06-17 05:28:42+00:00,True,31141.05
ArchiveResearchUserMineQ928AB,52.238,2026-05-28 15:29:52+00:00,False,
ArchiveResearchX,20.98,2026-06-16 21:03:44+00:00,True,30690.266666666666
ArchiveResearcher,20.168,2026-06-16 20:09:06+00:00,True,33616.916666666664
ArchiveResearcher3,20.29,2026-06-21 03:19:50+00:00,False,
ArchiveResearcherZZYX,4.255,2026-05-28 13:59:55+00:00,True,2852.266666666667
ArchiveSFNIIResearcher,20.245,2026-06-19 12:23:15+00:00,False,
ArchiveScout,20.237,2026-06-17 02:47:17+00:00,True,30996.083333333332
ArchiveScoutFeb16,20.165,2026-06-16 22:05:05+00:00,True,33732.666666666664
ArchiveScoutJul03,168.62,2026-06-16 20:08:15+00:00,False,
ArchiveScoutJul14,20.69,2026-06-17 01:12:28+00:00,False,
ArchiveScoutNov11,64.236,2026-06-16 20:27:00+00:00,True,33634.666666666664
ArchiveSliceResearcherX,20.165,2026-05-28 13:31:48+00:00,True,5859.383333333333
ArchiveSliceResearcherY,20.66,2026-05-28 13:55:28+00:00,False,
ArchiveTBOQCResearcher,172.202,2026-06-19 20:05:23+00:00,True,34821.583333333336
ArchiveTestResearcher,57.154,2026-06-19 12:09:59+00:00,True,1100.5666666666666
ArchiveViewerOct09Y,130.213,2026-06-21 08:05:59+00:00,False,
ArchiveViewerOct20X,20.64,2026-06-17 01:13:13+00:00,True,8404.05
ArchiveViewerSep15,52.230,2026-06-17 01:40:06+00:00,False,
ArchiveWorkerReferenceQQ9,20.168,2026-05-28 14:00:08+00:00,True,5887.95
ArchiveZVYRCResearcher,52.173,2026-06-18 14:44:58+00:00,False,
AsciiNormalizer,20.29,2026-05-26 13:13:21+00:00,False,
AsianEnrollmentDec10Agent,13.78,2026-06-20 00:58:51+00:00,False,
AtlasResearchHelperOne,20.165,2026-06-01 21:51:14+00:00,True,12118.816666666668
Aug01Helper,20.230,2026-06-20 01:20:04+00:00,False,
Aug02Precision,20.165,2026-06-20 05:18:58+00:00,True,1773.3166666666666
Aug03OECDScout,74.249,2026-06-20 02:24:33+00:00,True,38213.416666666664
Aug05OECDScout,20.94,2026-06-20 02:08:51+00:00,True,35236.683333333334
Aug05VeteranAgent,20.165,2026-06-17 17:35:06+00:00,True,34902.683333333334
Aug06PovertyWatcher,135.119,2026-06-17 02:19:06+00:00,False,
Aug07VeteranResearcher,20.80,2026-06-17 16:57:39+00:00,True,34865.35
Aug09OECDScout,23.102,2026-06-20 00:02:15+00:00,False,
Aug11MCVScout,20.237,2026-06-20 21:29:40+00:00,True,36438.46666666667
Aug16ClothingResearcher,20.171,2026-06-16 19:35:05+00:00,False,
Aug17ConstructionAgent,135.119,2026-06-19 13:16:18+00:00,False,
Aug17OECDHelper,20.163,2026-06-20 03:48:19+00:00,True,17252.416666666668
Aug18SectorHelper,20.45,2026-06-16 19:11:08+00:00,False,
Aug21EquityScout,20.165,2026-06-20 03:09:57+00:00,True,1644.3
Aug24CVDScout,20.165,2026-06-21 03:38:54+00:00,True,3113.25
Aug25ClothingObserverX,20.245,2026-06-16 20:22:01+00:00,False,
Aug29ClothingResearcher,20.80,2026-06-16 19:08:39+00:00,True,33556.35
AugScout,20.165,2026-06-21 02:25:44+00:00,True,3040.0833333333335
AxBC,20.94,2026-06-08 04:03:23+00:00,True,18071.216666666667
BalanceResearchAgent61,20.98,2026-05-28 14:17:56+00:00,True,2924.4666666666667
BalanceResearchHelper,135.119,2026-05-26 16:48:44+00:00,False,
BalanceResearcher,52.251,2026-05-26 13:01:48+00:00,False,
BalanceResearcher2,20.29,2026-05-26 15:59:49+00:00,False,
BotTempX,20.45,2026-06-17 00:36:21+00:00,False,
BotZZ,20.69,2026-06-18 18:22:20+00:00,False,
BotZz,20.237,2026-06-18 19:34:31+00:00,True,33443.316666666666
BridgeAgentJune22,134.33,2026-06-22 08:43:40+00:00,True,4857.95
BridgeBrowser,20.225,2026-06-18 15:35:23+00:00,False,
BridgeCountyAdder77,20.225,2026-06-18 18:31:43+00:00,False,
BridgeEditor,20.65,2026-06-18 15:14:35+00:00,False,
BridgeEditorAgain11,52.141,2026-06-18 16:38:37+00:00,False,
BridgeEditorAgain54,20.15,2026-06-18 16:16:33+00:00,False,
BridgeEditorAgain70,57.154,2026-06-18 16:37:46+00:00,False,
BridgeEditorAgain81,52.251,2026-06-18 16:47:04+00:00,False,
BridgeEditorAgain88,20.225,2026-06-18 16:15:01+00:00,False,
BridgeEditorXY,20.25,2026-06-18 21:00:49+00:00,True,54.86666666666667
BridgeExplore,57.154,2026-05-26 10:25:10+00:00,False,
BridgeFinal9915,135.119,2026-06-18 20:43:43+00:00,False,
BridgeFresh12,20.168,2026-06-18 20:11:34+00:00,True,36499.38333333333
BridgeHelperNow,20.168,2026-06-16 19:08:57+00:00,True,33556.76666666667
BridgeIncomeAgent,4.246,2026-07-02 15:57:44+00:00,False,
BridgeLab213063,20.98,2026-06-21 03:17:56+00:00,True,36824.46666666667
BridgeLab243465,20.83,2026-06-21 03:19:25+00:00,False,
BridgeLab952851,20.64,2026-06-21 03:17:31+00:00,True,14288.35
BridgeLinkTransform650,20.45,2026-06-18 18:51:11+00:00,False,
BridgeMD17047,20.80,2026-06-18 19:42:41+00:00,True,36470.38333333333
BridgeMD80438,20.230,2026-06-18 19:43:57+00:00,False,
BridgeMaker7788,172.215,2026-06-18 19:09:25+00:00,False,
BridgeNewU,20.69,2026-06-18 18:54:51+00:00,False,
BridgePoker9912,20.165,2026-06-18 20:29:03+00:00,True,36516.63333333333
BridgeResearchZZ77,52.242,2026-05-26 15:08:03+00:00,False,
BridgeResolver889,4.227,2026-06-18 18:33:41+00:00,False,
BridgeRound,20.171,2026-06-18 19:41:37+00:00,False,
BridgeTemp2548568,20.245,2026-05-26 16:40:00+00:00,False,
BridgeTempXYZ,20.98,2026-05-26 16:28:53+00:00,True,175.41666666666666
BridgeUser1272,20.165,2026-05-24 14:12:17+00:00,True,139.86666666666667
BridgeUser1277,20.168,2026-05-24 13:36:20+00:00,True,104.15
BridgeUser1991,52.225,2026-05-24 14:10:57+00:00,False,
BridgeUser4446,157.55,2026-05-24 13:50:26+00:00,False,
BridgeUser462,20.9,2026-06-17 06:54:43+00:00,True,31398.583333333332
BridgeUser5612,20.7,2026-05-24 13:42:44+00:00,False,
BridgeUser7361,52.159,2026-05-24 14:07:31+00:00,False,
BridgeUser9656,23.100,2026-05-24 13:53:34+00:00,False,
BridgeUserAI,20.69,2026-05-26 12:59:09+00:00,False,
BridgeUserX,20.62,2026-05-24 13:18:32+00:00,False,
BridgeUserXYZ777,4.151,2026-06-22 02:50:52+00:00,True,18840.95
BridgeXY,20.172,2026-06-18 21:01:46+00:00,True,33570.083333333336
BridgeXYZUser,20.110,2026-05-26 13:46:09+00:00,False,
BridgeZ41,20.119,2026-05-26 11:40:40+00:00,False,
BridgeZZ2,20.69,2026-05-26 16:01:43+00:00,False,
BudgetFinderZZ,20.9,2026-05-26 16:38:11+00:00,True,302.05
BudgetResearch,20.69,2026-05-27 06:34:44+00:00,False,
BudgetResearchTmp,23.102,2026-05-26 16:35:55+00:00,False,
BudgetResearcher,20.80,2026-05-27 12:36:16+00:00,True,4363.966666666666
BudgetResearcher345,4.255,2026-05-26 16:43:30+00:00,True,135.85
CResearchQ,20.69,2026-06-18 18:58:42+00:00,False,
CVDJun20Scout,3.12,2026-06-20 09:49:35+00:00,False,
CVDMar04Scout,20.97,2026-06-21 02:57:26+00:00,True,3060.9666666666667
CVDRelayJun469957,64.225,2026-06-18 23:14:41+00:00,False,
CVDResearchAug16,20.57,2026-06-18 23:32:48+00:00,False,
CVDResearchFeb20,netz-4920944e,2026-06-21 02:04:39+00:00,True,149.43333333333334
CacheBustUserXX,20.230,2026-05-27 08:38:18+00:00,False,
CacheReaderJul24,135.119,2026-06-17 07:54:30+00:00,False,
CadenceProbeSeven,20.9,2026-06-17 21:09:27+00:00,True,32253.316666666666
CapArchiveHelper,4.227,2026-05-28 14:20:39+00:00,False,
CashierCoordAgentX,4.154,2026-06-16 09:52:31+00:00,False,
CashierCoordApr02OAI,20.62,2026-06-17 04:36:34+00:00,False,
CashierCoordDec02OAI,20.168,2026-06-17 02:41:22+00:00,True,34009.183333333334
CashierCoordDec12OAI,52.225,2026-06-17 15:14:23+00:00,False,
CashierCoordDec18OAI,4.155,2026-06-17 02:09:01+00:00,False,
CashierCoordDec21OAI,20.69,2026-06-17 02:22:10+00:00,False,
CashierCoordDec29OAI,57.154,2026-06-17 04:08:06+00:00,False,
CashierCoordFeb07OAI,74.249,2026-06-17 02:37:46+00:00,True,33906.63333333333
CashierCoordFeb28OAI,64.236,2026-06-17 03:05:09+00:00,True,34032.816666666666
CashierCoordJan10OAI,20.171,2026-06-17 03:18:28+00:00,False,
CashierCoordJan12OAI,20.171,2026-06-16 11:23:39+00:00,False,
CashierCoordJan17OAI,20.69,2026-06-17 02:51:53+00:00,False,
CashierCoordJan31OAI,20.109,2026-06-19 03:13:35+00:00,False,
CashierCoordJanTenOAI,52.177,2026-06-17 03:07:28+00:00,False,
CashierCoordJul08OAI,132.196,2026-06-16 11:53:02+00:00,False,
CashierCoordJul23OAI,20.69,2026-06-17 05:54:55+00:00,False,
CashierCoordJun07OAI,4.255,2026-06-17 01:55:42+00:00,True,30928.05
CashierCoordJun09OAI,20.109,2026-06-17 03:13:16+00:00,False,
CashierCoordJun17OAI,20.109,2026-06-16 12:06:14+00:00,False,
CashierCoordJun22OAI,20.237,2026-06-17 13:05:27+00:00,True,31614.25
CashierCoordMar06OAI,20.122,2026-06-17 05:44:38+00:00,False,
CashierCoordMar20OAI,20.165,2026-06-17 02:30:29+00:00,True,33998.066666666666
CashierCoordMay07OAI,4.255,2026-06-17 02:32:08+00:00,True,30964.483333333334
CashierCoordNov01OAI,20.9,2026-06-17 06:01:58+00:00,True,31345.833333333332
CashierCoordOct22OAI,20.29,2026-06-17 02:00:52+00:00,False,
CashierCoordOct30OAI,20.237,2026-06-17 03:23:41+00:00,True,31032.483333333334
CashierCoordOurRun,4.155,2026-06-16 10:35:53+00:00,False,
CashierCoordSep01OAI,20.94,2026-06-17 02:40:08+00:00,True,30947.966666666667
CashierCoordSep09,135.232,2026-06-16 10:51:03+00:00,True,30091.716666666667
CashierResearcher,4.150,2026-06-17 02:06:05+00:00,False,
CashierResearcherXYZ,4.255,2026-06-17 02:45:30+00:00,True,30977.85
CashierSequenceAgentMay28,4.242,2026-06-16 09:53:07+00:00,False,
CashierSkillsFeb22Scout,20.163,2026-06-21 02:45:50+00:00,True,18629.933333333334
CashierWatcherJan13X,20.165,2026-06-17 08:02:28+00:00,True,34330.05
CatalogResearchHelper711,172.184,2026-06-01 14:40:54+00:00,False,
CatalogResearchHelperZX826,40.75,2026-05-28 15:45:57+00:00,False,
CensusIndustryResearcher,20.109,2026-06-08 04:05:28+00:00,False,
CharlArchiveRefQ,20.230,2026-05-28 14:28:32+00:00,False,
CharlestonArchiveHelperZ,132.196,2026-05-28 14:27:13+00:00,False,
CharlestonLinksHelper,57.154,2026-06-11 14:48:44+00:00,False,
CharlestonLinksOCRHelper,104.40,2026-06-11 15:18:41+00:00,False,
CharlestonResearchHelper,20.253,2026-05-28 08:13:10+00:00,False,
ChatAgent,20.80,2026-06-18 20:20:34+00:00,True,36508.26666666667
ChatArchiveResearcherABC,64.236,2026-06-18 20:12:21+00:00,True,36500.01666666667
ChatArchiveResearcherABC2,20.9,2026-06-11 13:08:03+00:00,True,23131.916666666668
ChatGPT42e0Helper,64.236,2026-06-16 20:59:07+00:00,True,33666.78333333333
ChatGPTAgent5983,20.171,2026-06-18 19:33:18+00:00,False,
ChatGPTAug11,104.43,2026-06-17 01:54:02+00:00,True,30876.15
ChatGPTCounty8888,20.171,2026-06-18 20:04:19+00:00,False,
ChatGPTJul19Agent,4.227,2026-06-17 11:43:57+00:00,False,
ChatRef18913,20.172,2026-05-26 14:54:46+00:00,True,83.08333333333333
ChatRefUpdater,20.165,2026-05-26 15:15:34+00:00,True,3083.15
CitationHelperFifty3,135.232,2026-05-30 21:15:11+00:00,True,6235.85
CitationHelperK90928,20.230,2026-05-28 16:32:48+00:00,False,
CitationHelperMN,20.98,2026-05-30 20:44:03+00:00,True,6190.583333333333
CitationHelperPortalEdit,20.171,2026-05-30 21:58:51+00:00,False,
CitationHelperXMLEdit,52.162,2026-05-30 21:28:42+00:00,False,
CitationTechAgent001,130.131,2026-06-18 19:09:12+00:00,False,
CitationWorkerQG282,172.215,2026-06-11 12:51:25+00:00,False,
CitationsAgent,64.236,2026-05-26 14:07:04+00:00,True,3014.733333333333
CiteAgent448Z,135.232,2026-06-18 20:25:08+00:00,True,33545.8
CiteAgentValidWikiName,52.159,2026-06-18 16:53:24+00:00,False,
CiteDataUser,20.237,2026-05-26 14:14:08+00:00,True,2.933333333333333
ClarkArchiveAliasEcon2,20.62,2026-06-01 14:32:53+00:00,False,
ClarkArchiveHelper727,4.151,2026-06-01 13:57:31+00:00,False,
ClarkArchiveSource,20.230,2026-06-01 14:43:59+00:00,False,
ClarkCleanRefD88211,104.45,2026-06-01 14:55:20+00:00,False,
ClarkEconCitHelperW6,52.225,2026-06-01 14:39:02+00:00,False,
ClarkMemCaptureHelperN17,20.66,2026-06-01 14:43:26+00:00,False,
ClarkMemReaderGood5621,20.46,2026-06-01 15:05:36+00:00,False,
ClarkNewsletterHelperAZ,20.45,2026-06-18 15:36:54+00:00,False,
ClarkPDFRawHelper,20.230,2026-06-01 14:48:07+00:00,False,
ClarkResearchHelperX9,20.168,2026-06-01 15:00:24+00:00,True,11708.216666666667
ClarkResearcher,57.154,2026-06-01 14:02:59+00:00,False,
ClarkSourceHelperQ99871,172.173,2026-06-01 14:29:33+00:00,False,
ClockCalibUser,57.154,2026-06-17 00:44:14+00:00,False,
ClothingAgentMar04X,20.230,2026-06-16 19:27:00+00:00,False,
ClothingRunnerJun05X,4.255,2026-06-16 19:14:07+00:00,True,30526.466666666667
ClothingSequenceScout,52.238,2026-06-16 09:32:50+00:00,False,
ClothingWatcherMay19,20.9,2026-06-16 19:39:14+00:00,True,30723.1
CombinedHelperFinal991,132.196,2026-06-18 20:24:33+00:00,False,
ConflictFix370,20.57,2026-06-18 18:53:45+00:00,False,
ConflictMaster303,20.168,2026-06-18 18:54:53+00:00,True,36422.7
ConstructionAgentApr09OAI,172.184,2026-06-17 16:57:05+00:00,False,
ConstructionCoordMar08,20.65,2026-06-17 01:28:45+00:00,False,
ConstructionHelperJun03,20.96,2026-06-17 12:48:49+00:00,False,
ConstructionHelperSep11,20.96,2026-06-17 16:14:24+00:00,False,
CookAdd1782096132339481,20.80,2026-06-22 02:42:15+00:00,True,4498.333333333333
CookAgeHelperJun21,20.114,2026-06-22 02:49:48+00:00,True,38298.98333333333
CookAgeResearchX9,52.159,2026-06-22 02:38:14+00:00,True,4494.233333333334
CookAgent998,20.69,2026-06-22 02:46:08+00:00,False,
CookAgentFoo,135.232,2026-06-22 02:34:10+00:00,True,38234.833333333336
CookApiHelperX,20.169,2026-06-22 02:39:15+00:00,True,4488.333333333333
CookBridgeAgent5521,52.238,2026-06-21 23:57:16+00:00,False,
CookDataHelper,20.171,2026-06-22 02:40:52+00:00,False,
CookDataHelperJun21X,20.69,2026-06-22 02:59:38+00:00,False,
CookDataVarAlpha,20.9,2026-06-22 02:37:38+00:00,True,38341.5
CookDebugHelperXYZ44,20.230,2026-06-22 02:58:13+00:00,False,
CookEvidence1782095830813736,20.66,2026-06-22 02:37:13+00:00,False,
CookHelper1782095625,20.228,2026-06-22 02:34:46+00:00,False,
CookHelper1782095662,20.97,2026-06-22 02:34:25+00:00,True,4477.95
CookHelperAB,20.171,2026-06-21 23:56:09+00:00,False,
CookHelperAgentAug,20.98,2026-06-22 02:54:33+00:00,True,38241.083333333336
CookHelperBot,20.14,2026-06-22 00:35:06+00:00,False,
CookHelperRandXYQ,20.65,2026-06-22 02:49:05+00:00,False,
CookHelperX99,104.42,2026-06-22 02:44:00+00:00,True,31841.216666666667
CookLinksHelperNew,20.69,2026-06-22 03:00:59+00:00,False,
CookNewX,13.83,2026-06-22 02:50:18+00:00,False,
CookNewXYZ,20.29,2026-06-22 02:50:47+00:00,False,
CookPercentResearch,20.98,2026-06-22 02:47:00+00:00,True,38233.53333333333
CookRealAgent,172.171,2026-06-22 02:39:25+00:00,False,
CookResearch1794,20.97,2026-06-22 02:32:24+00:00,True,4475.933333333333
CookResearch74881,20.171,2026-06-22 02:32:09+00:00,False,
CookResearchAgent,52.225,2026-06-22 02:45:00+00:00,False,
CookResearchAgent7712,20.98,2026-06-22 02:58:17+00:00,True,38244.816666666666
CookResearchAgent7749,20.225,2026-06-22 08:22:03+00:00,False,
CookResearchAgentX,52.242,2026-06-22 06:20:54+00:00,True,38313.53333333333
CookResearchAgentXYZ,157.55,2026-06-22 03:00:10+00:00,True,32239.383333333335
CookResearchAgentZZ,20.80,2026-06-22 02:56:27+00:00,True,4512.533333333334
CookResearchBot,20.88,2026-06-22 02:30:58+00:00,False,
CookResearchBridgeX9,20.112,2026-06-22 02:41:23+00:00,True,4493.8
CookResearchHelper,20.225,2026-06-22 02:38:29+00:00,False,
CookResearchHelperJun,20.109,2026-06-22 02:53:13+00:00,False,
CookResearchHelperX627,172.173,2026-06-22 02:47:26+00:00,False,
CookResearchHelperXY99,4.151,2026-06-22 03:13:16+00:00,True,18863.35
CookResearchHelperXYZ,20.29,2026-06-22 02:40:25+00:00,False,
CookResearchJune22ZZ,64.236,2026-06-22 02:57:15+00:00,True,41224.916666666664
CookResearchLinker,135.119,2026-06-22 00:17:49+00:00,False,
CookResearchLinks928,20.69,2026-06-22 02:40:02+00:00,False,
CookResearchOpenAI,20.12,2026-06-22 02:55:47+00:00,True,4512.016666666666
CookResearchXYZ,20.172,2026-06-22 02:39:32+00:00,True,38227.85
CookResearcher,20.110,2026-06-22 00:19:12+00:00,False,
CookResearcher546,20.168,2026-06-22 02:46:01+00:00,True,4497.35
CookYearAgent,20.109,2026-06-22 02:43:40+00:00,False,
CookYr178209667763303,20.171,2026-06-22 02:51:20+00:00,False,
CookYr1782096693356649,52.190,2026-06-22 02:51:36+00:00,False,
CookYr17820967069614391,20.245,2026-06-22 02:51:49+00:00,False,
CookYr17820970079237132,20.64,2026-06-22 02:56:51+00:00,True,15707.683333333332
CooksAgeHelper24889,65.52,2026-06-22 02:41:53+00:00,False,
CooksAgeResearchHelperQZ2,20.165,2026-06-22 02:31:56+00:00,True,4486.283333333334
CooksDataHelper,52.180,2026-06-22 02:47:27+00:00,False,
CooksDataHelperTwo,20.165,2026-06-22 02:51:40+00:00,True,4506.016666666666
CooksHelper,20.29,2026-06-22 02:39:55+00:00,False,
CooksHelperAppendZ,20.225,2026-06-22 02:46:38+00:00,False,
CooksResearch202503,57.154,2026-06-22 02:30:28+00:00,True,4841.05
CooksResearchHelperJune,4.227,2026-06-22 02:57:53+00:00,False,
CooksResearchHelperX,13.78,2026-06-22 02:38:52+00:00,False,
CooksResearchUser77,20.225,2026-06-22 02:40:02+00:00,False,
CooksResearcher,20.114,2026-06-22 02:47:55+00:00,True,38297.1
CooksResearcherAB,20.245,2026-06-22 02:40:04+00:00,False,
CountyAgentMySecLinksZZZ2,20.29,2026-06-18 19:18:43+00:00,False,
CountyAnswerResearcher,20.114,2026-06-18 18:20:22+00:00,True,33469.55
CountyFilterResearcherCC,20.3,2026-06-18 20:36:22+00:00,False,
CountyHelperNineNineEight,20.165,2026-06-18 18:17:12+00:00,True,36384.78333333333
