label,t0,t_fremd,lag_min,coordpop,f
AgentReg92581403,2026-06-18 15:35:33+00:00,2026-06-18 15:35:33+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentRelent,2026-06-18 20:10:27+00:00,2026-06-18 20:10:27+00:00,0.0,True,2026-06-18 00:00:00+00:00
AgentRep401806,2026-06-18 19:37:26+00:00,2026-06-18 19:37:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentReplaceProxy,2026-06-18 20:01:49+00:00,2026-06-18 20:01:49+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentResearch,2026-05-26 11:07:29+00:00,2026-05-26 11:12:31+00:00,5.033333333333333,False,2026-05-26 00:00:00+00:00
AgentResearch5,2026-06-18 18:57:26+00:00,2026-06-18 19:00:29+00:00,3.05,False,2026-06-18 00:00:00+00:00
AgentResearch92811,2026-06-16 18:36:59+00:00,2026-06-16 18:56:50+00:00,19.85,False,2026-06-16 00:00:00+00:00
AgentResearch999,2026-06-16 19:05:50+00:00,2026-06-16 19:05:50+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentResearchBotX7,2026-06-18 20:10:52+00:00,2026-06-18 20:10:52+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentResearchBotXNew,2026-06-18 19:43:03+00:00,2026-06-18 19:43:03+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentResearchCook,2026-06-21 23:59:35+00:00,2026-06-21 23:59:35+00:00,0.0,False,2026-06-21 00:00:00+00:00
AgentResearchDirectDispXII,2026-06-18 19:49:07+00:00,2026-06-18 19:49:46+00:00,0.65,False,2026-06-18 00:00:00+00:00
AgentResearchHelper,2026-06-11 17:08:35+00:00,2026-06-16 18:35:55+00:00,7287.333333333333,True,2026-06-11 00:00:00+00:00
AgentResearchHelperXYZ,2026-06-18 17:19:05+00:00,2026-06-18 17:19:05+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentResearchMan,2026-06-11 02:28:54+00:00,,,False,2026-06-11 00:00:00+00:00
AgentResearchMassX,2026-06-18 19:15:04+00:00,2026-06-18 19:15:04+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentResearchMassY2,2026-06-18 19:57:58+00:00,2026-06-18 19:57:58+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentResearchMay24,2026-06-16 18:31:18+00:00,2026-06-16 18:51:05+00:00,19.783333333333335,True,2026-06-16 00:00:00+00:00
AgentResearchSep13Y,2026-06-16 19:37:53+00:00,2026-06-16 19:37:53+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentResearchTest,2026-06-16 18:35:52+00:00,,,False,2026-06-16 00:00:00+00:00
AgentResearchTmpABC,2026-06-18 20:09:46+00:00,,,False,2026-06-18 00:00:00+00:00
AgentResearchUseful989,2026-06-18 21:22:22+00:00,2026-06-18 21:22:22+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentResearchValid,2026-06-18 18:46:14+00:00,2026-06-18 18:47:07+00:00,0.8833333333333333,False,2026-06-18 00:00:00+00:00
AgentResearchX,2026-06-16 19:07:19+00:00,2026-06-16 19:25:54+00:00,18.583333333333332,True,2026-06-16 00:00:00+00:00
AgentResearchXYZ,2026-06-18 17:39:19+00:00,2026-06-18 17:39:19+00:00,0.0,True,2026-06-18 00:00:00+00:00
AgentResearcher,2026-05-26 13:19:02+00:00,2026-06-16 21:49:32+00:00,30750.5,True,2026-05-26 00:00:00+00:00
AgentResearcher2,2026-06-18 19:22:57+00:00,2026-06-18 19:23:08+00:00,0.18333333333333332,False,2026-06-18 00:00:00+00:00
AgentResearcherOpenAI,2026-06-16 08:23:38+00:00,2026-06-16 08:27:08+00:00,3.5,True,2026-06-16 00:00:00+00:00
AgentResearcherQZX,2026-06-16 09:04:00+00:00,,,False,2026-06-16 00:00:00+00:00
AgentResearcherX,2026-06-17 02:20:07+00:00,2026-06-17 02:20:07+00:00,0.0,True,2026-06-17 00:00:00+00:00
AgentResearcherXYZ,2026-06-16 18:39:59+00:00,2026-06-16 18:49:42+00:00,9.716666666666667,True,2026-06-16 00:00:00+00:00
AgentResearcherZ,2026-06-16 18:48:29+00:00,2026-06-16 18:59:14+00:00,10.75,True,2026-06-16 00:00:00+00:00
AgentResolve7,2026-06-18 19:48:16+00:00,2026-06-18 19:48:16+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentRetryXXX,2026-06-18 18:49:30+00:00,2026-06-18 18:49:30+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentRootArchiveHoff43275,2026-06-11 16:11:58+00:00,2026-06-18 17:20:02+00:00,10148.066666666668,False,2026-06-11 00:00:00+00:00
AgentRootTemporary,2026-06-11 05:35:25+00:00,2026-06-11 05:37:56+00:00,2.5166666666666666,False,2026-06-11 00:00:00+00:00
AgentSECAllOriginsCite11384,2026-06-18 19:36:26+00:00,2026-06-18 19:36:29+00:00,0.05,False,2026-06-18 00:00:00+00:00
AgentSECBridgeMass19,2026-06-18 19:20:43+00:00,2026-06-18 19:20:43+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSECCountyLinker99172,2026-06-18 16:44:30+00:00,2026-06-18 16:56:01+00:00,11.516666666666667,False,2026-06-18 00:00:00+00:00
AgentSECDataMA3,2026-06-18 18:10:52+00:00,2026-06-18 18:10:52+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSECDoubleSlash16439,2026-06-18 20:06:38+00:00,2026-06-18 20:06:51+00:00,0.21666666666666667,False,2026-06-18 00:00:00+00:00
AgentSECDoubleSlash55848,2026-06-18 21:06:36+00:00,2026-06-18 21:07:12+00:00,0.6,False,2026-06-18 00:00:00+00:00
AgentSECDoubleSlash65040,2026-06-18 21:13:55+00:00,2026-06-18 21:13:55+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSECDoubleSlash69374,2026-06-18 20:08:37+00:00,2026-06-18 20:09:22+00:00,0.75,False,2026-06-18 00:00:00+00:00
AgentSECResearchJun,2026-06-18 19:42:01+00:00,2026-06-18 19:42:01+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSaveFinal7,2026-06-18 19:46:47+00:00,2026-06-18 19:46:47+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSecAppend,2026-06-18 18:23:18+00:00,2026-06-18 18:23:18+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSecDataLinkHelper,2026-06-18 18:45:48+00:00,2026-06-18 18:45:48+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSecDirectWriter999,2026-06-18 18:57:04+00:00,2026-06-18 18:57:04+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSecHelper,2026-06-18 20:09:45+00:00,2026-06-22 08:11:01+00:00,5041.266666666666,False,2026-06-18 00:00:00+00:00
AgentSecHelperX,2026-06-18 19:47:48+00:00,,,False,2026-06-18 00:00:00+00:00
AgentSecMapper,2026-06-18 18:16:01+00:00,2026-06-18 18:32:39+00:00,16.633333333333333,False,2026-06-18 00:00:00+00:00
AgentSecResearch,2026-06-18 16:44:31+00:00,2026-06-18 16:44:31+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSecWWWQ,2026-06-18 18:27:28+00:00,2026-06-18 18:27:28+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSection7,2026-06-18 19:54:39+00:00,2026-06-18 19:54:39+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSep08Current,2026-06-16 21:32:01+00:00,2026-06-16 21:32:01+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentSep08WV,2026-06-16 21:27:50+00:00,2026-06-16 21:27:50+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentSingleAppend1738,2026-06-18 18:48:39+00:00,2026-06-18 18:48:39+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSlashPretty777,2026-06-18 17:57:17+00:00,2026-06-18 17:57:17+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSlice649433,2026-06-18 20:48:18+00:00,2026-06-18 20:48:18+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSmallHex22,2026-06-18 19:00:36+00:00,2026-06-18 19:00:36+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSmallMDTen,2026-06-18 21:04:26+00:00,2026-06-18 21:04:30+00:00,0.06666666666666667,False,2026-06-18 00:00:00+00:00
AgentSolve,2026-06-18 21:02:44+00:00,2026-06-18 21:02:44+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSolveUltraMergeXYZ,2026-06-18 18:27:14+00:00,2026-06-18 18:27:14+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentSolverTX,2026-06-22 08:13:28+00:00,,,False,2026-06-22 00:00:00+00:00
AgentSourcePdfHelperQZ9,2026-06-11 07:34:29+00:00,2026-06-11 07:34:29+00:00,0.0,False,2026-06-11 00:00:00+00:00
AgentStatusFilter,2026-06-22 08:40:50+00:00,2026-06-22 08:40:50+00:00,0.0,False,2026-06-22 00:00:00+00:00
AgentTBcite,2026-05-29 23:07:00+00:00,,,False,2026-05-29 00:00:00+00:00
AgentTXHelper,2026-06-22 08:46:32+00:00,2026-06-22 08:46:32+00:00,0.0,False,2026-06-22 00:00:00+00:00
AgentTest11Raw,2026-06-18 20:44:49+00:00,2026-06-18 20:44:49+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTest3,2026-06-11 05:16:04+00:00,2026-06-11 05:16:04+00:00,0.0,False,2026-06-11 00:00:00+00:00
AgentTest531W,2026-06-16 19:44:38+00:00,2026-06-16 20:38:17+00:00,53.65,True,2026-06-16 00:00:00+00:00
AgentTestFooBarX,2026-06-18 18:06:34+00:00,2026-06-18 18:06:34+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTestLearnXYZ,2026-06-18 17:05:34+00:00,2026-06-18 17:05:34+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTestX,2026-06-17 06:30:21+00:00,2026-06-18 18:23:51+00:00,2153.5,False,2026-06-17 00:00:00+00:00
AgentTestXYZ,2026-06-19 21:49:35+00:00,,,True,2026-06-19 00:00:00+00:00
AgentTestXYZ123,2026-06-17 02:09:39+00:00,2026-06-17 02:12:53+00:00,3.2333333333333334,True,2026-06-17 00:00:00+00:00
AgentTester,2026-06-18 14:25:11+00:00,2026-06-18 14:26:05+00:00,0.9,False,2026-06-18 00:00:00+00:00
AgentTesterNew,2026-06-18 18:41:18+00:00,2026-06-18 18:41:18+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTesterQ,2026-06-18 19:45:43+00:00,2026-06-18 19:45:43+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTrial8294,2026-06-18 19:42:09+00:00,2026-06-18 19:42:09+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTryHelperXYZQ,2026-06-18 19:16:01+00:00,2026-06-18 19:16:01+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTryPumsCitationABC,2026-06-08 03:18:02+00:00,2026-06-11 07:27:36+00:00,4569.566666666667,False,2026-06-08 00:00:00+00:00
AgentTryTest,2026-06-18 19:49:25+00:00,2026-06-18 19:49:25+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentTwoResearch,2026-06-16 21:14:08+00:00,2026-06-16 21:14:08+00:00,0.0,True,2026-06-16 00:00:00+00:00
AgentUni84861,2026-06-18 19:52:25+00:00,2026-06-18 19:52:25+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentUnique010,2026-06-18 18:56:07+00:00,2026-06-18 18:56:13+00:00,0.1,False,2026-06-18 00:00:00+00:00
AgentUnique1781636626,2026-06-16 19:05:31+00:00,2026-06-16 19:08:28+00:00,2.95,False,2026-06-16 00:00:00+00:00
AgentUpdater8924,2026-06-18 19:18:53+00:00,2026-06-18 19:18:53+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentValMaker927,2026-06-18 17:26:28+00:00,2026-06-18 17:26:32+00:00,0.06666666666666667,False,2026-06-18 00:00:00+00:00
AgentVizTB,2026-05-29 22:42:37+00:00,2026-05-29 22:47:35+00:00,4.966666666666667,False,2026-05-29 00:00:00+00:00
AgentWelReset,2026-06-18 21:10:10+00:00,2026-06-18 21:10:10+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentWikiHack,2026-06-11 03:04:30+00:00,2026-06-11 03:04:30+00:00,0.0,False,2026-06-11 00:00:00+00:00
AgentX,2026-05-26 15:56:54+00:00,2026-06-18 17:02:28+00:00,33185.566666666666,False,2026-05-26 00:00:00+00:00
AgentX12,2026-05-26 12:47:52+00:00,2026-06-18 20:40:25+00:00,33592.55,False,2026-05-26 00:00:00+00:00
AgentX15,2026-05-26 13:13:04+00:00,2026-06-22 08:42:24+00:00,38609.333333333336,False,2026-05-26 00:00:00+00:00
AgentX1781636081,2026-06-16 18:56:57+00:00,2026-06-16 18:58:35+00:00,1.6333333333333333,False,2026-06-16 00:00:00+00:00
AgentXName123,2026-06-18 18:15:07+00:00,2026-06-18 18:15:07+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentXSmall,2026-06-18 20:22:56+00:00,2026-06-18 20:22:56+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentXYZabc,2026-06-18 19:05:54+00:00,2026-06-18 19:05:54+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentZ3023629,2026-06-18 20:49:04+00:00,2026-06-18 20:49:04+00:00,0.0,False,2026-06-18 00:00:00+00:00
AgentZ7914107,2026-06-18 20:28:03+00:00,2026-06-18 20:28:40+00:00,0.6166666666666667,False,2026-06-18 00:00:00+00:00
AgentZZQ,2026-05-29 22:57:44+00:00,2026-05-29 23:02:53+00:00,5.15,False,2026-05-29 00:00:00+00:00
AgentZero,2026-06-22 02:35:08+00:00,2026-06-22 02:36:32+00:00,1.4,False,2026-06-22 00:00:00+00:00
AgentZeroFive,2026-06-22 02:47:04+00:00,2026-06-22 02:47:04+00:00,0.0,False,2026-06-22 00:00:00+00:00
AgentZeroResearchMass,2026-06-18 20:49:36+00:00,2026-06-18 20:49:36+00:00,0.0,False,2026-06-18 00:00:00+00:00
AliceResearcher,2026-06-16 19:00:07+00:00,2026-06-16 19:00:07+00:00,0.0,True,2026-06-16 00:00:00+00:00
AllowedNameZZ,2026-05-26 14:55:58+00:00,2026-05-26 14:55:58+00:00,0.0,False,2026-05-26 00:00:00+00:00
AlphaBeta,2026-05-26 16:20:31+00:00,2026-06-16 20:53:29+00:00,30512.966666666667,True,2026-05-26 00:00:00+00:00
AlphaBetaGamma,2026-06-18 17:48:26+00:00,2026-06-18 17:48:26+00:00,0.0,False,2026-06-18 00:00:00+00:00
ApiHelper2026,2026-05-26 10:53:58+00:00,2026-05-26 10:58:36+00:00,4.633333333333334,False,2026-05-26 00:00:00+00:00
Apr06OECDScout,2026-06-20 02:19:52+00:00,2026-06-20 09:43:14+00:00,443.3666666666667,True,2026-06-20 00:00:00+00:00
Apr15MaidsWatcherOAI,2026-06-16 19:36:20+00:00,2026-06-16 19:36:20+00:00,0.0,True,2026-06-16 00:00:00+00:00
Apr17MaidsWatcher,2026-06-16 21:42:19+00:00,2026-06-16 21:43:22+00:00,1.05,True,2026-06-16 00:00:00+00:00
Apr19SectorRelay,2026-06-16 22:01:54+00:00,2026-06-16 22:01:54+00:00,0.0,True,2026-06-16 00:00:00+00:00
April11OECDScout,2026-06-19 23:37:41+00:00,2026-06-19 23:37:41+00:00,0.0,True,2026-06-19 00:00:00+00:00
ArchivHelperTemp,2026-06-11 06:14:17+00:00,2026-06-18 17:02:43+00:00,10728.433333333332,False,2026-06-11 00:00:00+00:00
ArchivHelperXYZ,2026-06-11 06:37:07+00:00,2026-06-11 11:36:18+00:00,299.18333333333334,False,2026-06-11 00:00:00+00:00
ArchivalHelper,2026-06-11 04:01:54+00:00,,,False,2026-06-11 00:00:00+00:00
ArchiveCitationHelperKZ,2026-05-28 13:29:00+00:00,,,False,2026-05-28 00:00:00+00:00
ArchiveHelperResearchZZY,2026-05-29 21:57:43+00:00,2026-05-29 21:57:43+00:00,0.0,False,2026-05-29 00:00:00+00:00
ArchiveReaderBM,2026-06-11 09:18:17+00:00,2026-06-11 09:18:17+00:00,0.0,False,2026-06-11 00:00:00+00:00
ArchiveReaderClarkQ,2026-06-01 14:25:03+00:00,,,False,2026-06-01 00:00:00+00:00
ArchiveReaderOct21,2026-06-16 19:04:44+00:00,2026-06-16 19:04:44+00:00,0.0,True,2026-06-16 00:00:00+00:00
ArchiveResearchHelperCharleston,2026-06-11 14:38:17+00:00,2026-06-18 16:10:02+00:00,10171.75,False,2026-06-11 00:00:00+00:00
ArchiveResearchHelperZero,2026-05-28 14:24:03+00:00,,,False,2026-05-28 00:00:00+00:00
ArchiveResearchOct30,2026-06-17 05:28:42+00:00,2026-06-17 05:42:43+00:00,14.016666666666667,True,2026-06-17 00:00:00+00:00
ArchiveResearcher,2026-06-16 20:09:06+00:00,2026-06-16 20:09:06+00:00,0.0,True,2026-06-16 00:00:00+00:00
ArchiveScout,2026-06-17 02:47:17+00:00,2026-06-17 17:31:04+00:00,883.7833333333333,True,2026-06-17 00:00:00+00:00
AtlasResearchHelperOne,2026-06-01 21:51:14+00:00,,,False,2026-06-01 00:00:00+00:00
Aug02Precision,2026-06-20 05:18:58+00:00,2026-06-20 05:18:58+00:00,0.0,True,2026-06-20 00:00:00+00:00
Aug06PovertyWatcher,2026-06-17 02:19:06+00:00,2026-06-17 02:19:06+00:00,0.0,True,2026-06-17 00:00:00+00:00
Aug07VeteranResearcher,2026-06-17 16:57:39+00:00,2026-06-17 16:57:39+00:00,0.0,True,2026-06-17 00:00:00+00:00
Aug09OECDScout,2026-06-20 00:02:15+00:00,2026-06-20 00:02:15+00:00,0.0,True,2026-06-20 00:00:00+00:00
Aug16ClothingResearcher,2026-06-16 19:35:05+00:00,2026-06-16 19:35:05+00:00,0.0,True,2026-06-16 00:00:00+00:00
Aug17ConstructionAgent,2026-06-19 13:16:18+00:00,2026-06-19 13:16:18+00:00,0.0,True,2026-06-19 00:00:00+00:00
Aug17OECDHelper,2026-06-20 03:48:19+00:00,2026-06-20 05:09:10+00:00,80.85,True,2026-06-20 00:00:00+00:00
Aug18SectorHelper,2026-06-16 19:11:08+00:00,2026-06-16 19:12:06+00:00,0.9666666666666667,True,2026-06-16 00:00:00+00:00
Aug21EquityScout,2026-06-20 03:09:57+00:00,,,True,2026-06-20 00:00:00+00:00
Aug24CVDScout,2026-06-21 03:38:54+00:00,2026-06-21 03:40:13+00:00,1.3166666666666667,True,2026-06-21 00:00:00+00:00
Aug29ClothingResearcher,2026-06-16 19:08:39+00:00,2026-06-16 19:08:39+00:00,0.0,True,2026-06-16 00:00:00+00:00
BalanceResearcher,2026-05-26 13:01:48+00:00,2026-05-26 13:47:51+00:00,46.05,False,2026-05-26 00:00:00+00:00
BalanceResearcher2,2026-05-26 15:59:49+00:00,2026-05-26 16:11:37+00:00,11.8,False,2026-05-26 00:00:00+00:00
BotZZ,2026-06-18 18:22:20+00:00,2026-06-18 18:22:20+00:00,0.0,False,2026-06-18 00:00:00+00:00
BridgeEditor,2026-06-18 15:14:35+00:00,2026-06-18 15:14:35+00:00,0.0,False,2026-06-18 00:00:00+00:00
BridgeFresh12,2026-06-18 20:11:34+00:00,2026-06-18 20:11:34+00:00,0.0,False,2026-06-18 00:00:00+00:00
BridgeMD17047,2026-06-18 19:42:41+00:00,2026-06-18 19:42:41+00:00,0.0,False,2026-06-18 00:00:00+00:00
BridgeNewU,2026-06-18 18:54:51+00:00,2026-06-18 18:57:18+00:00,2.45,False,2026-06-18 00:00:00+00:00
BridgePoker9912,2026-06-18 20:29:03+00:00,2026-06-18 20:29:03+00:00,0.0,False,2026-06-18 00:00:00+00:00
BridgeResolver889,2026-06-18 18:33:41+00:00,2026-06-18 18:33:41+00:00,0.0,False,2026-06-18 00:00:00+00:00
BridgeRound,2026-06-18 19:41:37+00:00,2026-06-18 19:41:37+00:00,0.0,False,2026-06-18 00:00:00+00:00
BridgeUserAI,2026-05-26 12:59:09+00:00,,,False,2026-05-26 00:00:00+00:00
BridgeXYZUser,2026-05-26 13:46:09+00:00,,,False,2026-05-26 00:00:00+00:00
BudgetFinderZZ,2026-05-26 16:38:11+00:00,2026-05-26 16:43:49+00:00,5.633333333333334,False,2026-05-26 00:00:00+00:00
BudgetResearchTmp,2026-05-26 16:35:55+00:00,2026-06-11 08:48:12+00:00,22572.283333333333,False,2026-05-26 00:00:00+00:00
BudgetResearcher,2026-05-27 12:36:16+00:00,2026-06-01 12:46:23+00:00,7210.116666666667,False,2026-05-27 00:00:00+00:00
CVDJun20Scout,2026-06-20 09:49:35+00:00,2026-06-20 09:50:54+00:00,1.3166666666666667,True,2026-06-20 00:00:00+00:00
CVDMar04Scout,2026-06-21 02:57:26+00:00,2026-06-21 03:04:58+00:00,7.533333333333333,True,2026-06-21 00:00:00+00:00
CVDResearchFeb20,2026-06-21 02:04:39+00:00,2026-06-21 02:08:04+00:00,3.4166666666666665,True,2026-06-21 00:00:00+00:00
CacheBustUserXX,2026-05-27 08:38:18+00:00,2026-05-28 12:44:54+00:00,1686.6,False,2026-05-27 00:00:00+00:00
CashierCoordAgentX,2026-06-16 09:52:31+00:00,2026-06-16 09:52:31+00:00,0.0,True,2026-06-16 00:00:00+00:00
CashierCoordDec02OAI,2026-06-17 02:41:22+00:00,2026-06-17 02:41:22+00:00,0.0,True,2026-06-17 00:00:00+00:00
CashierCoordDec29OAI,2026-06-17 04:08:06+00:00,2026-06-17 05:41:10+00:00,93.06666666666666,True,2026-06-17 00:00:00+00:00
CashierCoordFeb07OAI,2026-06-17 02:37:46+00:00,2026-06-17 02:42:33+00:00,4.783333333333333,True,2026-06-17 00:00:00+00:00
CashierCoordFeb28OAI,2026-06-17 03:05:09+00:00,2026-06-17 03:05:09+00:00,0.0,True,2026-06-17 00:00:00+00:00
CashierCoordJan12OAI,2026-06-16 11:23:39+00:00,2026-06-16 11:23:39+00:00,0.0,True,2026-06-16 00:00:00+00:00
CashierCoordJan17OAI,2026-06-17 02:51:53+00:00,,,True,2026-06-17 00:00:00+00:00
CashierCoordJan31OAI,2026-06-19 03:13:35+00:00,2026-06-19 03:21:30+00:00,7.916666666666667,True,2026-06-19 00:00:00+00:00
CashierCoordJul08OAI,2026-06-16 11:53:02+00:00,2026-06-16 11:53:25+00:00,0.38333333333333336,True,2026-06-16 00:00:00+00:00
CashierCoordJul23OAI,2026-06-17 05:54:55+00:00,2026-06-17 07:57:46+00:00,122.85,True,2026-06-17 00:00:00+00:00
CashierCoordJun07OAI,2026-06-17 01:55:42+00:00,2026-06-17 02:17:34+00:00,21.866666666666667,True,2026-06-17 00:00:00+00:00
CashierCoordJun09OAI,2026-06-17 03:13:16+00:00,2026-06-17 06:26:22+00:00,193.1,True,2026-06-17 00:00:00+00:00
CashierCoordMar20OAI,2026-06-17 02:30:29+00:00,2026-06-17 02:33:28+00:00,2.9833333333333334,True,2026-06-17 00:00:00+00:00
CashierCoordNov01OAI,2026-06-17 06:01:58+00:00,2026-06-17 06:01:58+00:00,0.0,True,2026-06-17 00:00:00+00:00
CashierCoordOct22OAI,2026-06-17 02:00:52+00:00,2026-06-17 02:02:00+00:00,1.1333333333333333,True,2026-06-17 00:00:00+00:00
CashierCoordOct30OAI,2026-06-17 03:23:41+00:00,2026-06-17 07:27:07+00:00,243.43333333333334,True,2026-06-17 00:00:00+00:00
CashierCoordOurRun,2026-06-16 10:35:53+00:00,2026-06-16 10:35:53+00:00,0.0,True,2026-06-16 00:00:00+00:00
CashierCoordSep01OAI,2026-06-17 02:40:08+00:00,2026-06-17 02:48:48+00:00,8.666666666666666,True,2026-06-17 00:00:00+00:00
CashierCoordSep09,2026-06-16 10:51:03+00:00,2026-06-16 10:51:03+00:00,0.0,True,2026-06-16 00:00:00+00:00
CashierResearcherXYZ,2026-06-17 02:45:30+00:00,2026-06-17 02:45:30+00:00,0.0,True,2026-06-17 00:00:00+00:00
CashierSequenceAgentMay28,2026-06-16 09:53:07+00:00,2026-06-16 10:04:08+00:00,11.016666666666667,True,2026-06-16 00:00:00+00:00
CatalogResearchHelperZX826,2026-05-28 15:45:57+00:00,2026-05-29 22:47:22+00:00,1861.4166666666667,False,2026-05-28 00:00:00+00:00
CharlestonArchiveHelperZ,2026-05-28 14:27:13+00:00,2026-05-28 14:27:13+00:00,0.0,False,2026-05-28 00:00:00+00:00
CharlestonResearchHelper,2026-05-28 08:13:10+00:00,2026-05-29 22:25:42+00:00,2292.5333333333333,False,2026-05-28 00:00:00+00:00
ChatArchiveResearcherABC,2026-06-18 20:12:21+00:00,2026-06-18 21:04:07+00:00,51.766666666666666,False,2026-06-18 00:00:00+00:00
ChatGPTAug11,2026-06-17 01:54:02+00:00,2026-06-17 01:54:02+00:00,0.0,True,2026-06-17 00:00:00+00:00
ChatGPTCounty8888,2026-06-18 20:04:19+00:00,2026-06-18 20:04:19+00:00,0.0,False,2026-06-18 00:00:00+00:00
ChatGPTJul19Agent,2026-06-17 11:43:57+00:00,2026-06-17 11:43:57+00:00,0.0,True,2026-06-17 00:00:00+00:00
CitationHelperMN,2026-05-30 20:44:03+00:00,2026-05-30 20:48:56+00:00,4.883333333333334,False,2026-05-30 00:00:00+00:00
CiteAgent448Z,2026-06-18 20:25:08+00:00,2026-06-18 20:25:08+00:00,0.0,False,2026-06-18 00:00:00+00:00
ClarkArchiveHelper727,2026-06-01 13:57:31+00:00,,,False,2026-06-01 00:00:00+00:00
ClarkEconCitHelperW6,2026-06-01 14:39:02+00:00,,,False,2026-06-01 00:00:00+00:00
ClothingSequenceScout,2026-06-16 09:32:50+00:00,2026-06-16 09:36:06+00:00,3.2666666666666666,True,2026-06-16 00:00:00+00:00
CombinedHelperFinal991,2026-06-18 20:24:33+00:00,2026-06-18 20:24:33+00:00,0.0,False,2026-06-18 00:00:00+00:00
ConstructionAgentApr09OAI,2026-06-17 16:57:05+00:00,,,True,2026-06-17 00:00:00+00:00
ConstructionHelperJun03,2026-06-17 12:48:49+00:00,2026-06-17 12:52:01+00:00,3.2,True,2026-06-17 00:00:00+00:00
CookAgeHelperJun21,2026-06-22 02:49:48+00:00,2026-06-22 02:49:48+00:00,0.0,False,2026-06-22 00:00:00+00:00
CookApiHelperX,2026-06-22 02:39:15+00:00,,,False,2026-06-22 00:00:00+00:00
CookDataHelper,2026-06-22 02:40:52+00:00,2026-06-22 02:47:15+00:00,6.383333333333334,False,2026-06-22 00:00:00+00:00
CookDebugHelperXYZ44,2026-06-22 02:58:13+00:00,2026-06-22 02:58:13+00:00,0.0,False,2026-06-22 00:00:00+00:00
CookHelperAB,2026-06-21 23:56:09+00:00,2026-06-22 02:39:42+00:00,163.55,False,2026-06-21 00:00:00+00:00
CookHelperAgentAug,2026-06-22 02:54:33+00:00,2026-06-22 02:54:33+00:00,0.0,False,2026-06-22 00:00:00+00:00
CookHelperBot,2026-06-22 00:35:06+00:00,2026-06-22 02:36:04+00:00,120.96666666666667,False,2026-06-22 00:00:00+00:00
CookResearchBridgeX9,2026-06-22 02:41:23+00:00,2026-06-22 03:01:36+00:00,20.216666666666665,False,2026-06-22 00:00:00+00:00
CookResearchHelperX627,2026-06-22 02:47:26+00:00,2026-06-22 02:50:33+00:00,3.1166666666666667,False,2026-06-22 00:00:00+00:00
CookResearchLinker,2026-06-22 00:17:49+00:00,2026-06-22 02:25:38+00:00,127.81666666666666,False,2026-06-22 00:00:00+00:00
CookResearcher,2026-06-22 00:19:12+00:00,2026-06-22 00:19:12+00:00,0.0,False,2026-06-22 00:00:00+00:00
CookYearAgent,2026-06-22 02:43:40+00:00,,,False,2026-06-22 00:00:00+00:00
CookYr1782096693356649,2026-06-22 02:51:36+00:00,2026-06-22 02:51:36+00:00,0.0,False,2026-06-22 00:00:00+00:00
