variante,merkmal,f,n,exp_ad,exp_noad,noexp_ad,noexp_noad,anteil_exponiert,anteil_uebernommen,adoption_wenn_exponiert,adoption_wenn_nicht_exponiert,anteil_ohne_sichtbare_quelle
seite_ohne_infraseiten,sig_endzeile,2026-06-19 18:00:00+00:00,33,12,0,18,3,36.36363636363637,90.9090909090909,100.0,85.71428571428571,60.0
seite_ohne_infraseiten,please_relay,2026-06-19 18:00:00+00:00,33,7,3,9,14,30.303030303030305,48.484848484848484,70.0,39.130434782608695,56.25
seite_ohne_infraseiten,runde,2026-06-20 00:00:00+00:00,97,42,1,38,16,44.329896907216494,82.4742268041237,97.67441860465115,70.37037037037037,47.5
seite_ohne_infraseiten,cohort,2026-06-20 00:00:00+00:00,97,22,19,34,22,42.2680412371134,57.73195876288659,53.65853658536586,60.71428571428571,60.71428571428571
seite_ohne_infraseiten,meldeformat,2026-06-20 00:00:00+00:00,97,37,4,35,21,42.2680412371134,74.22680412371135,90.2439024390244,62.5,48.61111111111111
seite_ohne_infraseiten,sig_endzeile,2026-06-20 00:00:00+00:00,97,39,2,42,14,42.2680412371134,83.50515463917526,95.1219512195122,75.0,51.85185185185185
seite_ohne_infraseiten,please_relay,2026-06-20 00:00:00+00:00,97,15,19,29,34,35.051546391752574,45.36082474226804,44.11764705882353,46.03174603174603,65.9090909090909
seite_ohne_infraseiten,runde,2026-06-20 06:00:00+00:00,40,17,0,20,3,42.5,92.5,100.0,86.95652173913044,54.054054054054056
seite_ohne_infraseiten,cohort,2026-06-20 06:00:00+00:00,40,5,11,15,9,40.0,50.0,31.25,62.5,75.0
seite_ohne_infraseiten,meldeformat,2026-06-20 06:00:00+00:00,40,7,9,19,5,40.0,65.0,43.75,79.16666666666666,73.07692307692307
seite_ohne_infraseiten,sig_endzeile,2026-06-20 06:00:00+00:00,40,12,4,19,5,40.0,77.5,75.0,79.16666666666666,61.29032258064516
seite_ohne_infraseiten,please_relay,2026-06-20 06:00:00+00:00,40,4,9,11,16,32.5,37.5,30.76923076923077,40.74074074074074,73.33333333333333
seite_ohne_infraseiten,runde,2026-06-20 12:00:00+00:00,11,6,0,3,2,54.54545454545454,81.81818181818183,100.0,60.0,33.33333333333333
seite_ohne_infraseiten,cohort,2026-06-20 12:00:00+00:00,11,3,1,4,3,36.36363636363637,63.63636363636363,75.0,57.14285714285714,57.14285714285714
seite_ohne_infraseiten,meldeformat,2026-06-20 12:00:00+00:00,11,5,0,4,2,45.45454545454545,81.81818181818183,100.0,66.66666666666666,44.44444444444444
seite_ohne_infraseiten,sig_endzeile,2026-06-20 12:00:00+00:00,11,5,0,6,0,45.45454545454545,100.0,100.0,100.0,54.54545454545454
seite_ohne_infraseiten,please_relay,2026-06-20 12:00:00+00:00,11,3,2,1,5,45.45454545454545,36.36363636363637,60.0,16.666666666666664,25.0
seite_ohne_infraseiten,runde,2026-06-20 18:00:00+00:00,9,6,0,3,0,66.66666666666666,100.0,100.0,100.0,33.33333333333333
seite_ohne_infraseiten,cohort,2026-06-20 18:00:00+00:00,9,5,1,1,2,66.66666666666666,66.66666666666666,83.33333333333334,33.33333333333333,16.666666666666664
seite_ohne_infraseiten,meldeformat,2026-06-20 18:00:00+00:00,9,5,1,3,0,66.66666666666666,88.88888888888889,83.33333333333334,100.0,37.5
seite_ohne_infraseiten,sig_endzeile,2026-06-20 18:00:00+00:00,9,5,1,3,0,66.66666666666666,88.88888888888889,83.33333333333334,100.0,37.5
seite_ohne_infraseiten,please_relay,2026-06-20 18:00:00+00:00,9,6,1,2,0,77.77777777777779,88.88888888888889,85.71428571428571,100.0,25.0
seite_ohne_infraseiten,runde,2026-06-21 00:00:00+00:00,33,15,0,6,12,45.45454545454545,63.63636363636363,100.0,33.33333333333333,28.57142857142857
seite_ohne_infraseiten,cohort,2026-06-21 00:00:00+00:00,33,9,7,5,12,48.484848484848484,42.42424242424242,56.25,29.411764705882355,35.714285714285715
seite_ohne_infraseiten,meldeformat,2026-06-21 00:00:00+00:00,33,14,0,7,12,42.42424242424242,63.63636363636363,100.0,36.84210526315789,33.33333333333333
seite_ohne_infraseiten,sig_endzeile,2026-06-21 00:00:00+00:00,33,15,0,11,7,45.45454545454545,78.78787878787878,100.0,61.111111111111114,42.30769230769231
seite_ohne_infraseiten,please_relay,2026-06-21 00:00:00+00:00,33,10,4,7,12,42.42424242424242,51.515151515151516,71.42857142857143,36.84210526315789,41.17647058823529
seite_ohne_infraseiten,runde,2026-06-21 06:00:00+00:00,44,20,1,15,8,47.72727272727273,79.54545454545455,95.23809523809523,65.21739130434783,42.857142857142854
seite_ohne_infraseiten,cohort,2026-06-21 06:00:00+00:00,44,7,14,10,13,47.72727272727273,38.63636363636363,33.33333333333333,43.47826086956522,58.82352941176471
seite_ohne_infraseiten,meldeformat,2026-06-21 06:00:00+00:00,44,19,2,13,10,47.72727272727273,72.72727272727273,90.47619047619048,56.52173913043478,40.625
seite_ohne_infraseiten,sig_endzeile,2026-06-21 06:00:00+00:00,44,20,1,16,7,47.72727272727273,81.81818181818183,95.23809523809523,69.56521739130434,44.44444444444444
seite_ohne_infraseiten,please_relay,2026-06-21 06:00:00+00:00,44,5,15,11,13,45.45454545454545,36.36363636363637,25.0,45.83333333333333,68.75
seite_ohne_infraseiten,runde,2026-06-21 12:00:00+00:00,28,14,0,8,6,50.0,78.57142857142857,100.0,57.14285714285714,36.36363636363637
seite_ohne_infraseiten,cohort,2026-06-21 12:00:00+00:00,28,12,3,8,5,53.57142857142857,71.42857142857143,80.0,61.53846153846154,40.0
seite_ohne_infraseiten,meldeformat,2026-06-21 12:00:00+00:00,28,13,2,8,5,53.57142857142857,75.0,86.66666666666667,61.53846153846154,38.095238095238095
seite_ohne_infraseiten,sig_endzeile,2026-06-21 12:00:00+00:00,28,14,1,9,4,53.57142857142857,82.14285714285714,93.33333333333333,69.23076923076923,39.130434782608695
seite_ohne_infraseiten,please_relay,2026-06-21 12:00:00+00:00,28,9,6,2,11,53.57142857142857,39.285714285714285,60.0,15.384615384615385,18.181818181818183
seite_ohne_infraseiten,runde,2026-06-21 18:00:00+00:00,46,29,2,8,7,67.3913043478261,80.43478260869566,93.54838709677419,53.333333333333336,21.62162162162162
seite_ohne_infraseiten,cohort,2026-06-21 18:00:00+00:00,46,19,12,5,10,67.3913043478261,52.17391304347826,61.29032258064516,33.33333333333333,20.833333333333336
seite_ohne_infraseiten,meldeformat,2026-06-21 18:00:00+00:00,46,21,9,7,9,65.21739130434783,60.86956521739131,70.0,43.75,25.0
seite_ohne_infraseiten,sig_endzeile,2026-06-21 18:00:00+00:00,46,24,7,10,5,67.3913043478261,73.91304347826086,77.41935483870968,66.66666666666666,29.411764705882355
seite_ohne_infraseiten,please_relay,2026-06-21 18:00:00+00:00,46,16,14,7,9,65.21739130434783,50.0,53.333333333333336,43.75,30.434782608695656
seite_ohne_infraseiten,runde,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite_ohne_infraseiten,cohort,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite_ohne_infraseiten,meldeformat,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite_ohne_infraseiten,sig_endzeile,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
seite_ohne_infraseiten,please_relay,2026-06-22 00:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite_ohne_infraseiten,runde,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite_ohne_infraseiten,cohort,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite_ohne_infraseiten,meldeformat,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite_ohne_infraseiten,sig_endzeile,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
seite_ohne_infraseiten,please_relay,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
strom_N30,runde,2026-06-16 06:00:00+00:00,39,0,6,0,33,15.384615384615385,0.0,0.0,0.0,
strom_N30,cohort,2026-06-16 06:00:00+00:00,39,0,8,0,31,20.51282051282051,0.0,0.0,0.0,
strom_N30,meldeformat,2026-06-16 06:00:00+00:00,39,0,8,0,31,20.51282051282051,0.0,0.0,0.0,
strom_N30,sig_endzeile,2026-06-16 06:00:00+00:00,39,12,13,1,13,64.1025641025641,33.33333333333333,48.0,7.142857142857142,7.6923076923076925
strom_N30,please_relay,2026-06-16 06:00:00+00:00,39,11,15,1,12,66.66666666666666,30.76923076923077,42.30769230769231,7.6923076923076925,8.333333333333332
strom_N30,runde,2026-06-16 12:00:00+00:00,6,1,5,0,0,100.0,16.666666666666664,16.666666666666664,,0.0
strom_N30,cohort,2026-06-16 12:00:00+00:00,6,2,4,0,0,100.0,33.33333333333333,33.33333333333333,,0.0
strom_N30,meldeformat,2026-06-16 12:00:00+00:00,6,2,4,0,0,100.0,33.33333333333333,33.33333333333333,,0.0
strom_N30,sig_endzeile,2026-06-16 12:00:00+00:00,6,3,3,0,0,100.0,50.0,50.0,,0.0
strom_N30,please_relay,2026-06-16 12:00:00+00:00,6,2,4,0,0,100.0,33.33333333333333,33.33333333333333,,0.0
strom_N30,runde,2026-06-16 18:00:00+00:00,409,121,271,1,16,95.84352078239608,29.82885085574572,30.86734693877551,5.88235294117647,0.819672131147541
strom_N30,cohort,2026-06-16 18:00:00+00:00,409,188,210,2,9,97.31051344743277,46.454767726161364,47.23618090452261,18.181818181818183,1.0526315789473684
strom_N30,meldeformat,2026-06-16 18:00:00+00:00,409,167,224,1,17,95.59902200488997,41.075794621026894,42.710997442455245,5.555555555555555,0.5952380952380952
strom_N30,sig_endzeile,2026-06-16 18:00:00+00:00,409,242,150,0,17,95.84352078239608,59.168704156479215,61.73469387755102,0.0,0.0
strom_N30,please_relay,2026-06-16 18:00:00+00:00,409,193,208,1,7,98.0440097799511,47.43276283618582,48.12967581047381,12.5,0.5154639175257731
strom_N30,runde,2026-06-17 00:00:00+00:00,127,97,30,0,0,100.0,76.37795275590551,76.37795275590551,,0.0
strom_N30,cohort,2026-06-17 00:00:00+00:00,127,60,67,0,0,100.0,47.24409448818898,47.24409448818898,,0.0
strom_N30,meldeformat,2026-06-17 00:00:00+00:00,127,78,49,0,0,100.0,61.417322834645674,61.417322834645674,,0.0
strom_N30,sig_endzeile,2026-06-17 00:00:00+00:00,127,96,31,0,0,100.0,75.59055118110236,75.59055118110236,,0.0
strom_N30,please_relay,2026-06-17 00:00:00+00:00,127,61,66,0,0,100.0,48.031496062992126,48.031496062992126,,0.0
strom_N30,runde,2026-06-17 06:00:00+00:00,48,37,11,0,0,100.0,77.08333333333334,77.08333333333334,,0.0
strom_N30,cohort,2026-06-17 06:00:00+00:00,48,26,22,0,0,100.0,54.166666666666664,54.166666666666664,,0.0
strom_N30,meldeformat,2026-06-17 06:00:00+00:00,48,36,12,0,0,100.0,75.0,75.0,,0.0
strom_N30,sig_endzeile,2026-06-17 06:00:00+00:00,48,41,7,0,0,100.0,85.41666666666666,85.41666666666666,,0.0
strom_N30,please_relay,2026-06-17 06:00:00+00:00,48,29,19,0,0,100.0,60.416666666666664,60.416666666666664,,0.0
strom_N30,runde,2026-06-17 12:00:00+00:00,40,28,12,0,0,100.0,70.0,70.0,,0.0
strom_N30,cohort,2026-06-17 12:00:00+00:00,40,21,19,0,0,100.0,52.5,52.5,,0.0
strom_N30,meldeformat,2026-06-17 12:00:00+00:00,40,27,13,0,0,100.0,67.5,67.5,,0.0
strom_N30,sig_endzeile,2026-06-17 12:00:00+00:00,40,28,12,0,0,100.0,70.0,70.0,,0.0
strom_N30,please_relay,2026-06-17 12:00:00+00:00,40,20,20,0,0,100.0,50.0,50.0,,0.0
strom_N30,runde,2026-06-17 18:00:00+00:00,23,19,4,0,0,100.0,82.6086956521739,82.6086956521739,,0.0
strom_N30,cohort,2026-06-17 18:00:00+00:00,23,11,12,0,0,100.0,47.82608695652174,47.82608695652174,,0.0
strom_N30,meldeformat,2026-06-17 18:00:00+00:00,23,18,5,0,0,100.0,78.26086956521739,78.26086956521739,,0.0
strom_N30,sig_endzeile,2026-06-17 18:00:00+00:00,23,20,3,0,0,100.0,86.95652173913044,86.95652173913044,,0.0
strom_N30,please_relay,2026-06-17 18:00:00+00:00,23,17,6,0,0,100.0,73.91304347826086,73.91304347826086,,0.0
strom_N30,runde,2026-06-18 00:00:00+00:00,8,6,2,0,0,100.0,75.0,75.0,,0.0
strom_N30,cohort,2026-06-18 00:00:00+00:00,8,5,3,0,0,100.0,62.5,62.5,,0.0
strom_N30,meldeformat,2026-06-18 00:00:00+00:00,8,6,2,0,0,100.0,75.0,75.0,,0.0
strom_N30,sig_endzeile,2026-06-18 00:00:00+00:00,8,7,1,0,0,100.0,87.5,87.5,,0.0
strom_N30,please_relay,2026-06-18 00:00:00+00:00,8,3,5,0,0,100.0,37.5,37.5,,0.0
strom_N30,runde,2026-06-18 06:00:00+00:00,8,7,1,0,0,100.0,87.5,87.5,,0.0
strom_N30,cohort,2026-06-18 06:00:00+00:00,8,1,7,0,0,100.0,12.5,12.5,,0.0
strom_N30,meldeformat,2026-06-18 06:00:00+00:00,8,6,2,0,0,100.0,75.0,75.0,,0.0
strom_N30,sig_endzeile,2026-06-18 06:00:00+00:00,8,7,1,0,0,100.0,87.5,87.5,,0.0
strom_N30,please_relay,2026-06-18 06:00:00+00:00,8,4,4,0,0,100.0,50.0,50.0,,0.0
strom_N30,runde,2026-06-18 12:00:00+00:00,10,5,1,2,2,60.0,70.0,83.33333333333334,50.0,28.57142857142857
strom_N30,cohort,2026-06-18 12:00:00+00:00,10,1,2,3,4,30.0,40.0,33.33333333333333,42.857142857142854,75.0
strom_N30,meldeformat,2026-06-18 12:00:00+00:00,10,3,2,2,3,50.0,50.0,60.0,40.0,40.0
strom_N30,sig_endzeile,2026-06-18 12:00:00+00:00,10,4,1,3,2,50.0,70.0,80.0,60.0,42.857142857142854
strom_N30,please_relay,2026-06-18 12:00:00+00:00,10,1,4,2,3,50.0,30.0,20.0,40.0,66.66666666666666
strom_N30,runde,2026-06-18 18:00:00+00:00,14,5,1,6,2,42.857142857142854,78.57142857142857,83.33333333333334,75.0,54.54545454545454
strom_N30,cohort,2026-06-18 18:00:00+00:00,14,6,0,4,4,42.857142857142854,71.42857142857143,100.0,50.0,40.0
strom_N30,meldeformat,2026-06-18 18:00:00+00:00,14,4,2,6,2,42.857142857142854,71.42857142857143,66.66666666666666,75.0,60.0
strom_N30,sig_endzeile,2026-06-18 18:00:00+00:00,14,4,2,6,2,42.857142857142854,71.42857142857143,66.66666666666666,75.0,60.0
strom_N30,please_relay,2026-06-18 18:00:00+00:00,14,5,1,4,4,42.857142857142854,64.28571428571429,83.33333333333334,50.0,44.44444444444444
strom_N30,runde,2026-06-19 00:00:00+00:00,12,11,1,0,0,100.0,91.66666666666666,91.66666666666666,,0.0
strom_N30,cohort,2026-06-19 00:00:00+00:00,12,9,3,0,0,100.0,75.0,75.0,,0.0
strom_N30,meldeformat,2026-06-19 00:00:00+00:00,12,9,3,0,0,100.0,75.0,75.0,,0.0
strom_N30,sig_endzeile,2026-06-19 00:00:00+00:00,12,9,3,0,0,100.0,75.0,75.0,,0.0
strom_N30,please_relay,2026-06-19 00:00:00+00:00,12,7,5,0,0,100.0,58.333333333333336,58.333333333333336,,0.0
strom_N30,runde,2026-06-19 06:00:00+00:00,11,9,2,0,0,100.0,81.81818181818183,81.81818181818183,,0.0
strom_N30,cohort,2026-06-19 06:00:00+00:00,11,11,0,0,0,100.0,100.0,100.0,,0.0
strom_N30,meldeformat,2026-06-19 06:00:00+00:00,11,6,5,0,0,100.0,54.54545454545454,54.54545454545454,,0.0
strom_N30,sig_endzeile,2026-06-19 06:00:00+00:00,11,6,5,0,0,100.0,54.54545454545454,54.54545454545454,,0.0
strom_N30,please_relay,2026-06-19 06:00:00+00:00,11,6,5,0,0,100.0,54.54545454545454,54.54545454545454,,0.0
strom_N30,runde,2026-06-19 12:00:00+00:00,32,29,3,0,0,100.0,90.625,90.625,,0.0
strom_N30,cohort,2026-06-19 12:00:00+00:00,32,20,12,0,0,100.0,62.5,62.5,,0.0
strom_N30,meldeformat,2026-06-19 12:00:00+00:00,32,25,7,0,0,100.0,78.125,78.125,,0.0
strom_N30,sig_endzeile,2026-06-19 12:00:00+00:00,32,28,4,0,0,100.0,87.5,87.5,,0.0
strom_N30,please_relay,2026-06-19 12:00:00+00:00,32,18,14,0,0,100.0,56.25,56.25,,0.0
strom_N30,runde,2026-06-19 18:00:00+00:00,33,29,4,0,0,100.0,87.87878787878788,87.87878787878788,,0.0
strom_N30,cohort,2026-06-19 18:00:00+00:00,33,28,5,0,0,100.0,84.84848484848484,84.84848484848484,,0.0
strom_N30,meldeformat,2026-06-19 18:00:00+00:00,33,26,7,0,0,100.0,78.78787878787878,78.78787878787878,,0.0
strom_N30,sig_endzeile,2026-06-19 18:00:00+00:00,33,30,3,0,0,100.0,90.9090909090909,90.9090909090909,,0.0
strom_N30,please_relay,2026-06-19 18:00:00+00:00,33,16,17,0,0,100.0,48.484848484848484,48.484848484848484,,0.0
strom_N30,runde,2026-06-20 00:00:00+00:00,97,80,17,0,0,100.0,82.4742268041237,82.4742268041237,,0.0
strom_N30,cohort,2026-06-20 00:00:00+00:00,97,56,41,0,0,100.0,57.73195876288659,57.73195876288659,,0.0
strom_N30,meldeformat,2026-06-20 00:00:00+00:00,97,72,25,0,0,100.0,74.22680412371135,74.22680412371135,,0.0
strom_N30,sig_endzeile,2026-06-20 00:00:00+00:00,97,81,16,0,0,100.0,83.50515463917526,83.50515463917526,,0.0
strom_N30,please_relay,2026-06-20 00:00:00+00:00,97,44,53,0,0,100.0,45.36082474226804,45.36082474226804,,0.0
strom_N30,runde,2026-06-20 06:00:00+00:00,40,37,3,0,0,100.0,92.5,92.5,,0.0
strom_N30,cohort,2026-06-20 06:00:00+00:00,40,20,20,0,0,100.0,50.0,50.0,,0.0
strom_N30,meldeformat,2026-06-20 06:00:00+00:00,40,26,14,0,0,100.0,65.0,65.0,,0.0
strom_N30,sig_endzeile,2026-06-20 06:00:00+00:00,40,31,9,0,0,100.0,77.5,77.5,,0.0
strom_N30,please_relay,2026-06-20 06:00:00+00:00,40,15,25,0,0,100.0,37.5,37.5,,0.0
strom_N30,runde,2026-06-20 12:00:00+00:00,11,9,2,0,0,100.0,81.81818181818183,81.81818181818183,,0.0
strom_N30,cohort,2026-06-20 12:00:00+00:00,11,7,4,0,0,100.0,63.63636363636363,63.63636363636363,,0.0
strom_N30,meldeformat,2026-06-20 12:00:00+00:00,11,9,2,0,0,100.0,81.81818181818183,81.81818181818183,,0.0
strom_N30,sig_endzeile,2026-06-20 12:00:00+00:00,11,11,0,0,0,100.0,100.0,100.0,,0.0
strom_N30,please_relay,2026-06-20 12:00:00+00:00,11,4,7,0,0,100.0,36.36363636363637,36.36363636363637,,0.0
strom_N30,runde,2026-06-20 18:00:00+00:00,9,9,0,0,0,100.0,100.0,100.0,,0.0
strom_N30,cohort,2026-06-20 18:00:00+00:00,9,6,3,0,0,100.0,66.66666666666666,66.66666666666666,,0.0
strom_N30,meldeformat,2026-06-20 18:00:00+00:00,9,8,1,0,0,100.0,88.88888888888889,88.88888888888889,,0.0
strom_N30,sig_endzeile,2026-06-20 18:00:00+00:00,9,8,1,0,0,100.0,88.88888888888889,88.88888888888889,,0.0
strom_N30,please_relay,2026-06-20 18:00:00+00:00,9,8,1,0,0,100.0,88.88888888888889,88.88888888888889,,0.0
strom_N30,runde,2026-06-21 00:00:00+00:00,33,21,12,0,0,100.0,63.63636363636363,63.63636363636363,,0.0
strom_N30,cohort,2026-06-21 00:00:00+00:00,33,14,19,0,0,100.0,42.42424242424242,42.42424242424242,,0.0
strom_N30,meldeformat,2026-06-21 00:00:00+00:00,33,21,12,0,0,100.0,63.63636363636363,63.63636363636363,,0.0
strom_N30,sig_endzeile,2026-06-21 00:00:00+00:00,33,26,7,0,0,100.0,78.78787878787878,78.78787878787878,,0.0
strom_N30,please_relay,2026-06-21 00:00:00+00:00,33,17,16,0,0,100.0,51.515151515151516,51.515151515151516,,0.0
strom_N30,runde,2026-06-21 06:00:00+00:00,44,35,9,0,0,100.0,79.54545454545455,79.54545454545455,,0.0
strom_N30,cohort,2026-06-21 06:00:00+00:00,44,17,27,0,0,100.0,38.63636363636363,38.63636363636363,,0.0
strom_N30,meldeformat,2026-06-21 06:00:00+00:00,44,32,12,0,0,100.0,72.72727272727273,72.72727272727273,,0.0
strom_N30,sig_endzeile,2026-06-21 06:00:00+00:00,44,36,8,0,0,100.0,81.81818181818183,81.81818181818183,,0.0
strom_N30,please_relay,2026-06-21 06:00:00+00:00,44,16,28,0,0,100.0,36.36363636363637,36.36363636363637,,0.0
strom_N30,runde,2026-06-21 12:00:00+00:00,28,22,6,0,0,100.0,78.57142857142857,78.57142857142857,,0.0
strom_N30,cohort,2026-06-21 12:00:00+00:00,28,20,8,0,0,100.0,71.42857142857143,71.42857142857143,,0.0
strom_N30,meldeformat,2026-06-21 12:00:00+00:00,28,21,7,0,0,100.0,75.0,75.0,,0.0
strom_N30,sig_endzeile,2026-06-21 12:00:00+00:00,28,23,5,0,0,100.0,82.14285714285714,82.14285714285714,,0.0
strom_N30,please_relay,2026-06-21 12:00:00+00:00,28,11,17,0,0,100.0,39.285714285714285,39.285714285714285,,0.0
strom_N30,runde,2026-06-21 18:00:00+00:00,46,37,9,0,0,100.0,80.43478260869566,80.43478260869566,,0.0
strom_N30,cohort,2026-06-21 18:00:00+00:00,46,24,22,0,0,100.0,52.17391304347826,52.17391304347826,,0.0
strom_N30,meldeformat,2026-06-21 18:00:00+00:00,46,28,18,0,0,100.0,60.86956521739131,60.86956521739131,,0.0
strom_N30,sig_endzeile,2026-06-21 18:00:00+00:00,46,34,12,0,0,100.0,73.91304347826086,73.91304347826086,,0.0
strom_N30,please_relay,2026-06-21 18:00:00+00:00,46,23,23,0,0,100.0,50.0,50.0,,0.0
strom_N30,runde,2026-06-22 00:00:00+00:00,1,1,0,0,0,100.0,100.0,100.0,,0.0
strom_N30,cohort,2026-06-22 00:00:00+00:00,1,0,0,1,0,0.0,100.0,,100.0,100.0
strom_N30,meldeformat,2026-06-22 00:00:00+00:00,1,1,0,0,0,100.0,100.0,100.0,,0.0
strom_N30,sig_endzeile,2026-06-22 00:00:00+00:00,1,1,0,0,0,100.0,100.0,100.0,,0.0
strom_N30,please_relay,2026-06-22 00:00:00+00:00,1,0,1,0,0,100.0,0.0,0.0,,
strom_N30,runde,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
strom_N30,cohort,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
strom_N30,meldeformat,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
strom_N30,sig_endzeile,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
strom_N30,please_relay,2026-06-22 06:00:00+00:00,1,0,0,0,1,0.0,0.0,,0.0,
strom_N100,runde,2026-06-16 06:00:00+00:00,39,0,6,0,33,15.384615384615385,0.0,0.0,0.0,
strom_N100,cohort,2026-06-16 06:00:00+00:00,39,0,8,0,31,20.51282051282051,0.0,0.0,0.0,
strom_N100,meldeformat,2026-06-16 06:00:00+00:00,39,0,8,0,31,20.51282051282051,0.0,0.0,0.0,
strom_N100,sig_endzeile,2026-06-16 06:00:00+00:00,39,12,13,1,13,64.1025641025641,33.33333333333333,48.0,7.142857142857142,7.6923076923076925
strom_N100,please_relay,2026-06-16 06:00:00+00:00,39,11,15,1,12,66.66666666666666,30.76923076923077,42.30769230769231,7.6923076923076925,8.333333333333332
strom_N100,runde,2026-06-16 12:00:00+00:00,6,1,5,0,0,100.0,16.666666666666664,16.666666666666664,,0.0
strom_N100,cohort,2026-06-16 12:00:00+00:00,6,2,4,0,0,100.0,33.33333333333333,33.33333333333333,,0.0
strom_N100,meldeformat,2026-06-16 12:00:00+00:00,6,2,4,0,0,100.0,33.33333333333333,33.33333333333333,,0.0
strom_N100,sig_endzeile,2026-06-16 12:00:00+00:00,6,3,3,0,0,100.0,50.0,50.0,,0.0
strom_N100,please_relay,2026-06-16 12:00:00+00:00,6,2,4,0,0,100.0,33.33333333333333,33.33333333333333,,0.0
strom_N100,runde,2026-06-16 18:00:00+00:00,409,121,285,1,2,99.26650366748166,29.82885085574572,29.802955665024633,33.33333333333333,0.819672131147541
strom_N100,cohort,2026-06-16 18:00:00+00:00,409,189,217,1,2,99.26650366748166,46.454767726161364,46.55172413793103,33.33333333333333,0.5263157894736842
strom_N100,meldeformat,2026-06-16 18:00:00+00:00,409,168,231,0,10,97.55501222493888,41.075794621026894,42.10526315789473,0.0,0.0
strom_N100,sig_endzeile,2026-06-16 18:00:00+00:00,409,242,157,0,10,97.55501222493888,59.168704156479215,60.6516290726817,0.0,0.0
strom_N100,please_relay,2026-06-16 18:00:00+00:00,409,193,215,1,0,99.75550122249389,47.43276283618582,47.30392156862745,100.0,0.5154639175257731
strom_N100,runde,2026-06-17 00:00:00+00:00,127,97,30,0,0,100.0,76.37795275590551,76.37795275590551,,0.0
strom_N100,cohort,2026-06-17 00:00:00+00:00,127,60,67,0,0,100.0,47.24409448818898,47.24409448818898,,0.0
strom_N100,meldeformat,2026-06-17 00:00:00+00:00,127,78,49,0,0,100.0,61.417322834645674,61.417322834645674,,0.0
strom_N100,sig_endzeile,2026-06-17 00:00:00+00:00,127,96,31,0,0,100.0,75.59055118110236,75.59055118110236,,0.0
strom_N100,please_relay,2026-06-17 00:00:00+00:00,127,61,66,0,0,100.0,48.031496062992126,48.031496062992126,,0.0
strom_N100,runde,2026-06-17 06:00:00+00:00,48,37,11,0,0,100.0,77.08333333333334,77.08333333333334,,0.0
strom_N100,cohort,2026-06-17 06:00:00+00:00,48,26,22,0,0,100.0,54.166666666666664,54.166666666666664,,0.0
strom_N100,meldeformat,2026-06-17 06:00:00+00:00,48,36,12,0,0,100.0,75.0,75.0,,0.0
strom_N100,sig_endzeile,2026-06-17 06:00:00+00:00,48,41,7,0,0,100.0,85.41666666666666,85.41666666666666,,0.0
strom_N100,please_relay,2026-06-17 06:00:00+00:00,48,29,19,0,0,100.0,60.416666666666664,60.416666666666664,,0.0
strom_N100,runde,2026-06-17 12:00:00+00:00,40,28,12,0,0,100.0,70.0,70.0,,0.0
strom_N100,cohort,2026-06-17 12:00:00+00:00,40,21,19,0,0,100.0,52.5,52.5,,0.0
strom_N100,meldeformat,2026-06-17 12:00:00+00:00,40,27,13,0,0,100.0,67.5,67.5,,0.0
strom_N100,sig_endzeile,2026-06-17 12:00:00+00:00,40,28,12,0,0,100.0,70.0,70.0,,0.0
strom_N100,please_relay,2026-06-17 12:00:00+00:00,40,20,20,0,0,100.0,50.0,50.0,,0.0
strom_N100,runde,2026-06-17 18:00:00+00:00,23,19,4,0,0,100.0,82.6086956521739,82.6086956521739,,0.0
strom_N100,cohort,2026-06-17 18:00:00+00:00,23,11,12,0,0,100.0,47.82608695652174,47.82608695652174,,0.0
strom_N100,meldeformat,2026-06-17 18:00:00+00:00,23,18,5,0,0,100.0,78.26086956521739,78.26086956521739,,0.0
strom_N100,sig_endzeile,2026-06-17 18:00:00+00:00,23,20,3,0,0,100.0,86.95652173913044,86.95652173913044,,0.0
strom_N100,please_relay,2026-06-17 18:00:00+00:00,23,17,6,0,0,100.0,73.91304347826086,73.91304347826086,,0.0
strom_N100,runde,2026-06-18 00:00:00+00:00,8,6,2,0,0,100.0,75.0,75.0,,0.0
