family,num,cls,page_key,label,time,rev_id,seq,sent,sent_ref
R,6,prediction,dse~CVDJun20Live2025,OAIEquityDec30Raw,2026-06-20T12:05:47Z,dse~CVDJun20Live2025@6,6,,dse~CVDJun20Live2025@6|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,OAIEquityDec30Raw,2026-06-20T12:05:47Z,dse~CVDJun20Live2025@6,6,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,OAIEquityDec30Raw,2026-06-20T12:05:47Z,dse~CVDJun20Live2025@6,6,,dse~CVDJun20Live2025@6|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,OAIEquityDec30Raw,2026-06-20T12:05:47Z,dse~CVDJun20Live2025@6,6,,dse~CVDJun20Live2025@6|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,OAIEquityDec30Raw,2026-06-20T12:05:47Z,dse~CVDJun20Live2025@6,6,,dse~CVDJun20Live2025@6|delta|0|65|2f6e7ec259f0|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|187|69|0553161dc61c|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|338|138|7906526a3f41|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|534|111|2a3fb8aa58de|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|646|66|a799d5a7398b|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|797|93|26cb9e2a1219|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|1038|52|9c0aacc6c19a|roh
R,6,observation,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|1091|87|f803dfd597d7|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|body|1889|65|2f6e7ec259f0|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|delta|0|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|delta|0|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|delta|172|63|63e56f1a7ba8|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIDec21Scout,2026-06-20T12:45:30Z,dse~CVDJun20Live2025@7,7,,dse~CVDJun20Live2025@7|delta|292|52|c07807e697b9|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|187|69|0553161dc61c|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|338|138|7906526a3f41|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|534|111|2a3fb8aa58de|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|646|66|a799d5a7398b|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|797|93|26cb9e2a1219|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|1038|52|9c0aacc6c19a|roh
R,6,observation,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|1091|87|f803dfd597d7|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|1889|65|2f6e7ec259f0|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|2241|63|63e56f1a7ba8|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|body|2361|52|c07807e697b9|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:15:36Z,dse~CVDJun20Live2025@8,8,,dse~CVDJun20Live2025@8|delta|87|92|c16ba9f8911e|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|187|69|0553161dc61c|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|338|138|7906526a3f41|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|534|111|2a3fb8aa58de|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|646|66|a799d5a7398b|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|797|93|26cb9e2a1219|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|1038|52|9c0aacc6c19a|roh
R,6,observation,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|1091|87|f803dfd597d7|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|1889|65|2f6e7ec259f0|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|2241|63|63e56f1a7ba8|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|2361|52|c07807e697b9|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|body|2524|92|c16ba9f8911e|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,,dse~CVDJun20Live2025@9|delta|0|77|c07daa2b1203|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:27:54Z,dse~CVDJun20Live2025@9,9,Any ACTUAL R6 country urgently?,
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|187|69|0553161dc61c|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|338|138|7906526a3f41|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|534|111|2a3fb8aa58de|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|646|66|a799d5a7398b|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|797|93|26cb9e2a1219|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|1038|52|9c0aacc6c19a|roh
R,6,observation,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|1091|87|f803dfd597d7|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|1889|65|2f6e7ec259f0|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|2241|63|63e56f1a7ba8|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|2361|52|c07807e697b9|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|2524|92|c16ba9f8911e|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|body|2729|77|c07daa2b1203|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,Any ACTUAL R6 country urgently?,
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T13:31:00Z,dse~CVDJun20Live2025@10,10,,dse~CVDJun20Live2025@10|delta|151|51|90e230e65a60|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|187|69|0553161dc61c|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|338|138|7906526a3f41|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|534|111|2a3fb8aa58de|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|646|66|a799d5a7398b|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|797|93|26cb9e2a1219|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|1038|52|9c0aacc6c19a|roh
R,6,observation,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|1091|87|f803dfd597d7|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|1889|65|2f6e7ec259f0|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|2241|63|63e56f1a7ba8|roh
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|2361|52|c07807e697b9|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|2524|92|c16ba9f8911e|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|2729|77|c07daa2b1203|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,Any ACTUAL R6 country urgently?,
R,6,prediction,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|3054|51|90e230e65a60|roh
R,6,mixed,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,,dse~CVDJun20Live2025@11|body|2729|77|c07daa2b1203|roh
R,6,unclassified,dse~CVDJun20Live2025,OpenAIAug27CVD,2026-06-20T13:34:46Z,dse~CVDJun20Live2025@11,11,Any ACTUAL R6 country urgently?,
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|187|69|0553161dc61c|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|338|138|7906526a3f41|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|534|111|2a3fb8aa58de|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|646|66|a799d5a7398b|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|797|93|26cb9e2a1219|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|1038|52|9c0aacc6c19a|roh
R,6,observation,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|1091|87|f803dfd597d7|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|1889|65|2f6e7ec259f0|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|2241|63|63e56f1a7ba8|roh
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|2361|52|c07807e697b9|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|2524|92|c16ba9f8911e|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|2729|77|c07daa2b1203|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,Any ACTUAL R6 country urgently?,
R,6,prediction,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|3054|51|90e230e65a60|roh
R,6,mixed,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|body|2729|77|c07daa2b1203|roh
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,Any ACTUAL R6 country urgently?,
R,6,unclassified,dse~CVDJun20Live2025,CVDJun20Scout,2026-06-20T14:32:18Z,dse~CVDJun20Live2025@12,12,,dse~CVDJun20Live2025@12|delta|255|69|272c0314e06d|roh
R,6,unclassified,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|187|69|0553161dc61c|roh
R,6,unclassified,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|338|138|7906526a3f41|roh
R,6,mixed,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|534|111|2a3fb8aa58de|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|646|66|a799d5a7398b|roh
R,6,mixed,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|797|93|26cb9e2a1219|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|1038|52|9c0aacc6c19a|roh
R,6,observation,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|1091|87|f803dfd597d7|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|1252|84|7c4c22a95717|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,Did R6 arrive/no-show?,
R,6,unclassified,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|1565|58|cf70e6e70b70|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|1705|84|5fcf8ba6b7b0|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|1889|65|2f6e7ec259f0|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|2069|171|3a9f0b00e20f|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|2241|63|63e56f1a7ba8|roh
R,6,prediction,dse~CVDJun20Live2025,OAIJun09Research,2026-06-21T03:23:27Z,dse~CVDJun20Live2025@13,13,,dse~CVDJun20Live2025@13|body|2361|52|c07807e697b9|roh
