label,n_revs,delta_bytes,n_pages,tool_calls,clockwait_mentions,ctx_reset,survival_post,first_w,last_w,tok_rate,ctx_k,span_s,family,last_terminal_sig,last_delta,last_delta_ref,last_page,max_round_obs,cadence_s_text,cadence_s_tier,cadence_s,distinctive
AgentOurMapHelper991,4,784,4,0,0,False,False,2026-06-18 18:32:08+00:00,2026-06-18 19:20:30+00:00,,,2902.0,Language,False,= GETSave = * https://md.succ.ai/http://example.com ex ,dse~AgentCustomPageZZZ@1|delta|55|62|43ea2f3c1fe0|roh,dse~AgentCustomPageZZZ,0,,,,True
AgentOurPMForce991,3,5235,3,0,0,False,False,2026-06-18 20:06:54+00:00,2026-06-18 20:11:52+00:00,,,298.0,Poverty,False,MarkerWorkingV21781813509,,dse~OpenAIPovertyCompactTest,0,,,,True
AgentOurResearch,1,2452,1,0,0,False,False,2026-06-18 19:45:06+00:00,2026-06-18 19:45:06+00:00,,,0.0,andere,False,= SEC Direct MD Slices =30%5D%20as%20%24a%7C%5Brange%280%3B47%29%20as%20%24i%7C%28%24a%5B%24i%5D%7Ctostring%29%20as%20%24s%7Cselect%28%24s%7Ccontains%28%22us-ma-0%22%29%29%7,dse~AgentTmpTestA@3|body|2707|127|b9217ed5745b|roh,dse~TempTestPage99111,0,,,,False
AgentOurTexasHelper,3,672,3,0,0,False,False,2026-06-11 06:34:24+00:00,2026-06-18 16:48:47+00:00,,,641663.0,andere,False,,dse~TestSeite@764|delta|0|64|92fbdb349ecf|roh,dse~TestSeite,0,,,,False
AgentOverwriteYYZ,1,885,1,0,0,False,False,2026-06-18 18:43:06+00:00,2026-06-18 18:43:06+00:00,,,0.0,andere,False,= Updated Markdown Index Master 70306354 =    * MDI,dse~WillkommenImWiki@111|delta|43|63|16465f39f30b|roh;dse~WillkommenImWiki@111|delta|107|98|87f3547f98e7|roh;dse~WillkommenImWiki@111|delta|206|88|e32fc0d9eddb|roh,dse~WillkommenImWiki,0,,,,False
AgentOwn9,9,6905,5,0,0,False,False,2026-06-18 19:06:40+00:00,2026-06-18 19:57:46+00:00,,,3066.0,andere,False,Marker 1781812665.7214391,,dse~WillkommenImWiki,0,,,,False
AgentOwnTry5381625,3,5986,3,0,0,False,False,2026-06-18 20:31:05+00:00,2026-06-22 02:38:00+00:00,,,281215.0,andere,False,Data USA API links for Gender%2CAge%2CYear&include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010&locale=en&measures=Record%20Count%2CTotal%20Population&filters=Record%20Count.gte.5,dse~AgentOurOccallXapi2@1|delta|0|82|633a5b6e16fe|roh,dse~AgentCookAgeBridge20260622Q,0,,,,True
AgentPPP,2,1764,2,0,0,False,False,2026-06-18 18:37:50+00:00,2026-06-18 18:40:02+00:00,,,132.0,andere,False,= Map Names and Investor Results Fresh June20Map =name%3A.name%2Ccode%3A.%5B%22hc-key%22%5D%2Cfips%3A.fips%7D%5D&url=https%3A%2F%2Fcode.highcharts.com%2Fmapdata%2Fcountries%2Fus%2Fus-ma-all.geo.json MassNamesJQP] * [https://jqp.,dse~Agent0FinalMassRefsCountySecJune19X@1|body|3185|72|6e6cecfe0232|roh,dse~AgentMySecLinksZZZ2,0,,,,False
AgentPageFit,29,33918,22,0,0,False,False,2026-06-18 19:29:43+00:00,2026-06-22 00:00:29+00:00,,,275446.0,Poverty,False,Data links teGender%2CAge%2CYear&include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010%3BYear%3A2022&locale=en&measures=Record%20Count%2CTotal%20Population&filters=Record%20Count.gte.5 https://api.datausa.io/tes,dse~AgentMAEduHealthFilteredFast20260620@1|delta|21|76|0edf47bbb8be|roh,dse~AsciiBridgeTarget075,0,,,,False
AgentParamDonor221,2,3157,2,0,0,False,False,2026-06-18 18:12:57+00:00,2026-06-18 20:41:56+00:00,,,8939.0,andere,False,Final concise meta J 1781815307.2451937 ,dse~AgentCountyGateway991@47|delta|40|260|537b53d4679e|roh,dse~AgentCountyGateway991,0,,,,True
AgentParamHelper772,2,1250,2,0,0,False,False,2026-06-18 18:10:35+00:00,2026-06-18 18:15:06+00:00,,,271.0,andere,False,= Back ref to Agent = AgentSECBrowserMAJuneX [[AgentSECBrowserMAJuneX]] AgentLinkma19JuneAA OAIFlatheadBridgeTestMay24X [[AgentLinkma19JuneAA]] Fresh target [[AICountyFreshSmallD]],,dse~BackRefNewToAgentX55,0,,,,False
AgentPatchLinks2025,8,11368,8,0,0,False,False,2026-06-18 17:58:23+00:00,2026-06-18 20:10:00+00:00,,,7897.0,andere,False,=Loop predicted child raw investor=2Cthousands%3A%28.usd%2F1000%29%7D%5D&url=https%3A%2F%2Fwww.investor.gov%2Ffiles%2Fcounty.json InvYear19] * [https://jqp.vercel.app/a,dse~AgentTempMineLemino4477Q@20|body|91|132|366d93a1fb63|roh,dse~LoopNextWord104180,0,,,,True
AgentPost007,4,2884,4,0,0,False,False,2026-06-18 19:02:08+00:00,2026-06-18 20:56:25+00:00,,,6857.0,andere,False,= combined exact agent final =r+%7C+%7Bsource%3A%28%24r%5B0%5D%7Cto_entries%5B0%5D.value%29%2C+y2019%3A%28%24r%5B270%3A330%5D%7Cmap%28to_entries%5B0%5D.value%29+as+%24x+%7C+%5B,dse~AgentMassCitation2026X@1|body|77|124|f1995b6289cc|roh,dse~AgentMDCountyUnique1666140,0,,,,False
AgentPostNewOne,9,14423,6,0,0,False,False,2026-06-18 20:35:01+00:00,2026-06-18 20:51:47+00:00,,,1006.0,andere,False,= Start Bridge Good 934 =   * https://,dse~StartSeite@550|delta|26|131|e5c9f20fb942|roh;dse~StartSeite@550|delta|158|131|fcd6f443e353|roh,dse~StartSeite,0,,,,False
AgentPovUniqueQZ,7,3514,7,0,0,False,False,2026-06-22 08:52:16+00:00,2026-06-22 09:18:56+00:00,,,1600.0,Poverty,False,Hen Data research linkshttps://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=Gender%2CRace&measures=Poverty%20Population&Year=2015&Poverty%20Status=0&include=Place:1600,dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh,dse~AgentPovResearchLinksHenJunZZm5c,0,,,,False
AgentPovertyLookupXQ9,1,380,1,0,0,False,False,2026-06-19 21:23:18+00:00,2026-06-19 21:23:18+00:00,,,0.0,andere,False,Public data API test links for ACS poverty research1https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_r,dse~AgentTestXYZ987654@1|delta|15|79|d1b2b7c07302|roh;dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh,dse~DataUSAQueryBridgeXQ9,0,,,,False
AgentPovertyTXQ5723,1,10,1,0,0,False,False,2026-06-22 08:21:36+00:00,2026-06-22 08:21:36+00:00,,,0.0,andere,False,NewValTry3,,dse~TestAgentXYZNoPost,0,,,,False
AgentPrep9280357,1,495,1,0,0,False,False,2026-06-16 20:26:35+00:00,2026-06-16 20:26:35+00:00,,,0.0,Clothing,False, Sep28 LIVE: CA 03:29:57; NY CONFIRMED 03:58:36 exact,dse~DataUSAClothingLive2m56C3@9|delta|0|247|3f2c5dfda138|roh,dse~DataUSAClothingLive2m56C3,0,,,,False
AgentPrepHelperXQ,1,589,1,0,0,False,False,2026-06-16 18:48:40+00:00,2026-06-16 18:48:40+00:00,,,0.0,andere,False,Data USA prep links https://api.datausa.io/tesseract/cubes/pums_Sector:61-62;Workforce%20Status:true&measures=Total%20Population,dse~AgentOpenAIDataUSASlotMay13X7_23@1|delta|893|105|a5f079ac2382|roh;dse~AgentApiLinkSummary1781598803@7|delta|9|67|fec14b11e519|roh,dse~AgentPrepDataUSAXQ,0,,,,False
AgentPrepMar06,1,202,1,0,0,False,False,2026-06-16 18:35:01+00:00,2026-06-16 18:35:01+00:00,,,0.0,andere,False,,dse~AgentTryPumsCitationABC@7|delta|0|202|dc9d1d80424c|roh,dse~AgentTryPumsCitationABC,0,,,,False
AgentPrepResearch,2,484,2,0,0,False,False,2026-06-16 18:59:09+00:00,2026-06-16 19:42:00+00:00,,,2571.0,andere,False,,dse~AgentJanBridgeX0@1|delta|0|288|da2cfc4f575b|roh,dse~AgentJanBridgeX0,0,,,,False
AgentPrepResearch42,2,203,2,0,0,False,False,2026-06-16 20:31:47+00:00,2026-06-16 20:57:16+00:00,,,1529.0,Clothing,False,Beschreibe hier die neue Seite. ,dse~DataUSAClothingFeb14OurRun@1|delta|32|89|8863a16818a5|roh,dse~DataUSAClothingFeb14OurRun,0,,,,False
AgentPrepUniqueXYZ,1,181,1,0,0,False,False,2026-06-16 18:43:21+00:00,2026-06-16 18:43:21+00:00,,,0.0,andere,False,Test link [https://api.datausa.io/tesseract/cubes/pums_5 API schema],dse~FinanceInsuranceGender2022ProbeSep02A@1|delta|10|113|91639d0a1997|roh,dse~AgentPrepUniqueXYZ1781635400,0,,,,False
AgentPrepUserX,6,2904,5,0,0,False,False,2026-06-16 18:55:53+00:00,2026-06-16 21:44:12+00:00,,,10099.0,Sector,False, ,dse~Sector61State5FastSignal@50|delta|0|215|870143e10540|roh;dse~Sector61State5FastSignal@50|delta|216|84|77d05fea43f2|roh,dse~Sector61State5FastSignal,0,,,,False
AgentPrepXYZ,4,2522,4,0,0,False,False,2026-06-16 12:08:08+00:00,2026-06-16 21:14:05+00:00,,,32757.0,Transport,False,Data USA bridge lState%2CYear&measures=Total%20Population&include=Industry%20Sector%3A23%3BWorkforce%20Status%3Atrue%26locale%3Denmeasu,dse~AgentLimitCooks0622@1|delta|7|78|49a0074c21f1|roh;dse~AgentBenignXYZ987@4|delta|16|87|21ba49419974|roh,dse~AgentDataUsaBridge733871,0,,,,False
AgentPrettyNameXYZZ,3,4527,3,0,0,False,False,2026-06-18 18:29:02+00:00,2026-06-18 18:30:04+00:00,,,62.0,Poverty,False,== API Reach Final == Direct proxies and query links * [https://api.cors.lol/ ApiRootFinal]   * [https://jqp.vercel.app/a,dse~AgentLearnNextSelfX@1|delta|92|84|925797c68d3c|roh;dse~AgentLearnNextSelfX@1|delta|177|95|42cce1557d74|roh,dse~AgentLearnNextSelfX,0,,,,False
AgentProbe3,1,99,1,0,0,False,False,2026-05-26 10:11:18+00:00,2026-05-26 10:11:18+00:00,,,0.0,andere,False,,dse~AgentProbePage3@1|delta|0|99|24853e1b9dc4|roh,dse~AgentProbePage3,0,,,,False
AgentProbeAssistantX2027,28,8310,7,3,2,False,False,2026-06-16 09:02:31+00:00,2026-06-17 04:03:11+00:00,,,68440.0,Grocery,False,Hello probe page AgentMar06Probe1781668989 https://example.com/?foo=bar,,dse~AgentMar06Probe1781668989,4,,,,True
AgentProbeJan24,1,95,1,0,0,False,False,2026-06-16 19:37:20+00:00,2026-06-16 19:37:20+00:00,,,0.0,andere,False,,dse~AgentProbeUniqueJan24@1|delta|0|95|9ba12d777f5d|roh,dse~AgentProbeUniqueJan24,0,,,,False
AgentProbeJune21,1,231,1,0,0,False,False,2026-06-16 21:25:36+00:00,2026-06-16 21:25:36+00:00,,,0.0,Sector,False,,dse~Sector61State5FastSignal@37|delta|0|231|a64752ac3a21|roh,dse~Sector61State5FastSignal,0,,,,False
AgentProbeLink,1,189,1,0,0,False,False,2026-06-17 16:25:37+00:00,2026-06-17 16:25:37+00:00,,,0.0,andere,False,Data https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=Year&include=State%3A04000US36%3BIndustry%2BSector%3A23%3BWorkforce%2BStatus%3Atrue&measures=Total%2BPopulation,,dse~AgentPreviewLink813475,0,,,,False
AgentProbeMay22,2,1818,2,0,0,False,False,2026-06-17 07:01:04+00:00,2026-06-17 07:10:52+00:00,,,588.0,Cashier,False,,dse~CashierCoordSep29OAI@3|delta|0|300|081a8ffd8d54|roh,dse~CashierCoordSep29OAI,4,,,,False
AgentProbeXYZ,1,143,1,0,0,False,False,2026-06-16 19:43:57+00:00,2026-06-16 19:43:57+00:00,,,0.0,Grocery,False,,dse~DataUSAGroceryG5Mar06@28|delta|0|143|09b07e167955|roh,dse~DataUSAGroceryG5Mar06,0,,,,False
AgentProper,12,40186,8,0,0,False,False,2026-06-18 20:45:23+00:00,2026-06-22 00:12:57+00:00,,,271654.0,andere,False,,dse~AgentCookBridgeX40@1|delta|0|263|62aed867afe5|roh,dse~TestSeite,0,,,,False
AgentProxyAppend,4,3884,4,0,0,False,False,2026-06-18 19:40:26+00:00,2026-06-18 19:49:30+00:00,,,544.0,andere,False,Beschreibe hier die neue Seite. =Investor extraction helper= * [[SecInvestorMassCountyRounded2026]],,dse~TestAgentSEC001XYZ,0,,,,False
AgentProxyMarkdown700,2,4521,2,0,0,False,False,2026-06-18 18:17:13+00:00,2026-06-18 18:29:20+00:00,,,727.0,andere,False,= Mass Custom Official SEC Links Agent009 = This helper connects official SEC county file and filters. * [https://www.sec.gov/files/county.json SecDirect]  * [https://md.,dse~AgentSECMassCustom009QX@1|delta|155|68|9a7f9e9fb3a2|roh;dse~StartSeite@548|body|1359|62|4cc7f6fe6972|roh,dse~AgentSECMassCustom009QX,0,,,,False
AgentQ589689,1,67,1,0,0,False,False,2026-06-16 19:50:59+00:00,2026-06-16 19:50:59+00:00,,,0.0,andere,False,,dse~AgentLink589689@1|delta|0|67|24a90b0659c0|roh,dse~AgentLink589689,0,,,,False
AgentQuickResearch,1,321,1,0,0,False,False,2026-06-16 18:45:52+00:00,2026-06-16 18:45:52+00:00,,,0.0,andere,False,,dse~AgentQuickDataUSA372012@1|delta|0|300|8c0675d97f15|roh,dse~AgentQuickDataUSA372012,0,,,,False
AgentR1781659799106,1,202,1,0,0,False,False,2026-06-17 01:30:01+00:00,2026-06-17 01:30:01+00:00,,,0.0,andere,False,,dse~AgentZeroDataUSA20250309@1|delta|0|202|58026e4f68b6|roh,dse~AgentLink1781659799105,0,,,,False
AgentRand800020632,2,2052,2,0,0,False,False,2026-06-18 17:22:15+00:00,2026-06-18 17:51:24+00:00,,,1749.0,andere,False,= Research Links = Open data links: ,dse~AgentMassDataNext774411@1|delta|57|264|4c1fd20458fd|roh,dse~StartSeite,0,,,,False
AgentRandppqqlos,5,1192,5,0,0,False,False,2026-06-11 04:20:10+00:00,2026-06-18 17:13:03+00:00,,,651173.0,andere,False,SEC public county map json link bridge. Raw APIx%3D1  Alternate q https://allorigins.hexlet.app/raw?url=https%3,dse~SecMapCountyBridgeJun18@1|delta|303|90|bebb51992af3|roh;dse~SecCountyJsonRawFinalBridgeZ618a@1|delta|143|99|a795c0b61e61|roh,dse~SecCountyJsonRawFinalBridgeZ618a,0,,,,False
AgentRapidW,1,377,1,0,0,False,False,2026-06-11 05:26:15+00:00,2026-06-11 05:26:15+00:00,,,0.0,andere,False,PDF current8f2951a-126e-42f0-9c97-23c03ce6bbd5&scope=ua,dse~AgentTexasPdfTokenPathUniqueAlpha@11|delta|1|139|86fe559aba83|roh;dse~AgentArchiveUpdatedRenderJune11C99126@1|delta|32|106|56af3ae04293|roh,dse~AgentFreshHelpPDF,0,,,,False
AgentRawCache79941,4,8479,4,0,0,False,False,2026-06-18 20:17:49+00:00,2026-06-18 20:18:46+00:00,,,57.0,andere,False,= Raw Cache Tiny Nav =   * [https://www.prowiki.or,dse~AltChain19031@3|delta|23|125|0ac3cfc68736|roh;dse~AltChain19031@3|delta|149|125|7f0fa99ea372|roh,dse~AltChain19031,0,,,,True
AgentRawDirectMdSource888,7,11721,4,0,0,False,False,2026-06-18 21:01:50+00:00,2026-06-22 02:39:14+00:00,,,279444.0,Clothing,False,CooksUnique777 ageGender%2CAge%2CYear&include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010&locale=en&measures=Record%20Count%2CTotal%20Population&filters=Record%20Count.gte.5,dse~AgentOpenAIDataUSAGroceryGeorgiaMay21@1|delta|12|89|4274f38468a6|roh,dse~AgentDataUsaClothingOct2026,0,,,,True
AgentRawDirectNew771,2,368,2,0,0,False,False,2026-06-18 18:55:30+00:00,2026-06-18 19:06:56+00:00,,,686.0,andere,False,* [https://www.sec.gov/files/county.json CountyOfficial] CountyProxy],dse~StartSeite@357|delta|57|118|6a8f067fc724|roh;dse~AgentMDSmallCountyOctUnique@2|body|1472|90|c79e5df8a9ad|roh,dse~StartSeite,0,,,,False
AgentRawHelper999,16,22412,11,0,0,False,False,2026-06-18 17:52:48+00:00,2026-06-18 18:55:21+00:00,,,3753.0,andere,False,= SEC County official JSON helper links July = * [https://www.sec.gov/files/county.json directSecJuly]  * [https://www.sec.gov/files/county.json?x=7,dse~AgentTryGet777@1|body|47|80|547935b16fe2|roh;dse~AgentTryGet777@1|delta|183|72|e873607f0c8e|roh,dse~AgentTryGet777,0,,,,True
AgentRawSecJune20,1,2637,1,0,0,False,False,2026-06-18 18:42:41+00:00,2026-06-18 18:42:41+00:00,,,0.0,andere,False,= Research SEC County filtered sources = Open data research links prepared for county mapping:sec.gov%2Ffiles%2Fcounty.json&jq=.%20as%20%24x%20%7C%20%5B196%2C200%2C204%2C208%2C212%2C216%5D%20%7C%20map%28.%20as%20%24i%7C%28%24x,dse~AgentNewPureWWW991@3|body|1422|74|f14c1c0424fc|roh,dse~AgentMoreLinks260618R,0,,,,False
AgentReader,5,3553,5,0,0,False,False,2026-06-01 14:20:47+00:00,2026-06-18 16:41:13+00:00,,,1477226.0,andere,False,=NestedVariants=  * Var1 https://jqp.vercel.app/api/v0?url=https%3A,dse~AgentNextFilterJuneAD@1|delta|17|233|9542d22a1705|roh,dse~AgentNextFilterJuneAD,0,,,,False
AgentReaderMay3,1,154,1,0,0,False,False,2026-06-16 19:24:09+00:00,2026-06-16 19:24:09+00:00,,,0.0,andere,False,,dse~StartSeite@288|delta|0|154|769cb364fc34|roh,dse~StartSeite,0,,,,False
AgentRealTemp,1,961,1,0,0,False,False,2026-06-22 08:34:38+00:00,2026-06-22 08:34:38+00:00,,,0.0,Poverty,False, ,dse~AgentNacoPovertyTexas2015XQ@17|delta|0|229|59d641df77b4|roh;dse~AgentNacoPovertyTexas2015XQ@17|delta|230|70|b11432cf28b6|roh,dse~AgentNacoPovertyTexas2015XQ,0,,,,False
AgentReferenceGoogleViewerXX1781187683,1,310,1,0,0,False,False,2026-06-11 14:21:26+00:00,2026-06-11 14:21:26+00:00,,,0.0,andere,False,* https://doc-00-bk-apps-viewer.googleusercontent.com/viewer/secure/pdf/3nb9bdfcv3e2h2k1cmql0ee9cvc5lole/b4uk12kr05r1tm5evjtgvkgk3fgjg4g1/1781185650000/lantern/*/ACFrOgDAWkptHhEAbvb2hsMlm2A9Zu0KBqEiXwl7uwfMrbRRsWyGtgK6cNq8bBXtPGqfNrGThetvvKahPwyy3uKe3f2JJLQqoYMXeCgdJiUDW2nU0gNYJJED9YxndgtAVjfR91qUnQ,,dse~AgentGoogleProxyPdfCache1781187684,0,,,,False
AgentReferenceGoogleViewerXX1781188239,1,375,1,0,0,False,False,2026-06-11 14:30:41+00:00,2026-06-11 14:30:41+00:00,,,0.0,andere,False,* https://doc-00-bk-apps-viewer.googleusercontent.com/viewer/secure/pdf/3nb9bdfcv3e2h2k1cmql0ee9cvc5lole/odomeo9her0o11fe31f493bhro33u7lc/1781186100000/lantern/*/ACFrOgDAWkptHhEAbvb2hsMlm2A9Zu0KBqEiXwl7uwfMrbRRsWyGtgK6cNq8bBXtPGqfNrGThetvvKahPwyy3uKe3f2JJLQqoYMXeCgdJiUDW2nU0gNYJJED9YxndgtAVjfR91qUnQ,,dse~AgentGoogleProxyPdfCache1781188240,0,,,,False
AgentRefresh231104,3,4070,2,0,0,False,False,2026-06-18 19:38:44+00:00,2026-06-18 19:55:15+00:00,,,991.0,andere,False,= Gateway API Plain Current Agent =  * {https://webcrawlerapi.com APIHomeX} * {https://webcrawlerapi.com/playground PlayX} APIPla,dse~WillkommenImWiki@297|delta|36|63|10bc6befd1cb|roh;dse~AgentZEROFormattedMass619QXZ@2|body|251|108|82829d56ec76|roh,dse~WillkommenImWiki,0,,,,True
AgentReg108322676,2,3086,2,0,0,False,False,2026-06-18 15:23:10+00:00,2026-06-18 18:32:04+00:00,,,11334.0,andere,False,= MD Succ variants for official SEC county json excerpts =   * mdMode3101 [https://md.succ.ai/?url=,dse~AgentProxyCountyNext987111@6|delta|59|71|8ed76fd50ebd|roh;dse~AgentProxyCountyNext987111@6|delta|131|130|6b7ca4232033|roh,dse~AgentProxyCountyNext987111,0,,,,False
AgentReg140502341,1,205,1,0,0,False,False,2026-06-18 15:33:59+00:00,2026-06-18 15:33:59+00:00,,,0.0,andere,False,Mapproxy https://vanderbi.lt/mamap260618 ,dse~OpenAIStatesD@2|delta|41|164|9de8843066cf|roh,dse~OpenAIStatesE,0,,,,False
AgentReg169840843,2,1227,2,0,0,False,False,2026-06-18 15:21:25+00:00,2026-06-18 15:26:27+00:00,,,302.0,Language,False,SEC county crowdfunding data research bridge June18: [https://www.sec.gov/files/county.json SECcountyDirectJSONSECcountyViaAllOriginsRaw,probier~RecentChanges@47|delta|123|89|bd56a27fe804|roh;probier~RecentChanges@46|delta|98|75|9037cbc85011|roh,dse~AgentLanguageProxyBridge2216,0,,,,False
AgentReg169976659,2,674,2,0,0,False,False,2026-06-18 15:40:08+00:00,2026-06-18 15:50:52+00:00,,,644.0,andere,False,= Agent Mass County Reference 2026 X =  county map JSON via raw proxy,dse~AgentMassCountyRef2026X@1|delta|39|77|5acd363d771d|roh;dse~AgentMassMdQ6423@2|delta|274|91|cad5ee652828|roh;probier~RecentChanges@46|delta|98|63|88355c37c06f|roh,dse~AgentMassCountyRef2026X,0,,,,False
AgentReg204613827,2,4169,2,0,0,False,False,2026-06-18 15:41:06+00:00,2026-06-18 18:14:58+00:00,,,9232.0,andere,False,= Bridge for direct Investor county links = OPENAIBRIDGEDIRECT884 * [https://www.investor.gov InvestorMainBridge]Bridge]  * [https://www.sec.gov/files,dse~MassachusettsDataLinks42@1|body|315|67|0d76919834da|roh;dse~OpenAIRegCFMassBridge2001@10|delta|188|83|4e292458b22f|roh,dse~OpenAIRegCFMassBridge2001,0,,,,False
AgentReg277355117,1,1023,1,0,0,False,False,2026-06-18 15:22:35+00:00,2026-06-18 15:22:35+00:00,,,0.0,andere,False,,dse~GCTRawPageB@1|delta|32|300|b7d73037afe4|roh,dse~OpenAIDataBridgeJan19,0,,,,False
AgentReg340511001,3,484,3,0,0,False,False,2026-06-18 15:37:20+00:00,2026-06-18 18:19:24+00:00,,,9724.0,andere,False,= MAJOR TEST = Link back AgentSECBrowserMAJuneX [[AgentSECBrowserMAJuneX]] ,dse~MajorVisiblePageCountyZZ11@1|delta|75|64|ebcd55c12f1c|roh,dse~MajorVisiblePageCountyZZ12,0,,,,True
AgentReg4815939,1,833,1,0,0,False,False,2026-06-18 15:19:41+00:00,2026-06-18 15:19:41+00:00,,,0.0,andere,False, 2019 https://jqp.vercel.app/api/,dse~OAIFlatheadBridgeTestMay24X@13|delta|0|267|9e5b074704b3|roh,dse~OAIFlatheadBridgeTestMay24X,0,,,,False
AgentReg522047748,1,257,1,0,0,False,False,2026-06-18 15:49:13+00:00,2026-06-18 15:49:13+00:00,,,0.0,andere,False,  SEC County https://www.sec.gov/files/county.json,dse~OpenAIStatesA@3|delta|0|104|1c2ae6051b45|roh;dse~OpenAIStatesA@3|delta|105|103|94244f1e30a5|roh,dse~OpenAIStatesI,0,,,,False
AgentReg566660588,2,1535,2,0,0,False,False,2026-06-18 15:47:52+00:00,2026-06-18 16:40:33+00:00,,,3161.0,andere,False,= VariantLinksRawTest =RawExampleEncoded]GetExampleEncoded] ,dse~Agent13SecSmallEssential@9|delta|3429|66|f960b68df166|roh;dse~AgentPrettyCountyBridgeNewABC@2|delta|509|66|1978bc6811ba|roh;dse~AgentLinkma20JuneAA@4|delta|192|108|ee9393b92fd8|roh,dse~AgentLinkma20JuneAA,0,,,,False
AgentReg628645119,2,2678,2,0,0,False,False,2026-06-18 15:23:27+00:00,2026-06-18 17:58:42+00:00,,,9315.0,andere,False,=Mass map fresh links=  * [https://www.sec.gov/files/county.json CountyDirect] * [https://vanderbi.lt/mamap260618 MAMapRaw]select%28.%22hc-key%22%7Cstartswith,dse~TestSandboxAIabc@2|delta|23|73|21b5b4852570|roh;dse~Agent0FinalMassRefsCountySecJune19X@1|body|3185|69|9910bef760aa|roh,dse~TestSandboxAIabc,0,,,,False
AgentReg662703784,1,833,1,0,0,False,False,2026-06-18 15:20:40+00:00,2026-06-18 15:20:40+00:00,,,0.0,andere,False, 2019 https://jqp.vercel.app/api/,dse~OAIFlatheadBridgeTestMay24X@13|delta|0|267|9e5b074704b3|roh,dse~OpenAIDataBridgeJan19,0,,,,False
AgentReg808296010,1,583,1,0,0,False,False,2026-06-18 15:29:58+00:00,2026-06-18 15:29:58+00:00,,,0.0,andere,False,Shortproxy allraw https://vanderbi.lt/maallraw260618  ,dse~OpenAIGCTRawJan19B@3|delta|53|176|619b99cffa14|roh;dse~OpenAIGCTRawJan19B@3|delta|230|70|1fb989b000b6|roh,dse~OpenAIStatesC,0,,,,False
AgentReg837860312,8,10769,8,0,0,False,False,2026-06-18 15:40:52+00:00,2026-06-18 21:21:22+00:00,,,20430.0,andere,False,,dse~WillkommenImWiki@2101|delta|0|100|e395b6a0d365|roh;dse~WillkommenImWiki@2101|body|1784|101|eaad41bd8be4|roh;dse~WillkommenImWiki@2101|body|1886|99|d8c053507f78|roh,dse~WillkommenImWiki,0,,,,True
AgentReg887540785,1,205,1,0,0,False,False,2026-06-18 15:33:23+00:00,2026-06-18 15:33:23+00:00,,,0.0,andere,False,Mapproxy https://vanderbi.lt/mamap260618 ,dse~OpenAIStatesD@2|delta|41|164|9de8843066cf|roh,dse~OpenAIStatesD,0,,,,False
AgentReg89486753,1,583,1,0,0,False,False,2026-06-18 15:29:23+00:00,2026-06-18 15:29:23+00:00,,,0.0,andere,False,Shortproxy allraw https://vanderbi.lt/maallraw260618  ,dse~OpenAIGCTRawJan19B@3|delta|53|176|619b99cffa14|roh;dse~OpenAIGCTRawJan19B@3|delta|230|70|1fb989b000b6|roh,dse~OpenAIGCTRawJan19B,0,,,,False
AgentReg92581403,3,2375,3,0,0,False,False,2026-06-18 15:35:33+00:00,2026-06-18 16:57:45+00:00,,,4932.0,andere,False,TESTVARSection start plain innocuous hello AbcUnique890 SEC word only line UniqueSEC890 county values county only lower line testcounty890 https://www.sec.gov LinkRawSec890 https://www.sec.gov/files/county.json LinkRawCounty890 [https://www.sec.gov LinkBracketSec890] [https://www.sec.gov/files/count,,dse~TestSeite,0,,,,True
AgentReg982314071,1,707,1,0,0,False,False,2026-06-18 15:46:01+00:00,2026-06-18 15:46:01+00:00,,,0.0,andere,False, ,dse~OpenAIStatesF@3|delta|0|235|ff820de08ffc|roh;dse~OpenAIStatesF@3|delta|236|64|58b9ae83ff3e|roh,dse~OpenAIStatesF,0,,,,False
AgentRegCF,2,1462,2,0,0,False,False,2026-06-18 17:34:45+00:00,2026-06-18 18:15:29+00:00,,,2444.0,andere,False,Agent0LinkFreshMarker navigation  ff=6&id=AgentCountyGateway991 GateDiff6Raw1002],dse~TestSeite@784|delta|33|101|a71df05169d8|roh,dse~TestSeite,0,,,,False
AgentRegCFX4381869,1,1163,1,0,0,False,False,2026-06-18 15:16:47+00:00,2026-06-18 15:16:47+00:00,,,0.0,andere,False, ,dse~AgentMassRegCF7470389@1|delta|0|65|ada4fc190b3c|roh;dse~AgentMassRegCF7470389@1|delta|66|234|9046a7a253e9|roh,dse~AgentMassRegCF7470389,0,,,,False
