label,t0,t1,t_mid,wall_delta_s,task_delta_s,rollover,factor,weg,rev0,rev1,page_key_0,page_key_1,beleg0,beleg0_ref,beleg1,beleg1_ref,load_revs_5,load_bytes_5,load_labels_5,load_ip_5,load_events_5,load_revs_15,load_bytes_15,load_labels_15,load_ip_15,load_events_15,load_revs_60,load_bytes_60,load_labels_60,load_ip_60,load_events_60,hour,logf,ldw,ldt,datensatz
Apr06OECDScout,2026-06-20T10:18:48Z,2026-06-20T12:12:15Z,2026-06-20T11:15:31Z,6807.0,5372.0,0,0.7891876009989717,CC,dse~OECDEquity12m18Timing@19,dse~OECDEquityApr06Live@4,dse~OECDEquity12m18Timing,dse~OECDEquityApr06Live,,dse~OECDEquity12m18Timing@19|delta|0|265|40beb9e61e0f|roh,,dse~OECDEquityApr06Live@4|delta|0|249|a651a04da0b9|roh,2.5416666666666665,850.0,2.3333333333333335,2.5416666666666665,2.6666666666666665,7.625,2550.0,6.375,7.625,8.0,26.0,8520.0,17.333333333333332,22.0,27.333333333333332,11,-0.2367512158048232,8.825706773447951,8.588955557643128,mit_Ereignissen_ABC
ArchiveReaderOct21,2026-06-16T19:04:44Z,2026-06-16T19:07:47Z,2026-06-16T19:06:15Z,183.0,309.0,0,1.6885245901639345,AA,dse~DataUSAClothingSequenceCollabAug08@17,dse~DataUSAClothingLive2m56Jun28@2,dse~DataUSAClothingSequenceCollabAug08,dse~DataUSAClothingLive2m56Jun28,,dse~DataUSAClothingSequenceCollabAug08@17|delta|0|297|1c4425e18004|roh,,dse~DataUSAClothingLive2m56Jun28@2|delta|0|228|453109e6ad3c|roh,52.5,12623.0,44.5,36.0,53.5,192.0,46305.0,115.0,74.0,194.0,746.0,246359.0,339.0,118.0,749.0,19,0.5238551240563246,5.209486152841421,5.733341276897746,mit_Ereignissen_ABC
Aug02Precision,2026-06-20T10:28:46Z,2026-06-20T12:47:10Z,2026-06-20T11:37:58Z,8304.0,5372.0,0,0.646917148362235,CC,dse~OECDEquityAug02Live@6,dse~OECDEquityAug02Live@7,dse~OECDEquityAug02Live,dse~OECDEquityAug02Live,,dse~OECDEquityAug02Live@6|delta|0|339|f1172302ce05|roh,,dse~OECDEquityAug02Live@7|delta|0|299|80d20ae5fcc3|roh,2.206896551724138,712.2758620689655,2.0344827586206895,2.206896551724138,2.310344827586207,6.454545454545454,2069.0,5.454545454545454,6.454545454545454,6.7272727272727275,26.333333333333332,8375.0,17.333333333333332,22.0,27.333333333333332,11,-0.43553704776254176,9.024492605405669,8.588955557643128,mit_Ereignissen_ABC
Aug09OECDScout,2026-06-20T00:02:15Z,2026-06-20T03:11:23Z,2026-06-20T01:36:49Z,11348.0,11426.0,0,1.0068734578780403,CC,dse~OECDEducationEquitySequence@15,dse~OECDEquityMay30Live@13,dse~OECDEducationEquitySequence,dse~OECDEquityMay30Live,,dse~OECDEducationEquitySequence@15|delta|0|400|9a012fe860fe|roh,,dse~OECDEquityMay30Live@13|delta|0|288|3807c26dc57d|roh,6.076923076923077,1885.4102564102564,5.333333333333333,5.769230769230769,8.23076923076923,18.23076923076923,5656.2307692307695,14.23076923076923,15.0,24.692307692307693,69.0,21642.75,43.5,43.75,90.0,1,0.006849943355665971,9.336796795928741,9.343646739284408,mit_Ereignissen_ABC
Aug16ClothingResearcher,2026-06-16T19:35:05Z,2026-06-16T19:51:41Z,2026-06-16T19:43:23Z,996.0,5270.0,0,5.291164658634538,AC,dse~DataUSAClothing2m56LiveC3@16,dse~Clothing9m17C3Feb27Live@2,dse~DataUSAClothing2m56LiveC3,dse~Clothing9m17C3Feb27Live,,dse~DataUSAClothing2m56LiveC3@16|delta|0|195|bf46e4c5ce1c|roh,,dse~Clothing9m17C3Feb27Live@2|delta|0|244|52612aabe2d9|roh,58.5,25375.75,47.25,38.75,59.25,174.0,69793.5,120.0,73.5,175.5,746.0,246267.0,339.0,118.0,749.0,19,1.6660383839508097,6.903747257584598,8.569785641535407,mit_Ereignissen_ABC
Aug17ConstructionAgent,2026-06-19T13:40:55Z,2026-06-19T14:40:18Z,2026-06-19T14:10:36Z,3563.0,1451.0,0,0.40724108896996913,CC,dse~DataUSAConstructionWageSep18Live@14,dse~ZZZDataUSAConstructionWageLive@9,dse~DataUSAConstructionWageSep18Live,dse~ZZZDataUSAConstructionWageLive,,dse~DataUSAConstructionWageSep18Live@14|delta|0|213|f1d1c792acdf|roh,,dse~ZZZDataUSAConstructionWageLive@9|delta|0|252|f14b7cb61e36|roh,3.0,777.3846153846154,1.8461538461538463,3.5384615384615383,6.846153846153846,8.2,2158.2,3.8,8.8,26.2,35.5,9759.5,13.5,31.5,81.5,14,-0.8983499127216482,8.178358165605836,7.280008252884188,mit_Ereignissen_ABC
Aug17OECDHelper,2026-06-20T05:48:22Z,2026-06-20T08:10:12Z,2026-06-20T06:59:17Z,8510.0,5372.0,0,0.6312573443008226,CC,dse~OECDEquityLiveAug17Probe@5,dse~OECDEquityLiveAug17Probe@6,dse~OECDEquityLiveAug17Probe,dse~OECDEquityLiveAug17Probe,,dse~OECDEquityLiveAug17Probe@5|delta|0|319|1b0d7bce15fa|roh,,dse~OECDEquityLiveAug17Probe@6|delta|0|323|0ba4810ba435|roh,2.3333333333333335,1217.0666666666666,2.2,2.3333333333333335,2.433333333333333,7.0,3651.2,6.0,6.7,7.3,33.5,17624.75,21.25,25.0,35.25,6,-0.4600416639242916,9.04899722156742,8.588955557643128,mit_Ereignissen_ABC
Aug24CVDScout,2026-06-21T06:58:35Z,2026-06-21T14:09:35Z,2026-06-21T10:34:05Z,25860.0,40903.0,0,1.581709203402939,CB,dse~HealthdataCVDSequenceCollab@82,dse~OECDRegionalRecoveryCO2Sequence@6,dse~HealthdataCVDSequenceCollab,dse~OECDRegionalRecoveryCO2Sequence,,dse~HealthdataCVDSequenceCollab@82|delta|0|215|cbca7113aae2|roh,,dse~OECDRegionalRecoveryCO2Sequence@6|delta|296|338|54b6ed16a0c9|roh,2.9655172413793105,1038.8275862068965,2.632183908045977,2.9080459770114944,3.1379310344827585,8.933333333333334,3118.766666666667,7.066666666666666,8.133333333333333,9.433333333333334,34.0,12065.444444444445,20.333333333333332,26.0,35.77777777777778,10,0.4585060366483437,10.160452652325848,10.618958688974192,mit_Ereignissen_ABC
CVDJun20Scout,2026-06-20T11:57:56Z,2026-06-20T14:32:18Z,2026-06-20T13:15:07Z,9262.0,903.0,0,0.09749514143813431,CB,dse~CVDJun20Live2025@5,dse~CVDJun20Live2025@12,dse~CVDJun20Live2025,dse~CVDJun20Live2025,,dse~CVDJun20Live2025@5|delta|0|240|533757c204a9|roh,,dse~CVDJun20Live2025@12|delta|255|236|a11c20344a22|roh,1.34375,493.5,1.3125,1.4375,1.5,3.8333333333333335,1421.25,3.3333333333333335,4.083333333333333,4.25,17.75,6180.5,10.25,15.25,19.0,13,-2.327952733623712,9.133675287040697,6.805722553416985,mit_Ereignissen_ABC
CashierCoordAgentX,2026-06-16T09:52:31Z,2026-06-16T10:09:29Z,2026-06-16T10:01:00Z,1018.0,1185.0,0,1.1640471512770139,AC,dse~DataUSACashiersMastersSequenceCollabMay28@2,dse~DataUSACashiersMastersSequenceCollabMay28@4,dse~DataUSACashiersMastersSequenceCollabMay28,dse~DataUSACashiersMastersSequenceCollabMay28,,dse~DataUSACashiersMastersSequenceCollabMay28@2|delta|433|400|fc2ccf223403|roh,,dse~DataUSACashiersMastersSequenceCollabMay28@4|delta|475|251|e9552ea8ab0f|roh,11.5,4054.5,8.0,10.75,12.25,36.0,12084.0,18.0,29.5,38.5,117.0,47668.0,30.0,63.5,122.0,10,0.15190285645876359,6.925595197110468,7.077498053569231,mit_Ereignissen_ABC
CashierCoordAgentX,2026-06-16T10:12:29Z,2026-06-16T10:34:49Z,2026-06-16T10:23:39Z,1340.0,11861.5,0,8.851865671641791,CC,dse~CashierSequencePingResearchHelperJan12@2,dse~DataUSACashiersMastersSequenceCollabMay28@9,dse~CashierSequencePingResearchHelperJan12,dse~DataUSACashiersMastersSequenceCollabMay28,,dse~CashierSequencePingResearchHelperJan12@2|delta|0|374|63e7834e0b37|roh,,dse~DataUSACashiersMastersSequenceCollabMay28@9|delta|35|234|3d55ff71973d|roh,11.6,4792.2,7.8,11.8,12.6,34.0,13132.666666666666,14.666666666666666,29.0,36.666666666666664,134.0,50691.0,25.0,70.0,143.0,10,2.1806282471574625,7.200424892944957,9.38105314010242,mit_Ereignissen_ABC
CashierCoordAgentX,2026-06-16T10:34:49Z,2026-06-16T10:56:21Z,2026-06-16T10:45:35Z,1292.0,582.0,0,0.4504643962848297,CA,dse~DataUSACashiersMastersSequenceCollabMay28@9,dse~DataUSACashiersMastersSequenceLive3@7,dse~DataUSACashiersMastersSequenceCollabMay28,dse~DataUSACashiersMastersSequenceLive3,,dse~DataUSACashiersMastersSequenceCollabMay28@9|delta|35|234|3d55ff71973d|roh,,dse~DataUSACashiersMastersSequenceLive3@7|delta|0|252|19b8c83d451b|roh,11.833333333333334,4051.3333333333335,8.0,11.5,12.5,35.5,12154.0,13.0,30.0,37.5,134.0,50691.0,25.0,70.0,143.0,10,-0.7974762366111093,7.163946684342547,6.366470447731438,mit_Ereignissen_ABC
CashierCoordAgentX,2026-06-16T10:56:21Z,2026-06-16T11:25:02Z,2026-06-16T11:10:41Z,1721.0,4252.0,0,2.470656595002905,AB,dse~DataUSACashiersMastersSequenceLive3@7,dse~DataUSACashiersMastersSequenceLive3@19,dse~DataUSACashiersMastersSequenceLive3,dse~DataUSACashiersMastersSequenceLive3,,dse~DataUSACashiersMastersSequenceLive3@7|delta|0|252|19b8c83d451b|roh,,dse~DataUSACashiersMastersSequenceLive3@19|delta|368|248|bcd926a4ea2f|roh,6.714285714285714,1836.7142857142858,5.714285714285714,7.142857142857143,7.714285714285714,23.0,6499.0,11.333333333333334,21.333333333333332,25.333333333333332,96.5,31354.0,21.5,60.0,107.5,11,0.904483943250299,7.450660796211539,8.355144739461839,mit_Ereignissen_ABC
CashierCoordDec02OAI,2026-06-17T03:15:16Z,2026-06-17T03:48:58Z,2026-06-17T03:32:07Z,2022.0,2675.0,0,1.3229475766567755,CC,dse~CashierCoordDec02OAI@3,dse~CashierCoordDec02OAI@4,dse~CashierCoordDec02OAI,dse~CashierCoordDec02OAI,,dse~CashierCoordDec02OAI@3|delta|0|225|a2983b837c76|roh,,dse~CashierCoordDec02OAI@4|delta|0|274|eb5675dbe4c5|roh,11.142857142857142,3444.285714285714,10.285714285714286,10.0,11.428571428571429,28.666666666666668,8829.333333333334,21.333333333333332,22.333333333333332,29.333333333333332,116.0,36599.0,66.0,57.0,119.0,3,0.27986225974969026,7.611842399580417,7.891704659330107,mit_Ereignissen_ABC
CashierCoordDec02OAI,2026-06-17T03:48:58Z,2026-06-17T04:20:55Z,2026-06-17T04:04:56Z,1917.0,2676.0,0,1.3959311424100156,CC,dse~CashierCoordDec02OAI@4,dse~CashierCoordDec02OAI@5,dse~CashierCoordDec02OAI,dse~CashierCoordDec02OAI,,dse~CashierCoordDec02OAI@4|delta|0|274|eb5675dbe4c5|roh,,dse~CashierCoordDec02OAI@5|delta|0|327|24eac8816785|roh,5.125,1532.125,5.0,5.25,5.375,13.666666666666666,4085.6666666666665,12.333333333333334,13.666666666666666,14.333333333333334,76.0,23846.5,45.5,44.5,78.0,4,0.3335616782024745,7.558516743045645,7.892078421248119,mit_Ereignissen_ABC
CashierCoordFeb07OAI,2026-06-17T02:37:46Z,2026-06-17T03:31:47Z,2026-06-17T03:04:46Z,3241.0,3082.0,0,0.9509410675717371,CC,dse~CashierCoordFeb07OAI@1,dse~CashierCoordFeb07OAI@2,dse~CashierCoordFeb07OAI,dse~CashierCoordFeb07OAI,,dse~CashierCoordFeb07OAI@1|delta|0|400|f6649cb80139|roh,,dse~CashierCoordFeb07OAI@2|delta|0|198|79fc3b8b4a5f|roh,12.083333333333334,3869.1666666666665,10.75,10.916666666666666,12.416666666666666,35.8,11012.4,26.8,28.0,36.6,152.5,41358.5,81.5,67.5,154.5,3,-0.050303187261486304,8.083637203141548,8.033334015880062,mit_Ereignissen_ABC
CashierCoordFeb07OAI,2026-06-17T03:31:47Z,2026-06-17T05:21:31Z,2026-06-17T04:26:39Z,6584.0,2675.0,0,0.40628797083839613,CC,dse~CashierCoordFeb07OAI@2,dse~CashierCoordFeb07OAI@3,dse~CashierCoordFeb07OAI,dse~CashierCoordFeb07OAI,,dse~CashierCoordFeb07OAI@2|delta|0|198|79fc3b8b4a5f|roh,,dse~CashierCoordFeb07OAI@3|delta|0|249|235b97e45641|roh,4.043478260869565,1286.5217391304348,3.6956521739130435,3.9565217391304346,4.217391304347826,12.125,3923.375,9.625,11.125,12.625,61.666666666666664,19287.666666666668,38.666666666666664,38.666666666666664,63.333333333333336,4,-0.9006930830267987,8.792397742356906,7.891704659330107,mit_Ereignissen_ABC
CashierCoordFeb07OAI,2026-06-17T05:21:31Z,2026-06-17T06:25:05Z,2026-06-17T05:53:18Z,3814.0,2676.0,0,0.7016255899318301,CC,dse~CashierCoordFeb07OAI@3,dse~CashierCoordFeb07OAI@4,dse~CashierCoordFeb07OAI,dse~CashierCoordFeb07OAI,,dse~CashierCoordFeb07OAI@3|delta|0|249|235b97e45641|roh,,dse~CashierCoordFeb07OAI@4|delta|0|243|f8d392546023|roh,4.071428571428571,1217.2857142857142,3.9285714285714284,4.214285714285714,4.357142857142857,11.8,3571.2,10.0,11.8,12.6,48.0,13853.5,34.0,33.0,53.0,5,-0.3543553649122453,8.246433786160365,7.892078421248119,mit_Ereignissen_ABC
CashierCoordJan12OAI,2026-06-16T11:23:39Z,2026-06-16T12:04:27Z,2026-06-16T11:44:03Z,2448.0,4578.0,0,1.8700980392156863,AC,dse~DataUSACashiersMastersSequenceLive3@18,dse~DataUSACashiersMastersSequenceLive5@13,dse~DataUSACashiersMastersSequenceLive3,dse~DataUSACashiersMastersSequenceLive5,,dse~DataUSACashiersMastersSequenceLive3@18|delta|0|218|d2d36ca05978|roh,,dse~DataUSACashiersMastersSequenceLive5@13|delta|0|239|b439106f8dca|roh,4.111111111111111,926.7777777777778,2.6666666666666665,4.555555555555555,4.888888888888889,12.5,2547.5,6.0,12.75,15.0,46.5,11771.0,13.5,37.0,54.0,11,0.6259908568802953,7.803026643632217,8.429017500512511,mit_Ereignissen_ABC
CashierCoordJan12OAI,2026-06-16T12:04:27Z,2026-06-16T12:29:54Z,2026-06-16T12:17:10Z,1527.0,1751.0,0,1.1466928618205632,CB,dse~DataUSACashiersMastersSequenceLive5@13,dse~TmpCashierJul08Test1781610778@2,dse~DataUSACashiersMastersSequenceLive5,dse~TmpCashierJul08Test1781610778,,dse~DataUSACashiersMastersSequenceLive5@13|delta|0|239|b439106f8dca|roh,,dse~TmpCashierJul08Test1781610778@2|delta|0|167|657e79da499b|roh,2.6666666666666665,440.6666666666667,2.1666666666666665,3.6666666666666665,3.8333333333333335,8.0,1322.0,5.0,10.0,11.5,26.0,8310.0,9.0,24.0,36.0,12,0.13688202706721941,7.3310603052186325,7.467942332285852,mit_Ereignissen_ABC
CashierCoordJan31OAI,2026-06-19T03:13:35Z,2026-06-19T03:19:39Z,2026-06-19T03:16:37Z,364.0,900.0,0,2.4725274725274726,CC,dse~CashierBachelors2015SequenceJan31OAI@1,dse~CashierBachelors2015SequenceJan31OAI@2,dse~CashierBachelors2015SequenceJan31OAI,dse~CashierBachelors2015SequenceJan31OAI,,dse~CashierBachelors2015SequenceJan31OAI@1|delta|0|400|292442afb5a4|roh,,dse~CashierBachelors2015SequenceJan31OAI@2|delta|0|284|f198165e750f|roh,2.5,707.0,2.5,3.5,3.5,9.0,2111.0,7.0,10.0,11.5,27.0,5586.0,19.0,24.0,34.0,3,0.9052408956875702,5.8971538676367405,6.802394763324311,mit_Ereignissen_ABC
CashierCoordJul23OAI,2026-06-17T07:49:35Z,2026-06-17T08:41:20Z,2026-06-17T08:15:27Z,3105.0,11450.0,0,3.687600644122383,CC,dse~CashierCoordJul23OAI@2,dse~AgentConstructionArizonaUtahJun16X@5,dse~CashierCoordJul23OAI,dse~AgentConstructionArizonaUtahJun16X,,dse~CashierCoordJul23OAI@2|delta|0|279|6d56548ba3c2|roh,,dse~AgentConstructionArizonaUtahJun16X@5|delta|0|192|f4e5976db07f|roh,4.25,1571.9166666666667,3.8333333333333335,4.416666666666667,4.583333333333333,12.75,4715.75,10.5,11.5,13.75,59.0,20018.5,40.5,39.0,61.0,8,1.3049760146148066,8.040768994367578,9.345745008982385,mit_Ereignissen_ABC
CashierCoordJun09OAI,2026-06-17T03:13:16Z,2026-06-17T03:30:44Z,2026-06-17T03:22:00Z,1048.0,2386.0,0,2.2767175572519083,CB,dse~CashierCoordJun09OAI@1,dse~CashierCoordJun09OAI@2,dse~CashierCoordJun09OAI,dse~CashierCoordJun09OAI,,dse~CashierCoordJun09OAI@1|delta|0|351|9bbd60bdb7a6|roh,,dse~CashierCoordJun09OAI@2|delta|0|229|cf3a51b02f9a|roh,12.6,4083.0,11.4,11.0,13.0,33.0,10441.0,25.0,25.0,33.666666666666664,117.0,36792.0,66.0,57.0,119.0,3,0.8227347377768739,6.954638864880987,7.777373602657861,mit_Ereignissen_ABC
CashierCoordJun09OAI,2026-06-17T03:30:44Z,2026-06-17T04:22:23Z,2026-06-17T03:56:33Z,3099.0,1168.0,0,0.37689577282994513,BC,dse~CashierCoordJun09OAI@2,dse~CashierCoordJun09OAI@4,dse~CashierCoordJun09OAI,dse~CashierCoordJun09OAI,,dse~CashierCoordJun09OAI@2|delta|0|229|cf3a51b02f9a|roh,,dse~CashierCoordJun09OAI@4|delta|0|221|8daa672dd52f|roh,6.7272727272727275,2128.909090909091,6.2727272727272725,6.636363636363637,7.0,18.5,5854.5,14.75,16.75,19.25,76.0,23890.5,45.5,44.5,78.0,3,-0.9757865943995759,8.038834757787749,7.0630481633881725,mit_Ereignissen_ABC
CashierCoordJun09OAI,2026-06-17T04:22:23Z,2026-06-17T07:33:20Z,2026-06-17T05:57:51Z,11457.0,2675.0,0,0.23348171423583836,CC,dse~CashierCoordJun09OAI@4,dse~CashierCoordJun09OAI@7,dse~CashierCoordJun09OAI,dse~CashierCoordJun09OAI,,dse~CashierCoordJun09OAI@4|delta|0|221|8daa672dd52f|roh,,dse~CashierCoordJun09OAI@7|delta|0|261|3f5631f3d132|roh,4.051282051282051,1213.2564102564102,3.58974358974359,3.923076923076923,4.128205128205129,12.5,3784.1428571428573,9.928571428571429,11.357142857142858,12.714285714285714,54.25,17231.5,36.25,36.75,55.25,5,-1.454651516563519,9.346356175893625,7.891704659330107,mit_Ereignissen_ABC
CashierCoordJun09OAI,2026-06-17T07:33:20Z,2026-06-17T08:29:56Z,2026-06-17T08:01:38Z,3396.0,2676.0,0,0.7879858657243817,CC,dse~CashierCoordJun09OAI@7,dse~CashierCoordJun09OAI@8,dse~CashierCoordJun09OAI,dse~CashierCoordJun09OAI,,dse~CashierCoordJun09OAI@7|delta|0|261|3f5631f3d132|roh,,dse~CashierCoordJun09OAI@8|delta|0|302|f8f7ba4f6add|roh,5.083333333333333,1826.1666666666667,4.666666666666667,4.916666666666667,5.25,15.25,5478.5,12.75,13.0,15.75,59.5,20243.0,40.5,39.0,61.0,8,-0.2382751261831188,8.130353547431238,7.892078421248119,mit_Ereignissen_ABC
CashierCoordMar20OAI,2026-06-17T02:30:29Z,2026-06-17T02:46:18Z,2026-06-17T02:38:23Z,949.0,2610.0,0,2.750263435194942,CC,dse~CashierCoordMar20OAI@1,dse~CashierCoordMar20OAI@3,dse~CashierCoordMar20OAI,dse~CashierCoordMar20OAI,,dse~CashierCoordMar20OAI@1|delta|32|400|75d2da3b49f3|roh,,dse~CashierCoordMar20OAI@3|delta|26|379|183b7ad79862|roh,14.5,3994.75,12.75,13.5,15.25,38.5,11240.0,29.0,32.5,41.0,185.0,44666.0,97.0,78.0,190.0,2,1.0116967017068113,6.855408798609928,7.867105500316739,mit_Ereignissen_ABC
CashierCoordMar20OAI,2026-06-17T02:46:18Z,2026-06-17T02:53:55Z,2026-06-17T02:50:06Z,457.0,2675.0,0,5.853391684901532,CC,dse~CashierCoordMar20OAI@3,dse~CashierCoordMar20OAI@4,dse~CashierCoordMar20OAI,dse~CashierCoordMar20OAI,,dse~CashierCoordMar20OAI@3|delta|26|379|183b7ad79862|roh,,dse~CashierCoordMar20OAI@4|delta|27|293|30691a3043de|roh,11.5,2965.0,10.0,11.5,12.5,31.0,9822.0,25.0,29.0,34.0,185.0,44666.0,97.0,78.0,190.0,2,1.7670212684359023,6.124683390894205,7.891704659330107,mit_Ereignissen_ABC
CashierCoordNov01OAI,2026-06-17T06:01:58Z,2026-06-17T07:41:28Z,2026-06-17T06:51:43Z,5970.0,6259.0,0,1.0484087102177555,BC,dse~CashierCoordOct06OAI@7,dse~CashierCoordNov01OAI@1,dse~CashierCoordOct06OAI,dse~CashierCoordNov01OAI,,dse~CashierCoordOct06OAI@7|delta|0|262|1db47e66d358|roh,,dse~CashierCoordNov01OAI@1|delta|0|400|5d3a564fb9f4|roh,5.666666666666667,1663.095238095238,5.142857142857143,5.476190476190476,5.857142857142857,17.0,4989.285714285715,13.571428571428571,15.142857142857142,17.571428571428573,73.0,23221.5,47.0,44.0,75.0,6,0.04727350053805375,8.694502206386648,8.7417757069247,mit_Ereignissen_ABC
CashierCoordOct22OAI,2026-06-17T02:22:45Z,2026-06-17T02:39:32Z,2026-06-17T02:31:08Z,1007.0,5534.5,0,5.496027805362463,CC,dse~LangR5SignalSep01@8,dse~DataUSACashiersMastersSequenceLive5@33,dse~LangR5SignalSep01,dse~DataUSACashiersMastersSequenceLive5,,dse~LangR5SignalSep01@8|delta|0|295|5d1472ea103a|roh,,dse~DataUSACashiersMastersSequenceLive5@33|delta|0|293|d46489a33f4a|roh,13.25,3500.0,11.25,12.25,14.0,45.0,11387.0,31.0,36.0,46.5,182.0,44410.0,97.0,78.0,190.0,2,1.7040256141071164,6.914730892718563,8.61875650682568,mit_Ereignissen_ABC
CashierCoordOct22OAI,2026-06-17T02:39:32Z,2026-06-17T03:04:00Z,2026-06-17T02:51:46Z,1468.0,5351.0,0,3.6450953678474116,CC,dse~DataUSACashiersMastersSequenceLive5@33,dse~DataUSACashiersMastersSequenceLive5@35,dse~DataUSACashiersMastersSequenceLive5,dse~DataUSACashiersMastersSequenceLive5,,dse~DataUSACashiersMastersSequenceLive5@33|delta|0|293|d46489a33f4a|roh,,dse~DataUSACashiersMastersSequenceLive5@35|delta|0|263|e4bdcf557f81|roh,12.5,4028.0,10.833333333333334,11.666666666666666,13.0,36.333333333333336,11118.333333333334,27.666666666666668,30.0,37.666666666666664,150.0,40759.5,81.5,67.5,154.5,2,1.2933825291368437,7.291656209174461,8.585038738311304,mit_Ereignissen_ABC
CashierCoordOct30OAI,2026-06-17T03:27:18Z,2026-06-17T04:12:17Z,2026-06-17T03:49:47Z,2699.0,3878.5,0,1.43701370878103,CC,dse~CashierCoordOct30OAI@1,dse~CashierCoordOct30OAI@2,dse~CashierCoordOct30OAI,dse~CashierCoordOct30OAI,,dse~CashierCoordOct30OAI@1|delta|0|399|dfea0edcf033|roh,,dse~CashierCoordOct30OAI@2|delta|0|338|4c0cf29906f9|roh,7.6,2376.6,7.2,7.1,7.8,25.25,7710.75,20.0,20.5,26.0,76.5,24004.0,45.5,44.5,78.0,3,0.3625671469129216,7.900636613018005,8.263203759930926,mit_Ereignissen_ABC
CashierCoordOct30OAI,2026-06-17T04:12:17Z,2026-06-17T06:00:05Z,2026-06-17T05:06:11Z,6468.0,2350.5,0,0.36340445269016697,CC,dse~CashierCoordOct30OAI@2,dse~CashierCoordOct30OAI@3,dse~CashierCoordOct30OAI,dse~CashierCoordOct30OAI,,dse~CashierCoordOct30OAI@2|delta|0|338|4c0cf29906f9|roh,,dse~CashierCoordOct30OAI@3|delta|0|243|35327d1b7c9c|roh,2.6956521739130435,823.0434782608696,2.391304347826087,2.6956521739130435,2.782608695652174,9.333333333333334,2818.6666666666665,7.666666666666667,9.0,9.555555555555555,46.333333333333336,13527.666666666666,31.333333333333332,32.666666666666664,47.666666666666664,5,-1.0122388702328122,8.774622220696997,7.7623833504641855,mit_Ereignissen_ABC
CashierCoordOct30OAI,2026-06-17T06:00:05Z,2026-06-17T06:25:52Z,2026-06-17T06:12:58Z,1547.0,2676.0,0,1.7297996121525534,CC,dse~CashierCoordOct30OAI@3,dse~CashierCoordOct30OAI@4,dse~CashierCoordOct30OAI,dse~CashierCoordOct30OAI,,dse~CashierCoordOct30OAI@3|delta|0|243|35327d1b7c9c|roh,,dse~CashierCoordOct30OAI@4|delta|0|278|3e968daae835|roh,4.5,1334.5,4.333333333333333,4.5,4.833333333333333,13.5,4003.5,10.5,12.5,14.5,69.0,19292.0,43.0,39.0,72.0,6,0.548005570675053,7.344072850573066,7.892078421248119,mit_Ereignissen_ABC
CashierCoordOct30OAI,2026-06-17T06:25:52Z,2026-06-17T16:48:00Z,2026-06-17T11:36:56Z,37328.0,32687.0,0,0.8756697385340763,CA,dse~CashierCoordOct30OAI@4,dse~OpenAIApr13ConstructionLive2028@2,dse~CashierCoordOct30OAI,dse~OpenAIApr13ConstructionLive2028,,dse~CashierCoordOct30OAI@4|delta|0|278|3e968daae835|roh,,dse~OpenAIApr13ConstructionLive2028@2|delta|0|244|782b86cbc661|roh,3.304,1001.408,2.888,3.224,3.376,10.069767441860465,3045.8372093023254,7.837209302325581,9.209302325581396,10.279069767441861,40.63636363636363,12277.09090909091,25.363636363636363,28.636363636363637,41.54545454545455,11,-0.13276626993803597,10.527498994261212,10.394732724323175,mit_Ereignissen_ABC
CashierCoordOurRun,2026-06-16T10:36:26Z,2026-06-16T10:46:09Z,2026-06-16T10:41:17Z,583.0,472.0,0,0.8096054888507719,CA,dse~DataUSACashiersMastersSequenceCollabMay28@11,dse~DataUSACashiersMastersSequenceCollabMay28@13,dse~DataUSACashiersMastersSequenceCollabMay28,dse~DataUSACashiersMastersSequenceCollabMay28,,dse~DataUSACashiersMastersSequenceCollabMay28@11|delta|0|224|6544a868d0ad|roh,,dse~DataUSACashiersMastersSequenceCollabMay28@13|delta|0|199|0553f14da8ca|roh,9.333333333333334,3685.6666666666665,6.666666666666667,10.0,11.333333333333334,34.0,12047.0,13.0,30.0,37.5,134.0,53105.0,25.0,70.0,143.0,10,-0.211208200764937,6.368187186350492,6.156978985585555,mit_Ereignissen_ABC
CashierCoordOurRun,2026-06-16T10:46:09Z,2026-06-16T10:52:40Z,2026-06-16T10:49:24Z,391.0,139.0,0,0.3554987212276215,AA,dse~DataUSACashiersMastersSequenceCollabMay28@13,dse~DataUSACashiersMastersSequenceLive3@6,dse~DataUSACashiersMastersSequenceCollabMay28,dse~DataUSACashiersMastersSequenceLive3,,dse~DataUSACashiersMastersSequenceCollabMay28@13|delta|0|199|0553f14da8ca|roh,,dse~DataUSACashiersMastersSequenceLive3@6|delta|0|284|5bfb587dc522|roh,9.0,2854.5,6.0,10.5,11.0,29.0,10614.0,13.0,27.0,33.0,134.0,53105.0,25.0,70.0,143.0,10,-1.034233626854674,5.968707559985366,4.9344739331306915,mit_Ereignissen_ABC
