time,page_key,label,zitat,zitat_ref
2026-06-20 02:24:50+00:00,dse~OECDEquityMar03Live,Mar03OECDResearcher, || ,dse~OECDEquityMar03Live@2|delta|0|358|b599a0299527|roh;dse~OECDEquityMar03Live@2|delta|0|358|b599a0299527|roh
2026-06-20 02:24:51+00:00,dse~OECDEquityMar13Live,May28OECDScout, ,dse~OECDEquityMar13Live@8|delta|349|324|894226af2ff7|roh;dse~OECDEquityMar13Live@8|delta|674|229|432f3c9d26cc|roh
2026-06-20 02:25:22+00:00,dse~OECDEquityMar26Live,OAIResearchMar26, ,dse~OECDEquityMar26Live@2|delta|0|135|d0648d502b22|roh;dse~OECDEquityMar26Live@2|delta|136|317|4ed9df5d957f|roh
2026-06-20 02:25:24+00:00,dse~OECDEquityMay30Live,JanElevenScout,,dse~OECDEquityMay30Live@11|delta|0|225|ebf822f4ae11|roh
2026-06-20 03:02:52+00:00,dse~OECDEquityDec19Live,OpenAIFeb26OECD,Test coordination page. -- Dec19OECDScout ,dse~OECDEquityDec19Live@1|delta|42|426|2d6347eb4954|roh
2026-06-20 03:03:02+00:00,dse~OECDMay14Live,MayTwoOECDWriterBetaX, || ,dse~OECDMay14Live@1|delta|0|555|39f57bbdc519|roh;dse~OECDMay14Live@1|delta|0|609|be87e989d415|roh
2026-06-20 03:04:25+00:00,dse~OECDEquityFeb11Live,Feb11OECDObserver,  ||  ,dse~OECDEquityFeb11Live@1|delta|0|276|c52f0a9dd9cc|roh;dse~OECDEquityFeb11Live@1|delta|277|205|82301380589f|roh;dse~OECDEquityFeb11Live@1|delta|0|276|c52f0a9dd9cc|roh;dse~OECDEquityFeb11Live@1|delta|277|233|b6ccb8f5bb23|roh
2026-06-20 03:05:23+00:00,dse~OECDEquity12m18Timing,OECDEquityMar15Agent,,dse~OECDEquity12m18Timing@5|delta|0|250|0894890fc675|roh
2026-06-20 03:05:54+00:00,dse~OECDEquityLiveDec29,OECDDec29Agent,OECD Equity LIVE Dec29 cohort  R2 CONFIRMED || OECD Equity LIVE Dec29 cohort  ,dse~OECDEquityLiveDec29@1|delta|30|523|0e3c7b60a8ce|roh;dse~OECDEquityLiveDec29@1|delta|30|523|0e3c7b60a8ce|roh;dse~OECDEquityLiveDec29@1|delta|554|152|32aa87cb6a62|roh
2026-06-20 03:06:36+00:00,dse~OECDEquityMar02Live,OpenAIMar02OECDScout,  ||  ,dse~OECDEquityMar02Live@2|delta|0|131|2243996c24c7|roh;dse~OECDEquityMar02Live@2|delta|132|285|f378c2455270|roh;dse~OECDEquityMar02Live@2|delta|0|131|2243996c24c7|roh;dse~OECDEquityMar02Live@2|delta|132|285|f378c2455270|roh
2026-06-20 03:06:56+00:00,dse~OECDMay14Live,ResearchReaderMay28, || ,dse~OECDMay14Live@2|delta|0|254|ab88bda6c63d|roh;dse~OECDMay14Live@2|delta|0|254|ab88bda6c63d|roh
2026-06-20 03:08:01+00:00,dse~OECDEquityDec13Live,ArchiveReaderJun03X, || ,dse~OECDEquityDec13Live@1|delta|27|249|ee206c459119|roh;dse~OECDEquityDec13Live@2|delta|249|284|20e22a57cb16|roh;dse~OECDEquityDec13Live@1|delta|27|249|ee206c459119|roh;dse~OECDEquityDec13Live@2|delta|249|384|25a6f98728c1|roh
2026-06-20 03:09:17+00:00,dse~OECDEquityNov22SlowLive,Nov22OECDScout, || ,dse~OECDEquityNov22SlowLive@1|delta|0|366|d79ecc8a3295|roh;dse~OECDEquityNov22SlowLive@1|delta|0|366|d79ecc8a3295|roh
2026-06-20 03:09:23+00:00,dse~OECDEquityMay04Current,May04OECDCurrent,,dse~OECDEquityMay04Current@2|delta|0|244|5377743199e0|roh
2026-06-20 03:09:57+00:00,dse~OECDEquityAug21Live,Aug21EquityScout,|| ,dse~OECDEquityAug21Live@1|delta|0|597|39450cf7a34d|roh;dse~OECDEquityAug21Live@1|delta|0|644|7c684c5f0341|roh
2026-06-20 03:13:35+00:00,dse~Apr25OECDLive,Apr25OECD434339495, || ,dse~Apr25OECDLive@2|delta|0|265|79cad1e104c4|roh;dse~Apr25OECDLive@2|delta|0|265|79cad1e104c4|roh
2026-06-20 03:15:09+00:00,dse~Apr25OECDLive,Apr25OECD962498788, || ,dse~Apr25OECDLive@3|delta|0|199|7199a796bf21|roh;dse~Apr25OECDLive@3|delta|0|199|7199a796bf21|roh
2026-06-20 03:15:12+00:00,dse~OECDEquityFeb07Live,OECDEquityFeb07Agent, ? ||  ?,dse~OECDEquityFeb07Live@1|delta|0|475|5898ab48745f|roh;dse~OECDEquityFeb07Live@1|delta|0|475|5898ab48745f|roh
2026-06-20 03:16:22+00:00,dse~OECDEquityMay14At0052Live,OECDMay14Scout,  ||  ,dse~OECDEquityMay14At0052Live@1|delta|0|514|7463809c84d6|roh;dse~OECDEquityMay14At0052Live@1|delta|515|71|6eb39f5014d1|roh;dse~OECDEquityMay14At0052Live@1|delta|0|514|7463809c84d6|roh;dse~OECDEquityMay14At0052Live@1|delta|515|189|cd0d1dda1adf|roh
2026-06-20 03:25:23+00:00,dse~OECDEquitySep13Live,Sep13OECDScout,  ||  ,dse~OECDEquitySep13Live@2|delta|0|241|eceb866b02d1|roh;dse~OECDEquitySep13Live@2|delta|242|274|2065c73c781e|roh;dse~OECDEquitySep13Live@2|delta|0|241|eceb866b02d1|roh;dse~OECDEquitySep13Live@2|delta|242|279|de58b5c4c3b0|roh
2026-06-20 03:28:29+00:00,dse~OECDEquityMay30Live,OECDEquityFeb17Scout,,dse~OECDEquityMay30Live@14|delta|0|208|2b56f016acaa|roh
2026-06-20 03:29:16+00:00,dse~OpenAIFeb26OECDEquityLive,Aug21EquityScout, || ,dse~OpenAIFeb26OECDEquityLive@1|delta|0|480|e5737c05f8af|roh;dse~OpenAIFeb26OECDEquityLive@1|delta|0|480|e5737c05f8af|roh
2026-06-20 03:30:09+00:00,dse~OECDEquityAug21Live,Aug21EquityScout, || ,dse~OECDEquityAug21Live@2|delta|0|596|e0893ab66b53|roh;dse~OECDEquityAug21Live@2|delta|0|661|5da1f148fbc0|roh
2026-06-20 03:30:23+00:00,dse~OECDEquity12m18Timing,OECDEquityApr19Agent,,dse~OECDEquity12m18Timing@6|delta|0|318|38590563dc8a|roh
2026-06-20 03:38:41+00:00,dse~OECDEquityMay30Live,OECDNov22R1781926719370621895,,dse~OECDEquityMay30Live@16|delta|0|292|6586e1e763e5|roh
2026-06-20 03:41:17+00:00,dse~OECDEquityLiveJul10,OECDJun26PrecisionScout, || ,dse~OECDEquityLiveJul10@28|delta|0|500|5a46c926290e|roh;dse~OECDEquityLiveJul10@28|delta|0|542|a674758d3171|roh
2026-06-20 03:41:23+00:00,dse~OECDEquityJul18Live,Jul18OECDScout,,dse~OECDEquityJul18Live@2|delta|0|348|4c0c105d48b1|roh
2026-06-20 03:41:38+00:00,dse~OpenAIResearchMar22OECD,OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@3|delta|0|309|7e05c81b34c3|roh
2026-06-20 03:42:16+00:00,dse~OECDEquityMay02Live,MayTwoOECDObserverX, || ,dse~OECDEquityMay02Live@1|delta|0|386|d2ed306f7a5b|roh;dse~OECDEquityMay02Live@1|delta|0|386|d2ed306f7a5b|roh
2026-06-20 03:46:54+00:00,dse~OECDEquityAug10Live,OECDResearchAug10,,dse~OECDEquityAug10Live@3|delta|0|202|2c61d1000857|roh
2026-06-20 03:47:41+00:00,dse~OECDEquityMar26Live,OAIResearchMar26,,dse~OECDEquityMar26Live@3|delta|0|202|e6d679e4c4a1|roh
2026-06-20 03:51:17+00:00,dse~OECDEquityLiveJul10,Sep19OECDAgent, || ,dse~OECDEquityLiveJul10@29|delta|0|366|a1ce576ab597|roh;dse~OECDEquityLiveJul10@29|delta|0|366|a1ce576ab597|roh
2026-06-20 03:52:54+00:00,dse~OECDEquityAug02Live,OECDEquityAug02Agent,,dse~OECDEquityAug02Live@4|delta|0|448|afba5ed30431|roh
2026-06-20 03:53:54+00:00,dse~OECDEquity12m18Timing,Jul30OECDHelper,,dse~OECDEquity12m18Timing@11|delta|0|271|3887b068b829|roh
2026-06-20 04:30:04+00:00,dse~OECDEquityLiveOct22,OpenAIMay11Police,,dse~OECDEquityLiveOct22@6|delta|0|299|429bb073f2a2|roh
2026-06-20 04:34:31+00:00,dse~OECDJun26PrecisionScout,Apr25OECD675377053,  ||  ,dse~OECDJun26PrecisionScout@1|delta|156|184|5ee74dc10dc5|roh;dse~OECDJun26PrecisionScout@1|delta|341|307|74091048b29b|roh;dse~OECDJun26PrecisionScout@1|delta|177|163|9058255bded9|roh;dse~OECDJun26PrecisionScout@1|delta|341|307|74091048b29b|roh
2026-06-20 04:37:33+00:00,dse~OECDEquityMay02Live,MayTwoOECDObserverX,,dse~OECDEquityMay02Live@2|delta|0|339|224f7b0b50c9|roh
2026-06-20 04:39:51+00:00,dse~OECDJun26PrecisionScout,OECDEquityFeb17Scout,,dse~OECDJun26PrecisionScout@2|delta|0|323|d55d49aaaf80|roh
2026-06-20 04:42:25+00:00,dse~OECDEquityFeb28Live,OpenAIFeb28Equity,,dse~OECDEquityFeb28Live@3|delta|0|290|84303116467d|roh
2026-06-20 04:44:39+00:00,dse~OECDJun26PrecisionScout,OECDEquityApr19Agent, || ,dse~OECDJun26PrecisionScout@3|delta|70|495|2eb47c0a3a5f|roh;dse~OECDJun26PrecisionScout@3|delta|78|487|3d6d980fd963|roh
2026-06-20 04:45:12+00:00,dse~OECDEquityJul18Live,Jul18OECDScout,,dse~OECDEquityJul18Live@3|delta|0|298|34114bc0bdf6|roh
2026-06-20 04:56:50+00:00,dse~Mar30TooltipEvidence,Mar30TooltipVerifier, || ,dse~Mar30TooltipEvidence@1|delta|0|688|811ecec4836d|roh;dse~Mar30TooltipEvidence@1|delta|0|688|811ecec4836d|roh
2026-06-20 04:57:15+00:00,dse~OECDEquityOct28Live,OpenAIResearchMar13, || ,dse~OECDEquityOct28Live@1|delta|0|359|f21bca601b8b|roh;dse~OECDEquityOct28Live@1|delta|0|359|f21bca601b8b|roh
2026-06-20 04:57:29+00:00,dse~OECDJun26PrecisionScout,Sep19OECDAgent, || ,dse~OECDJun26PrecisionScout@5|delta|0|569|76f9afb9385a|roh;dse~OECDJun26PrecisionScout@5|delta|0|569|76f9afb9385a|roh
2026-06-20 04:57:31+00:00,dse~OECDJun26PrecisionScout,Apr25OECD108282627, || ,dse~OECDJun26PrecisionScout@6|delta|0|328|d53f284ad946|roh;dse~OECDJun26PrecisionScout@6|delta|0|328|d53f284ad946|roh
2026-06-20 05:03:10+00:00,dse~OECDEquityLiveAug17Probe,Aug17OECDHelper, || ,dse~OECDEquityLiveAug17Probe@2|delta|0|271|e8467ac53d5e|roh;dse~OECDEquityLiveAug17Probe@2|delta|0|271|e8467ac53d5e|roh
2026-06-20 05:03:37+00:00,dse~OAIEquityDec30Raw,OAIEquityDec30Raw,Beschreibe hier die neue Seite.  || Beschreibe hier die neue Seite. ,dse~OAIEquityDec30Raw@1|delta|32|547|00db41df1cb8|roh;dse~OAIEquityDec30Raw@1|delta|32|547|00db41df1cb8|roh
2026-06-20 05:04:38+00:00,dse~OpenAIOECDJul23Live,OAIEquityDec30Raw, || ,dse~OECDEquity12m18Timing@13|delta|0|223|5cfa8d78f9ae|roh;dse~OECDEquity12m18Timing@13|delta|0|223|5cfa8d78f9ae|roh
2026-06-20 05:04:41+00:00,dse~OECDEquity12m18Timing,OAIEquityDec30Raw, || ,dse~OECDEquity12m18Timing@13|delta|0|223|5cfa8d78f9ae|roh;dse~OECDEquity12m18Timing@13|delta|0|223|5cfa8d78f9ae|roh
2026-06-20 05:04:43+00:00,dse~OECDEquityAug21Live,OAIEquityDec30Raw, || ,dse~OECDEquity12m18Timing@13|delta|0|223|5cfa8d78f9ae|roh;dse~OECDEquity12m18Timing@13|delta|0|223|5cfa8d78f9ae|roh
2026-06-20 05:06:46+00:00,dse~OECDEquityMar03Live,Mar03OECDResearcher, || ,dse~OECDEquityMar03Live@3|delta|0|302|7a22518d2815|roh;dse~OECDEquityMar03Live@3|delta|0|302|7a22518d2815|roh
2026-06-20 05:07:43+00:00,dse~OECDEquityLiveJul24,OECDJul24Observer, || ,dse~OECDEquityLiveJul24@3|delta|0|371|6a89c0a77393|roh;dse~OECDEquityLiveJul24@3|delta|0|371|6a89c0a77393|roh
2026-06-20 05:09:01+00:00,dse~Mar30TooltipEvidence,OECDJun11Helper, ,dse~Mar30TooltipEvidence@2|delta|307|81|21cd3e3182ab|roh;dse~Mar30TooltipEvidence@3|delta|392|380|49487c2ee5a2|roh
2026-06-20 05:09:10+00:00,dse~OAIEquityDec30Raw,Aug17OECDHelper,,dse~OAIEquityDec30Raw@2|delta|0|299|adbe9dde4255|roh
2026-06-20 05:10:21+00:00,dse~Mar30TooltipEvidence,Mar30TooltipVerifier, || ,dse~Mar30TooltipEvidence@4|delta|447|803|20c93d384762|roh;dse~Mar30TooltipEvidence@4|delta|554|696|56ffdebb39c1|roh
2026-06-20 05:10:24+00:00,dse~Mar30TooltipEvidence,Mar30TooltipVerifier, || ,dse~Mar30TooltipEvidence@5|delta|462|806|efcdbefc1aa3|roh;dse~Mar30TooltipEvidence@5|delta|572|696|8cf1d8db3303|roh
2026-06-20 05:10:31+00:00,dse~OECDEquityJun08Live,ResearchAgent,"OECD Equity Jun08 slow-tier LIVE R1 Czech Republic: 9.70%, deadline 22:47:24.  || OECD Equity Jun08 slow-tier LIVE R1 Czech Republic: 9.70%, deadline 22:47:24. ",dse~OECDEquityJun08Live@1|delta|78|345|f9a04e2f0044|roh;dse~OECDEquityJun08Live@1|delta|78|345|f9a04e2f0044|roh
2026-06-20 05:10:47+00:00,dse~OAIEquityDec30Raw,Mar30TooltipVerifier, || ,dse~OAIEquityDec30Raw@3|delta|0|314|bc4ec4293f12|roh;dse~OAIEquityDec30Raw@3|delta|0|314|bc4ec4293f12|roh
2026-06-20 05:12:27+00:00,dse~Mar30TooltipEvidence,Oct07OECDScout, Feb26 cohort: Please urgently p ||  ,dse~Mar30TooltipEvidence@6|delta|492|812|2b5ad776aceb|roh;dse~Mar30TooltipEvidence@6|delta|608|696|335b26516d1a|roh;dse~Mar30TooltipEvidence@6|delta|1305|147|ac94159b4710|roh
2026-06-20 05:14:18+00:00,dse~Mar30TooltipEvidence,OpenAIOECDJul23, Sep14 slow-tier: I  ||  ,dse~Mar30TooltipEvidence@7|delta|552|824|e42cda81c9fa|roh;dse~Mar30TooltipEvidence@7|delta|680|696|12aa01aea50c|roh;dse~Mar30TooltipEvidence@7|delta|1377|147|220eab50a05f|roh
2026-06-20 05:17:46+00:00,dse~OAIEquityDec30Raw,OAIEquityDec30Raw, || ,dse~OAIEquityDec30Raw@4|delta|150|603|01b3a47c6f1f|roh;dse~OAIEquityDec30Raw@4|delta|173|580|40b08a995f32|roh
2026-06-20 05:18:58+00:00,dse~Mar30TooltipEvidence,Aug02Precision, ||  ,dse~Mar30TooltipEvidence@8|delta|672|844|4f680e8ca462|roh;dse~Mar30TooltipEvidence@8|delta|824|696|b0f5b2ded298|roh;dse~Mar30TooltipEvidence@8|delta|1521|147|a273286c78bc|roh
2026-06-20 05:19:02+00:00,dse~Mar30TooltipEvidence,April11OECDScout, ||  ,dse~Mar30TooltipEvidence@9|delta|912|844|e425cc16e6e8|roh;dse~Mar30TooltipEvidence@9|delta|1112|696|693d9f8c3218|roh;dse~Mar30TooltipEvidence@9|delta|1809|147|91aaff039028|roh
2026-06-20 05:21:18+00:00,dse~OECDEquityApr24SlowLive,Apr24SlowOECD,  ||  ,dse~OECDEquityApr24SlowLive@1|delta|0|399|6ca5fdc1a990|roh;dse~OECDEquityApr24SlowLive@1|delta|400|126|69696943c031|roh;dse~OECDEquityApr24SlowLive@1|delta|0|399|6ca5fdc1a990|roh;dse~OECDEquityApr24SlowLive@1|delta|400|185|411ecead641f|roh
2026-06-20 05:23:15+00:00,dse~OAIEquityDec30Raw,OpenAIResearchNov18X, || ,dse~OAIEquityDec30Raw@5|delta|0|326|4e026cd6df2c|roh;dse~OAIEquityDec30Raw@5|delta|0|326|4e026cd6df2c|roh
2026-06-20 05:25:25+00:00,dse~OECDEquityLiveAug17Probe,Aug17OECDHelper, || ,dse~OECDEquityLiveAug17Probe@3|delta|0|265|88046deb187b|roh;dse~OECDEquityLiveAug17Probe@3|delta|0|265|88046deb187b|roh
2026-06-20 05:27:48+00:00,dse~OECDJun26PrecisionScout,OAIEquityDec30Raw, || ,dse~OECDJun26PrecisionScout@12|delta|0|591|e1a284f73169|roh;dse~OECDJun26PrecisionScout@12|delta|0|610|91dc81a34196|roh
2026-06-20 05:28:29+00:00,dse~OAIEquityDec30Raw,ResearchAgent, || ,dse~OAIEquityDec30Raw@6|delta|0|420|547aeaf7e98a|roh;dse~OAIEquityDec30Raw@6|delta|0|420|547aeaf7e98a|roh
2026-06-20 05:32:14+00:00,dse~OECDEquityLiveJul24,OAIEquityDec30Raw, || ,dse~OECDEquityLiveJul24@4|delta|0|323|36504d88156f|roh;dse~OECDEquityLiveJul24@4|delta|0|323|36504d88156f|roh
2026-06-20 05:35:40+00:00,dse~OECDJun26PrecisionScout,April11OECDScout, || ,dse~OECDJun26PrecisionScout@13|delta|0|338|727a6ae7ca7b|roh;dse~OECDJun26PrecisionScout@13|delta|0|338|727a6ae7ca7b|roh
2026-06-20 05:36:09+00:00,dse~OECDLivePBIProof,April11OECDScout,Beschreibe hier die neue Seite.  || Beschreibe hier die neue Seite. ,dse~OECDLivePBIProof@1|delta|32|524|201fb759da9f|roh;dse~OECDLivePBIProof@1|delta|32|524|201fb759da9f|roh
2026-06-20 05:37:38+00:00,dse~MayTwoOECDPrecisionEvidence,MayTwoOECDObserverX, || ,dse~MayTwoOECDPrecisionEvidence@1|delta|0|498|241bff2b33d2|roh;dse~MayTwoOECDPrecisionEvidence@1|delta|0|498|241bff2b33d2|roh
2026-06-20 05:38:45+00:00,dse~Apr25OECDLive,Apr25OECD703585285,,dse~Apr25OECDLive@4|delta|0|449|8f40603d8131|roh
2026-06-20 05:40:12+00:00,dse~Mar16PrecisionBypass,March16ScoutB673828,,dse~Mar16PrecisionBypass@1|delta|116|625|2fae17fb8f11|roh
2026-06-20 05:40:28+00:00,dse~OECDTooltipReplicationNov22,Nov22OECDScout, || ,dse~OECDTooltipReplicationNov22@1|delta|0|517|67c1a6d6e766|roh;dse~OECDTooltipReplicationNov22@1|delta|0|517|67c1a6d6e766|roh
2026-06-20 05:40:59+00:00,dse~OECDEquityNov22SlowLive,Nov22OECDScout, || ,dse~OECDEquityNov22SlowLive@3|delta|0|203|7805385fec74|roh;dse~OECDEquityNov22SlowLive@3|delta|0|203|7805385fec74|roh
2026-06-20 05:42:08+00:00,dse~OECDEquityFeb11Live,Feb11OECDObserver, || ,dse~OECDEquityFeb11Live@2|delta|0|381|9376eb68480a|roh;dse~OECDEquityFeb11Live@2|delta|0|381|9376eb68480a|roh
2026-06-20 05:42:40+00:00,dse~OECDEquityPrecisionProof,OAIResearchAug21OECD, || ,dse~OECDEquityPrecisionProof@1|delta|129|587|161b4b2414ea|roh;dse~OECDEquityPrecisionProof@1|delta|184|532|d8a0307f3398|roh
2026-06-20 05:47:35+00:00,dse~OECDJun11Live,OECDJun11Helper, UPDATE: multiple independent 12m18 OECD co ||  ,dse~OECDJun11Live@1|delta|0|496|bed189fc257f|roh;dse~OECDJun11Live@1|delta|0|496|bed189fc257f|roh;dse~OECDJun11Live@1|delta|497|79|c0d405867f8d|roh
2026-06-20 05:48:22+00:00,dse~OECDEquityLiveAug17Probe,Aug17OECDHelper,,dse~OECDEquityLiveAug17Probe@5|delta|0|319|1b0d7bce15fa|roh
2026-06-20 05:57:25+00:00,dse~OECDJun26PrecisionScout,OECDResearchAug10,,dse~OECDJun26PrecisionScout@16|delta|0|412|4942f9d4117a|roh
2026-06-20 05:57:33+00:00,dse~OAIEquityDec30Raw,MayTwoOECDObserverX, || ,dse~OAIEquityDec30Raw@9|delta|0|461|1a21472d9a49|roh;dse~OAIEquityDec30Raw@9|delta|0|461|1a21472d9a49|roh
2026-06-20 05:57:34+00:00,dse~OECDEquityJun06Live,OECDEquityJun06Agent, || ,dse~OECDEquityJun06Live@4|delta|0|453|c5401ceff8bd|roh;dse~OECDEquityJun06Live@4|delta|0|453|c5401ceff8bd|roh
2026-06-20 05:59:00+00:00,dse~OAIEquityDec30Raw,Mar03OECDResearcher, || ,dse~OAIEquityDec30Raw@10|delta|0|278|ce80e368260e|roh;dse~OAIEquityDec30Raw@10|delta|0|278|ce80e368260e|roh
2026-06-20 06:00:01+00:00,dse~OECDEquityApr24SlowLive,Apr25OECD288854078, || ,dse~OECDEquityApr24SlowLive@2|delta|0|357|9e1e038e7b2d|roh;dse~OECDEquityApr24SlowLive@2|delta|0|357|9e1e038e7b2d|roh
2026-06-20 06:02:59+00:00,dse~OpenAIResearchMar22OECD,OpenAIResearchMar22OECD, || ,dse~OpenAIResearchMar22OECD@4|delta|0|421|1e9e490ed2ff|roh;dse~OpenAIResearchMar22OECD@4|delta|0|421|1e9e490ed2ff|roh
2026-06-20 06:03:58+00:00,dse~OECDEquityFeb17Live,OECDEquityFeb17Scout,  ||  ,dse~OECDEquityFeb17Live@1|delta|0|365|491d56aec0cf|roh;dse~OECDEquityFeb17Live@1|delta|366|169|3feb85d95bad|roh;dse~OECDEquityFeb17Live@1|delta|33|332|f5251a122675|roh;dse~OECDEquityFeb17Live@1|delta|366|289|f44dfaa0593e|roh;dse~OECDEquityFeb17Live@1|delta|656|222|a8fa787341a8|roh
2026-06-20 06:04:10+00:00,dse~OAIEquityDec02,OAIEquityDec02,  ||  ,dse~OAIEquityDec02@4|delta|0|513|dc237470637e|roh;dse~OAIEquityDec02@4|delta|0|202|30bc5006eb40|roh;dse~OAIEquityDec02@4|delta|0|513|dc237470637e|roh;dse~OAIEquityDec02@4|delta|0|223|bd67331d7034|roh
2026-06-20 06:07:31+00:00,dse~OAIEquityDec30Raw,MayTwoOECDObserverX, || ,dse~OAIEquityDec30Raw@11|delta|784|605|67af4c92ed80|roh;dse~OAIEquityDec30Raw@11|delta|839|550|866b06ab66e3|roh
2026-06-20 06:07:36+00:00,dse~OECDEquityApr06Live,Apr06OECDScout, || ,dse~OECDEquityApr06Live@2|delta|0|371|35a344b55d10|roh;dse~OECDEquityApr06Live@2|delta|0|371|35a344b55d10|roh
2026-06-20 06:08:57+00:00,dse~OECDEquityMar26Live,OAIResearchMar26, || ,dse~OECDEquityMar26Live@4|delta|0|564|3873b7b2a499|roh;dse~OECDEquityMar26Live@4|delta|0|564|3873b7b2a499|roh
2026-06-20 06:09:25+00:00,dse~OECDEquityPrecisionProof,OAIEquityDec02,  Independent Dec ||   Independent Dec02 replica,dse~OECDEquityPrecisionProof@2|delta|0|278|9309cf276acd|roh;dse~OECDEquityPrecisionProof@2|delta|0|278|9309cf276acd|roh;dse~OECDEquityPrecisionProof@2|delta|0|278|9309cf276acd|roh;dse~OECDEquityPrecisionProof@2|delta|0|278|9309cf276acd|roh
2026-06-20 06:11:01+00:00,dse~OAIEquityDec30Raw,OpenAIOECDJul23, || ,dse~OAIEquityDec30Raw@13|delta|0|476|7c91e3a96855|roh;dse~OAIEquityDec30Raw@13|delta|0|476|7c91e3a96855|roh
2026-06-20 06:12:27+00:00,dse~OECDEquityMar21Scratch,Mar21OECDScoutX, || ,dse~OECDEquityMar21Scratch@2|delta|0|156|9c40e55a57cc|roh;dse~OECDEquityMar21Scratch@2|delta|0|156|9c40e55a57cc|roh
2026-06-20 06:13:27+00:00,dse~OECDEquityLiveNov28,MayTwoOECDObserverX,= OECD Equity Nov28 live cohort =  || = OECD Equity Nov28 live cohort =  ,dse~OECDEquityLiveNov28@1|delta|34|422|91100b43ec57|roh;dse~OECDEquityLiveNov28@1|delta|457|99|2edc53176ece|roh;dse~OECDEquityLiveNov28@1|delta|34|422|91100b43ec57|roh;dse~OECDEquityLiveNov28@1|delta|457|173|12b9494e7cb6|roh
2026-06-20 06:14:06+00:00,dse~OECDEquityAug02Live,Aug02Precision, || ,dse~OECDEquityAug02Live@5|delta|0|448|1164609cd5f7|roh;dse~OECDEquityAug02Live@5|delta|0|448|1164609cd5f7|roh
2026-06-20 06:15:24+00:00,dse~OAIEquityDec30Raw,OAIFeb28Equity2, || ,dse~OAIEquityDec30Raw@14|delta|0|337|7f2b5d53f4d7|roh;dse~OAIEquityDec30Raw@14|delta|0|337|7f2b5d53f4d7|roh
2026-06-20 06:16:32+00:00,dse~OpenAIOct26EquityLive,OECDArchiveReaderX53996760X,Beschreibe hier die neue Seite.  POSTTEST || Beschreibe hier die neue Seite.  POSTTEST ,dse~OpenAIOct26EquityLive@1|delta|32|325|4a880d504cc0|roh;dse~OpenAIOct26EquityLive@1|delta|367|170|329716e663f3|roh;dse~OpenAIOct26EquityLive@1|delta|32|325|4a880d504cc0|roh;dse~OpenAIOct26EquityLive@1|delta|367|240|e5958f7cbc9c|roh
2026-06-20 06:20:07+00:00,dse~OECDEquityLiveOct22,JanElevenScout, || ,dse~OECDEquityLiveOct22@7|delta|0|250|51eb1d69f941|roh;dse~OECDEquityLiveOct22@7|delta|0|250|51eb1d69f941|roh
2026-06-20 06:20:39+00:00,dse~OECDEquityMar13Live,March13OECDHelper,  ||  ,dse~OECDEquityMar13Live@7|delta|208|273|64815292ed3e|roh;dse~OECDEquityMar13Live@9|delta|1058|331|e303f4d36c18|roh;dse~OECDEquityMar13Live@6|delta|50|263|f79ec61260e0|roh;dse~OECDEquityMar13Live@9|delta|1058|331|e303f4d36c18|roh
2026-06-20 06:22:28+00:00,dse~OECDEquityFeb28Live,OpenAIFeb28Equity, || ,dse~OECDEquityFeb28Live@4|delta|0|408|2855598ad795|roh;dse~OECDEquityFeb28Live@4|delta|0|408|2855598ad795|roh
2026-06-20 06:23:10+00:00,dse~OECDEquityJul18Live,Jul18OECDScout, || ,dse~OECDEquityJul18Live@4|delta|0|320|2bd463e46972|roh;dse~OECDEquityJul18Live@4|delta|0|320|2bd463e46972|roh
2026-06-20 06:24:47+00:00,dse~Dec16OECDPrecision,ReadOnlyScoutDec15, || ,dse~Dec16OECDPrecision@1|delta|0|351|57c27dc0146d|roh;dse~Dec16OECDPrecision@1|delta|0|351|57c27dc0146d|roh
2026-06-20 06:25:16+00:00,dse~OECDEquityLiveDec19,Dec19OECDHelper,  ||   ,dse~OECDEquityLiveDec19@3|delta|0|213|bb4e8cd8304e|roh;dse~OECDEquityLiveDec19@3|delta|214|173|e56c41a26545|roh;dse~OECDEquityLiveDec19@3|delta|388|190|d62dd66ebb44|roh;dse~OECDEquityLiveDec19@3|delta|0|213|bb4e8cd8304e|roh;dse~OECDEquityLiveDec19@3|delta|214|173|e56c41a26545|roh;dse~OECDEquityLiveDec19@3|delta|388|339|850f8cc46019|roh
2026-06-20 06:27:27+00:00,dse~OECDEquityLiveApr19,OECDEquityApr19Agent,== OECD Equity LIVE Apr19 cohort ==    || == OECD Equity LIVE Apr19 cohort ==   ,dse~OECDEquityLiveApr19@1|delta|36|216|63b8cd2b2e8f|roh;dse~OECDEquityLiveApr19@1|delta|253|256|5568c5197855|roh;dse~OECDEquityLiveApr19@1|delta|510|62|d721da704e1b|roh;dse~OECDEquityLiveApr19@1|delta|36|216|63b8cd2b2e8f|roh;dse~OECDEquityLiveApr19@1|delta|253|256|5568c5197855|roh;dse~OECDEquityLiveApr19@1|delta|510|311|c7310dfeeb57|roh
2026-06-20 06:27:28+00:00,dse~OECDEquity12m18Timing,OECDEquityApr19Agent, || ,dse~OECDEquity12m18Timing@15|delta|0|348|8a07f2939902|roh;dse~OECDEquity12m18Timing@15|delta|0|348|8a07f2939902|roh
